composition,Tc_exp,contains_re
Sm0.40Zr0.60Fe11.02V0.98,583.0,True
Sm0.4Ce0.6Fe2,514.0,True
Sm0.4Gd0.6Mn2Si2,53.0,True
Sm0.504Nd0.121Sr3/8MnO3,129.9,True
Sm0.55(Sr0.5Ca0.5)0.45MnO3,77.75,True
Sm0.55Sr0.30Ag0.15MnO3,99.0,True
Sm0.55Sr0.45MnO3,126.0,True
Sm0.56Sr0.44MnO3,127.0,True
Sm0.59Nd0.40Fe10.99V1.02,593.0,True
Sm0.5Ca0.5MnO3,110.0,True
Sm0.5Ce0.5Fe2,549.0,True
Sm0.5Gd0.5PdIn,60.0,True
Sm0.5Mn0.5MnTaO6,35.0,True
Sm0.5Sr0.5CoO3,185.0,True
Sm0.5Sr0.5MnO3,85.0,True
Sm0.5Tb0.5Ni3FeSi,120.0,True
Sm0.60Sr0.40MnO3,130.0,True
Sm0.61Zr0.40Fe11.03V0.96,599.0,True
Sm0.63Sr0.37MnO3,138.0,True
Sm0.65Sr0.35MnO3,85.0,True
Sm0.67Sr0.33MnO3,79.0,True
Sm0.6Ca0.4MnO3,78.0,True
Sm0.6Ce0.4Fe2,574.0,True
Sm0.6Gd0.4Co5,1000.0,True
Sm0.6Gd0.4Mn2Si2,49.0,True
Sm0.6Sr0.4MnO3,112.0,True
Sm0.70Sr0.30MnO3,141.0,True
Sm0.75Sr0.25MnO3,148.0,True
Sm0.75Tb0.25Ni3FeSi,166.0,True
Sm0.77Zr0.20Fe10.98V1.05,608.0,True
Sm0.7Ca0.3Mn0.95Fe0.05O3,71.0,True
Sm0.7Ce0.3Fe2,601.0,True
Sm0.7Sr0.3Mn0.95Fe0.05O3,90.0,True
Sm0.7Sr0.3MnO3,82.0,True
Sm0.7Zr0.3(Fe0.79Co0.20)11.5Ti0.6,807.0,True
Sm0.80Nd0.20Fe11.00V1.00,608.0,True
Sm0.8Ce0.2Fe2,624.0,True
Sm0.8Gd0.2Mn2Si2,44.0,True
Sm0.8Sr0.2MnO3,84.0,True
Sm0.8Zr0.2(Fe0.8Co0.2)11.5Ti0.5,830.0,True
Sm0.8Zr0.2(Fe0.8Co0.2)11Ti,547.0,True
Sm0.95Fe10.97V1.08,625.0,True
Sm0.968Gd0.032Al2,127.0,True
Sm0.987Gd0.013Al2,127.0,True
Sm0.997Gd0.003Al2,127.0,True
Sm0.99Gd0.01Al2,124.0,True
Sm0.9Ce0.1Fe2,648.0,True
Sm0.9MnO3,75.0,True
Sm0.9Zr0.1(Fe0.75Co0.25)11.2Mo0.8,775.0,True
Sm0.9Zr0.1Fe11Mo,542.0,True
Sm0.9Zr0.2(Fe0.8Co0.2)11.3Ti0.7,781.15,True
Sm0.9Zr0.2(Fe0.8Co0.2)11.3Ti0.7B0.5,798.15,True
Sm0.9Zr0.2(Fe0.8Co0.2)11.3Ti0.7B0.7,808.15,True
Sm1,0.0,True
Sm1+εFe4B4,37.0,True
Sm1.1(Fe0.8Co0.2)11.2Ti0.6,730.0,True
Sm1.1(Fe0.8Co0.2)11.3Ti0.7,791.15,True
Sm1.1(Fe0.8Co0.2)11.6Ti0.4,750.0,True
Sm1.1(Fe0.8Co0.2)12,800.0,True
Sm1.2Er0.8Fe17,362.0,True
Sm1.2Er0.8Fe17H4.6,490.0,True
Sm1.2Fe10Mo2,460.0,True
Sm1.2Ho0.8Fe17,383.0,True
Sm1.2Ho0.8Fe17H4.4,518.0,True
Sm1.2Sr1.8Mn2O7,75.0,True
Sm1.5Ca0.5CoMnO6,107.4,True
Sm1.5Sr0.5CoMnO6,123.5,True
Sm1.6Ho0.4Fe17,388.0,True
Sm1.6Ho0.4Fe17H4,510.0,True
Sm1.6Sr0.4NiMnO6,156.0,True
Sm1.6Sr1.4Mn2O7,135.0,True
Sm1.7(Fe0.8Co0.2)10GaTi,700.0,True
Sm1.7(Fe0.8Co0.2)11Ti,732.0,True
Sm1.8Er0.2Fe17,386.0,True
Sm1.8Er0.2Fe17H4.4,525.0,True
Sm1.8Sr0.2NiMnO6,154.0,True
Sm1.90Fe0.10O3,30.0,True
Sm10Co60Fe15Al10B5,948.15,True
Sm10Co60Fe15Al5B10,912.15,True
Sm117Co55.6Sn116,86.0,True
Sm12Co60Fe19Cu6Zr3B0,737.65,True
Sm12Fe14Al5,245.0,True
Sm12Fe73V15,603.15,True
Sm12Fe73V7.5Mo7.5,541.15,True
Sm12Fe73V7.5Ti7.5,598.15,True
Sm12Fe74Ti7C7Nδ,470.0,True
Sm12Fe74V12Cu2,635.15,True
Sm12Ni6Sn,50.0,True
Sm13.7Fe86.3,414.15,True
Sm13.8Fe82.2Ta4.0,423.15,True
Sm14Fe79C7,444.15,True
Sm15Co50Fe10B5Al20,1001.15,True
Sm15Co55Fe10B5Al15,1050.15,True
Sm15Co60Fe10B5Al10,1103.15,True
Sm15Co65Fe10B5Al5,1103.15,True
Sm15Co70Fe10B5Al0,1175.15,True
Sm17.5Co82.5,1073.15,True
Sm18Co82,1073.15,True
Sm19Fe67C14,584.15,True
Sm1Fe10.5Mo1.5,455.0,True
Sm1Fe8.5Co2Mo1.5,595.0,True
Sm1Fe9.5Co1Mo1.5,514.0,True
"Sm2(Co,Fe)14B",1053.15,True
Sm2(Co0.68Fe0.32)17,1119.0,True
Sm2(Co0.69Fe0.31)17,1123.0,True
Sm2(Co0.7Fe0.3)17,1113.0,True
Sm20-22Co78-80,1073.15,True
Sm20Fe70C10,411.15,True
Sm20Fe70Ti10,577.0,True
Sm2Co12P7,148.0,True
Sm2Co14B,1029.0,True
Sm2Co17,1108.15,True
Sm2Co2.6Si0.4,267.0,True
Sm2Co2Al,50.0,True
Sm2Co2Ga,62.0,True
Sm2Co7,670.0,True
Sm2CoMnO6,146.05,True
Sm2CrMnO6,50.0,True
Sm2CrTaO7,192.0,True
Sm2CuMnO6,21.0,True
Sm2Fe14B,620.0,True
Sm2Fe14C,580.0,True
Sm2Fe15.5Co1.5C3,717.0,True
Sm2Fe15.5Cr1.5C2,583.0,True
Sm2Fe15Co2C3,732.0,True
Sm2Fe15Cr2,424.0,True
Sm2Fe15Cr2C2,551.0,True
Sm2Fe15Ga2C1.8,631.0,True
Sm2Fe16.5Co0.5C3,696.0,True
Sm2Fe16.5Cr0.5C2,491.0,True
Sm2Fe16.5Sb0.5,472.0,True
Sm2Fe16.7Sb0.3,439.0,True
Sm2Fe16Co1C3,707.0,True
Sm2Fe16Cr1,447.0,True
Sm2Fe16Cr1C2,539.0,True
Sm2Fe16Sb,499.0,True
Sm2Fe17,399.0,True
Sm2Fe17-xAlxCy,678.0,True
Sm2Fe17-xAlxNy,754.0,True
Sm2Fe17-xGaxCy,678.0,True
Sm2Fe17-xGaxNy,754.0,True
Sm2Fe17-xSixCy,678.0,True
Sm2Fe17-xSixNy,754.0,True
Sm2Fe17C,516.0,True
Sm2Fe17C0.4Ny,759.0,True
Sm2Fe17C0.5N2.4,752.0,True
Sm2Fe17C0.5N2.4H0.8,752.0,True
Sm2Fe17C0.7Ny,753.0,True
Sm2Fe17C0.9Ny,760.0,True
Sm2Fe17C1.0,552.0,True
Sm2Fe17C2,675.0,True
Sm2Fe17C2.5,719.5,True
Sm2Fe17C2.6,671.5,True
Sm2Fe17C2.6H1.1,674.0,True
Sm2Fe17C2.6N0.1,678.0,True
Sm2Fe17C2.6N0.1H1.0,678.0,True
Sm2Fe17CNy,778.0,True
Sm2Fe17CxNy,758.0,True
Sm2Fe17Cy,668.0,True
Sm2Fe17D5,558.0,True
Sm2Fe17H2,526.0,True
Sm2Fe17N1.2,470.0,True
Sm2Fe17N2,745.0,True
Sm2Fe17N2.3,749.0,True
Sm2Fe17N2.5,750.0,True
Sm2Fe17N2.9,740.0,True
Sm2Fe17N2.94,746.0,True
Sm2Fe17N3,749.0,True
Sm2Fe17N3.0,748.0,True
Sm2Fe17N3.0H0.8,748.0,True
Sm2Fe17N3.1,752.0,True
Sm2Fe17Ny,753.0,True
Sm2Fe23B3,663.0,True
Sm2Mo2O7,83.0,True
Sm2Ni2Pb,23.0,True
Sm2NiMnO6,151.0,True
Sm2Pd2Mg,36.0,True
Sm2Pd9Sb3,6.8,True
Sm2Ru3Ge5,8.0,True
Sm3(Co0.7Fe0.3)23Cr6,607.0,True
Sm3(Co0.8Fe0.2)22.5Cr6.5,566.0,True
Sm3(Co0.9Fe0.1)22Cr7,440.0,True
"Sm3(Fe, Mo)29",445.0,True
"Sm3(Fe, Mo)29Nx",704.0,True
"Sm3(Fe,V)29Nx",740.0,True
Sm3(Fe0.1Co0.9)22Cr7,440.0,True
Sm3(Fe0.2Co0.8)22.5Cr6.5,566.0,True
Sm3(Fe0.3Co0.7)23Cr6,607.0,True
Sm3(Fe0.4Co0.6)23.5Cr5.5,663.0,True
Sm3(Fe0.5Co0.5)24Cr5,688.0,True
Sm3(Fe0.6Co0.4)24.5Cr4.5,736.0,True
Sm3(Fe0.933Ti0.067)29C,641.0,True
Sm3Co21.5Cr7.5,285.0,True
Sm3Co29Si4B10,182.0,True
Sm3Co8Sn4,83.0,True
Sm3Fe24.0Cr5.0Cx,559.0,True
Sm3Fe24.0Cr5.0N4,686.0,True
Sm3Fe24.0Cr5.0Nx,688.0,True
Sm3Fe26.7V2.3,502.0,True
Sm3Fe27.5Ti1.5,450.0,True
Sm3Ni2,110.0,True
Sm3Ni7As5,6.0,True
Sm3Pt23Si11,10.12,True
Sm5(Fe0.91Ti0.09)17,561.0,True
Sm5(Fe0.95Ti0.05)17,491.0,True
Sm5(Fe0.95V0.05)17,481.0,True
Sm5(Fe0.9V0.1)17,598.0,True
Sm5Fe17,550.0,True
Sm6(Fe0.86Al0.14)23,480.0,True
Sm60Fe10Al10Co15Cu5,505.0,True
Sm60Fe20Al10Co10,416.0,True
Sm6Fe13Sn,400.0,True
Sm6Fe23,442.0,True
Sm6Mn23,450.0,True
Sm6Mn23 Hx,230.0,True
Sm6Mn23Hx,230.0,True
Sm7Pd3,169.0,True
SmAl0.5Fe9.5Mo2,398.15,True
SmAl1.0Fe9.0Mo2,408.15,True
SmAl2,120.0,True
SmBaCo2O5.5,267.0,True
SmBaCo2O5.52,255.0,True
SmCo10SiC0.5,670.0,True
SmCo12B6,172.0,True
SmCo2,208.0,True
SmCo3.5Ag1.5,945.0,True
SmCo3.5Cu1.5,739.0,True
SmCo4.5Ag0.5,950.0,True
SmCo4.5Cu0.5,839.0,True
SmCo4.8Cr0.12C0.08,1118.15,True
SmCo4Ag1,925.0,True
SmCo4B4,176.0,True
SmCo4Cu1,778.0,True
SmCo5,1020.0,True
SmCo5.6Ti0.4,1100.9,True
SmCo5/α-Fe,993.15,True
SmCo5H2.5,300.0,True
SmCo6.1Si0.9,718.15,True
SmCo6.21Fe0.54Zr0.25,1043.15,True
SmCo6.34Fe0.41Zr0.25,1043.15,True
SmCo6.48Fe0.27Zr0.25,1043.15,True
SmCo6.4Ti0.6,993.0,True
SmCo6.5Cu0.5,1103.15,True
SmCo6.5Ti0.5,993.0,True
SmCo6.65Ti0.35,1015.15,True
SmCo6.6Ti0.4,707.0,True
SmCo6.72Ti0.28,1018.15,True
SmCo6.75Zr0.25,1043.15,True
SmCo6.79Ti0.21,1029.15,True
SmCo6.7Ti0.3,993.0,True
SmCo6.7Zr0.3,1033.15,True
SmCo6.85Si0.15,1000.0,True
SmCo6.8Cu0.2,1123.15,True
SmCo6.8Hf0.2,1075.15,True
SmCo6.8Zr0.2,1029.15,True
SmCo6.9Hf0.1,1066.65,True
SmCo6Cu1,1083.15,True
SmCo7,1063.65,True
SmCo7.1Ti0.4,711.0,True
SmCo7.6Ti0.4,759.0,True
SmCo8.1Ti0.4,782.0,True
SmCo9.8V2.2,360.0,True
SmCo9Si2,473.0,True
SmCo₂B₂,14.0,True
SmCo₃NiB,424.0,True
SmCo₄B,510.0,True
SmCo₅,1000.0,True
SmCr0.5Mn0.5O3,70.0,True
SmCr4Al8,19.0,True
SmCrO4,12.0,True
SmCrSb3,109.0,True
SmCu3Al2,12.0,True
SmCu4Pd,28.0,True
SmCuAl,47.0,True
SmFe10.2Mo1.3Ga0.5,483.0,True
SmFe10.3Si0.2B0.1,477.68,True
SmFe10.5Mo1.5,505.0,True
SmFe10.5Ti1.5,500.0,True
SmFe10.5V1.5,620.0,True
SmFe10.7Mo1.3,495.0,True
SmFe10Co2,859.0,True
SmFe10Cr2,565.0,True
SmFe10Mo2,453.5,True
SmFe10Mo2H,476.0,True
SmFe10Si2,606.0,True
SmFe10SiC0.5,460.0,True
SmFe10Ti2,550.0,True
SmFe10V2,602.075,True
SmFe11.5Ti0.5,485.0,True
SmFe11Mo,530.5,True
SmFe11Mo1,530.0,True
SmFe11Ti,581.15,True
SmFe11TiC0.8,698.0,True
SmFe11TiCy,698.0,True
SmFe11TiH,634.0,True
SmFe11TiH1.2,627.0,True
SmFe11TiN,743.0,True
SmFe11TiN0.5,742.0,True
SmFe11TiN0.8,769.0,True
SmFe11TiNy,739.5,True
SmFe11V,634.15,True
SmFe12,552.5,True
SmFe2,670.0,True
SmFe2H3.35,110.0,True
SmFe2Hx,333.0,True
SmFe2Si2,3.5,True
SmFe3,650.0,True
SmFe4Al8,108.0,True
SmFe4As12,39.0,True
SmFe4P12,1.6,True
SmFe5Al7,220.0,True
SmFe5Co5Si2,850.0,True
SmFe6Co4Ti,864.15,True
SmFe6Sn6,680.0,True
SmFe7,608.0,True
SmFe7Co3Si2,765.0,True
SmFe7Cx,576.15,True
SmFe7Nx,740.0,True
SmFe8.5Al2.5Ti,456.0,True
SmFe8.5Ge3.5,870.0,True
SmFe8.7Mo1.3Ga2.0,420.0,True
SmFe8Co2Si2,714.0,True
SmFe9,462.15,True
SmFe9.2Mo1.3Ga1.5,457.0,True
SmFe9.7Mo1.3Ga1.0,473.0,True
SmFe9Co2Ti,745.65,True
SmFeNi₃B,404.0,True
SmFeO3,674.0,True
SmFe₂Co₂B,768.0,True
SmFe₂Ni₂B,495.0,True
SmFe₃CoB,721.0,True
SmGa,114.0,True
SmIn3,16.0,True
SmMn0.5Co0.5O3,134.5,True
SmMn1.5Cu0.5Ge2,228.0,True
SmMn1.5Fe0.5Ge2,25.0,True
SmMn1.7Cr0.3Si2C,350.0,True
SmMn1.85Co0.15Ge2,275.0,True
SmMn1.90Fe0.10Ge2,320.0,True
SmMn1.95Co0.05Ge2,315.0,True
SmMn1.95Fe0.05Ge2,330.0,True
SmMn1.9Fe0.1Ge2,320.0,True
SmMn2,86.0,True
SmMn2Ge2,343.0,True
SmMn2H2,248.0,True
SmMn2Si2,38.0,True
SmMn3Co4O12,90.0,True
SmMn4Al8,12.0,True
SmMn6Sn4Ge2,414.0,True
SmMnMnTaO6,43.5,True
SmMnSi₂,464.0,True
SmMn₂Ge₂,100.0,True
"SmNd2(Fe,Ti)29",439.0,True
SmNi,45.0,True
SmNi2As2,9.0,True
SmNi2Cd20,7.2,True
SmNi3CoB,90.0,True
SmNi3CoSi,46.0,True
SmNi3CuB,57.0,True
SmNi3CuSi,12.0,True
SmNi3FeB,322.0,True
SmNi3FeSi,190.0,True
SmNi3MnB,210.0,True
SmNi3MnSi,125.0,True
SmNi4Al,18.0,True
SmNi4B,39.0,True
SmNi4Cu,34.5,True
SmNi4Ga,17.0,True
SmNi4Si,14.9,True
SmNi5,28.25,True
SmNiC2,17.5,True
SmNiPb,8.0,True
SmOs4Sb12,3.0,True
"SmPr2(Fe,Ti)29",395.0,True
SmPtSb,6.7,True
SmRh3B2,89.0,True
SmRhSn,14.9,True
SmRu2Ge2,10.0,True
SmScGe,270.0,True
SmScSi,270.0,True
SmSrCo2O6,175.0,True
SmTl3,8.6,True
SmZn,125.0,True
Sm₂Fe₁₄C,580.0,True
Sm₂Fe₁₇,389.0,True
Sm₂Fe₁₇N₂,745.0,True
Sm₂Fe₁₇N₂.₃,749.0,True
Sm₂Fe₁₇N₂.₅,750.0,True
Sm₂Fe₁₇N₂.₉,740.0,True
Sm₂Fe₁₇N₂.₉₄,746.0,True
Sm₂Fe₁₇N₃.₀,748.0,True
Sm₂Fe₁₇N₃.₁,752.0,True
Sm₃Fe₅O₁₂,565.0,True
Sn0.25Mn0.75Fe2O4,675.0,False
Sn0.25Zn0.50Co0.25O2,290.0,False
Sn0.25Zn0.50Fe0.25O2,200.0,False
Sn0.25Zn0.50Mn0.25O2,20.0,False
Sn0.25Zn0.50Ni0.25O2,290.0,False
Sn0.5Co0.5Fe2O4,800.0,False
Sn0.5Mn0.5Fe2O4,690.0,False
Sn0.5Mn0.5Fe2O4 (Annealed),790.0,False
Sn0.5Mn0.5Fe2O4 (Unannealed),680.0,False
Sn0.5Ni0.5Fe2O4,830.0,False
Sn0.60CMn3.40,352.0,False
Sn0.70CMn3.30,325.0,False
Sn0.75CMn3.25,304.0,False
Sn0.75Mn0.25Fe2O4,780.0,False
Sn0.80CMn3.20,284.0,False
Sn0.85CMn3.15,271.0,False
Sn0.90Al0.10O2,300.0,False
Sn0.90CMn3.10,248.0,False
Sn0.90Co0.10O1.925F0.075,550.0,False
Sn0.90Fe0.10O2,464.0,False
Sn0.90Fe0.10S,300.0,False
Sn0.911Cr0.089Eu0.007Te,276.0,True
Sn0.915Cr0.085Te,275.0,False
Sn0.923Cr0.077Eu0.01Te,275.0,True
Sn0.92Fe0.08S,300.0,False
Sn0.93CMn3.07,266.0,False
Sn0.93Ti0.07O2,273.0,False
Sn0.94Al0.06O2,300.0,False
Sn0.94Fe0.06S,300.0,False
Sn0.94Mn0.025Co0.025Fe0.01O2,300.0,False
Sn0.95CMn3.05,270.0,False
Sn0.95Co0.05O2-δ,273.0,False
Sn0.95Fe0.05O2,431.0,False
Sn0.95Fe0.05O2 (bulk ceramic),360.0,False
Sn0.95Fe0.05O2 (thin film),360.0,False
Sn0.95Ti0.05O2,273.0,False
Sn0.95V0.05O2,400.0,False
Sn0.96Al0.04O2,300.0,False
Sn0.96Fe0.04S,300.0,False
Sn0.96Mn0.04Te,6.0,False
Sn0.98Al0.02O2,300.0,False
Sn0.98Fe0.02S,300.0,False
Sn0.98Ti0.02O2,273.0,False
Sn0.99V0.01O2,70.0,False
Sn0.9Co0.1O2-δ,273.0,False
Sn1,0.0,False
Sn2U3,60.0,False
Sn4U5,65.0,False
Sn5TiU3,65.0,False
Sn5U3,45.0,False
Sn97Te100,0.2,False
SnO2,280.0,False
SnU,55.0,False
Sr(Fe0.65Co0.35)O3,370.0,False
Sr0.01Gd0.09Fe12O19,720.0,True
Sr0.03Gd0.07Fe12O19,720.0,True
Sr0.055La0.055Fe11.968Co0.032O19,726.0,True
Sr0.05Gd0.05Fe12O19,720.0,True
Sr0.07Gd0.03Fe12O19,720.0,True
Sr0.09Gd0.01Fe12O19,720.0,True
Sr0.139La0.139Fe11.923Co0.077O19,715.0,True
Sr0.192La0.192Fe12O19,730.0,True
Sr0.242La0.242Fe11.892Co0.108O19,711.0,True
Sr0.261La0.261Fe12O19,724.0,True
Sr0.289La0.289Fe11.848Co0.152O19,724.0,True
Sr0.2Ca0.8CoO3,148.0,False
Sr0.367La0.367Fe11.788Co0.212O19,717.0,True
Sr0.395La0.395Fe12O19,720.0,True
Sr0.472La0.472Fe11.734Co0.266O19,700.0,True
Sr0.4Ba1.6FeMoO6,337.0,False
Sr0.4Ba1.6La0.1FeMoO6,354.0,True
Sr0.4Ba1.6La0.2FeMoO6,367.0,True
Sr0.4Ba1.6La0.3FeMoO6,378.0,True
Sr0.4Ba1.6La0.4FeMoO6,390.0,True
Sr0.4Ba1.6Sr0.0FeMoO6,340.0,False
Sr0.4Ba1.6Sr0.2FeMoO6,351.0,False
Sr0.4Ba1.6Sr0.4FeMoO6,360.0,False
Sr0.4Ba1.6Sr0.6FeMoO6,367.0,False
Sr0.4Ca0.6CoO3,218.0,False
Sr0.4Ca1.6FeMoO6,382.0,False
Sr0.4Y0.6CoO3,65.0,True
Sr0.511La0.511Fe11.839Co0.161O19,712.0,True
Sr0.5Ba0.40Pr0.10Fe11.0Ni1.0O19,558.0,True
Sr0.5Ba0.42Pr0.08Fe11.2Ni0.8O19,580.0,True
Sr0.5Ba0.44Pr0.06Fe11.4Ni0.6O19,595.0,True
Sr0.5Ba0.46Pr0.04Fe11.6Ni0.4O19,620.0,True
Sr0.5Ba0.48Pr0.02Fe11.8Ni0.2O19,652.0,True
Sr0.5Ba0.5Fe12O19,672.0,False
Sr0.5Ca1.5CrSbO6,11.0,False
Sr0.5Ca1.5FeMoO6,385.0,False
Sr0.5Co0.5Bi2NbTaO9,523.15,False
Sr0.5Cu0.5Bi2NbTaO9,523.15,False
Sr0.5La0.5Fe11.5Cu0.5O19,702.75,True
Sr0.5Ni0.5Bi2NbTaO9,453.15,False
Sr0.5Pr0.5MnO3,265.0,True
Sr0.5Y0.5CoO3,175.0,True
Sr0.6Ca0.4CoO3,247.0,False
Sr0.6Ca1.4FeMoO6,378.0,False
Sr0.6La0.4Fe11.6Cu0.4O19,706.55,True
Sr0.6Y0.4CoO3,205.0,True
Sr0.75Gd0.25Fe12O19,736.0,True
Sr0.75Y0.25Co0.75Ga0.25O2.625,225.0,True
Sr0.775Y0.225CoO3-δ,335.0,True
Sr0.7Ca0.3CoO3,270.0,False
Sr0.7Ca1.3FeMoO6,378.0,False
Sr0.7La0.3Fe11.7Co0.3O19,696.15,True
Sr0.7La0.3Fe11.7Cu0.3O19,711.85,True
Sr0.7Y0.3CoO2.62,320.0,True
Sr0.7Y0.3CoO3,220.0,True
Sr0.81Na0.19RuO3,111.0,False
Sr0.82(La0.03Pr0.15)Fe12O19,729.0,True
Sr0.82(La0.06Pr0.12)Fe12O19,728.0,True
Sr0.82(La0.09Pr0.09)Fe12O19,729.0,True
Sr0.82(La0.12Pr0.06)Fe12O19,731.0,True
Sr0.82(La0.15Pr0.03)Fe12O19,731.0,True
Sr0.82La0.18Fe12O19,731.0,True
Sr0.82Pr0.18Fe12O19,732.0,True
Sr0.84Na0.16RuO3,123.0,False
Sr0.85Gd0.15Fe12O19,736.0,True
Sr0.85La0.15(MnZr)0.0Fe12O19,943.15,True
Sr0.85La0.15(MnZr)0.25Fe11.5O19,851.15,True
Sr0.85La0.15(MnZr)0.5Fe11O19,843.15,True
Sr0.85La0.15(MnZr)0.75Fe10.5O19,798.15,True
Sr0.85La0.15(MnZr)1.0Fe10O19,788.15,True
Sr0.8Ca0.2CoO3,286.0,False
Sr0.8Ca1.2FeMoO6,378.0,False
Sr0.8Gd0.2Fe12O19,736.0,True
Sr0.8La0.2Co0.2Fe11.6Al0.2O19,707.0,True
Sr0.8La0.2Co0.2Fe11.8O19,704.0,True
Sr0.8La0.2Co0.5Fe0.5O2.99,290.0,True
Sr0.8La0.2Fe11.8Co0.2O19,699.575,True
Sr0.8La0.2Fe11.8Cu0.2O19,716.85,True
Sr0.8Y0.2CoO3,260.0,True
Sr0.91Na0.09RuO3,138.0,False
Sr0.95Gd0.05Fe12O19,736.0,True
Sr0.95Sm0.05Fe12O19,467.0,True
Sr0.9Ca0.1CoO3,283.0,False
Sr0.9Ca1.1FeMoO6,384.0,False
Sr0.9Ce0.1Fe10Al2O19,620.0,True
Sr0.9Gd0.1Fe10Al2O19,617.0,True
Sr0.9Gd0.1Fe12O19,736.0,True
Sr0.9La0.1Fe10Al2O19,617.0,True
Sr0.9La0.1Fe11.9Cu0.1O19,725.05,True
Sr0.9Mn0.1CoO2.74,125.0,False
Sr0.9Nd0.1Fe10Al2O19,615.0,True
Sr0.9Pr0.1Fe10Al2O19,622.0,True
Sr0.9Sm0.1Fe10Al2O19,617.0,True
Sr0.9Sm0.1Fe11.9Co0.1O19,725.0,True
Sr0.9Th0.1CoO2.79,187.5,False
Sr0.9Y0.1CoO3,275.0,True
Sr0.9Y0.1Fe10Al2O19,622.0,True
Sr1,0.0,False
Sr1.0Ca1.0FeMoO6,388.0,False
Sr1.1Ca0.9FeMoO6,394.0,False
Sr1.25Ca0.75CrSbO6,3.5,False
Sr1.2Ca0.8FeMoO6,400.0,False
Sr1.2La0.8FeIrO6,700.0,True
Sr1.3Ca0.7FeMoO6,400.0,False
Sr1.40Gd0.20Ba0.40FeMoO6,357.0,True
Sr1.4Ca0.6FeMoO6,406.0,False
Sr1.5Ca0.5FeMoO6,406.0,False
Sr1.5La0.5Mn1.25Sb0.75O6,304.2,True
Sr1.5La0.5Mn1.5Sb0.5O6,365.0,True
Sr1.5Nd0.5CrReO6,505.0,True
Sr1.5Nd0.5MnO4,245.0,True
Sr1.5Pr0.5CoO4,200.0,True
Sr1.6Ca0.4FeMoO6,412.0,False
Sr1.6Nd0.4FeMoO6,443.0,True
Sr1.70Gd0.10Ba0.20FeMoO6,357.0,True
Sr1.75Sm0.25FeMoO6,424.0,True
Sr1.7Ca0.3FeMoO6,409.0,False
Sr1.7La0.3FeMoO6,390.0,True
Sr1.7Nd0.3CrReO6,625.0,True
Sr1.85Gd0.05Ba0.10FeMoO6,357.0,True
Sr1.85Sm0.15FeMoO6,392.0,True
Sr1.8Ca0.2FeMoO6,412.0,False
Sr1.8Nd0.2CrReO6,635.0,True
Sr1.8Sm0.2FeMoO6,422.0,True
Sr1.8Y0.2CrReO6,640.0,True
Sr1.92Sm0.08FeMoO6,413.0,True
Sr1.95Nd0.05FeMoO6,380.0,True
Sr1.95Sm0.05FeMoO6,415.0,True
Sr1.97Nd0.03FeMoO6,367.0,True
Sr1.99Nd0.01FeMoO6,378.0,True
Sr1.9Ca0.1FeMoO6,395.0,False
Sr1.9Nd0.1CrReO6,625.0,True
Sr1.9Sm0.1FeMoO6,405.0,True
Sr14MnBi11,33.0,False
Sr14MnSb11,45.0,False
Sr2(Fe0.85Ni0.15)MoO6,424.0,False
Sr2(Fe0.90Ni0.10)MoO6,417.0,False
Sr2(Fe0.95Ni0.05)MoO6,410.0,False
Sr2.75Ce0.25Co2O6.7,175.0,True
Sr2/3Y1/3CoO2.70,225.0,True
Sr2Co1.32Fe28.68O46,760.0,False
Sr2Co1.58Fe28.42O46,760.0,False
Sr2Co2.11Fe27.89O46,760.0,False
Sr2CoO4,250.0,False
Sr2CrMoO6,450.0,False
Sr2CrOsO6,660.0,False
Sr2CrReO6,635.0,False
Sr2CrWO6,464.0,False
Sr2Cu(Re0.69Ca0.31)O5.8,440.0,False
Sr2Cu(Re0.69Ca0.31)O5.9,440.0,False
Sr2Cu(Re0.69Ca0.31)O6,440.0,False
Sr2Fe(W0.85Mo0.15)O6,200.0,False
Sr2Fe0.4Ga0.6MoO6,290.0,False
Sr2Fe0.7Al0.3MoO6,286.0,False
Sr2Fe0.85Zn0.15MoO6,387.0,False
Sr2Fe0.8Al0.2MoO6,314.0,False
Sr2Fe0.8Mo1.2O6,373.0,False
Sr2Fe0.90MoO6,430.0,False
Sr2Fe0.95Al0.05MoO6,363.0,False
Sr2Fe0.95MoO6,430.0,False
Sr2Fe0.95Zn0.05MoO6,407.0,False
Sr2Fe0.98MoO6,430.0,False
Sr2Fe0.9Al0.1MoO6,341.0,False
Sr2Fe0.9Cr0.1MoO6,415.0,False
Sr2Fe0.9Mo1.1O6,383.0,False
Sr2Fe0.9Zn0.1MoO6,391.0,False
Sr2Fe1.0MoO6,430.0,False
Sr2Fe1.1Mo0.9O6,398.0,False
Sr2Fe1.2Mo0.8O6,418.0,False
Sr2Fe30O46,803.15,False
Sr2FeCoO5,5.0,False
Sr2FeMo0.7W0.3O6,358.0,False
Sr2FeMo0.8W0.2O6,432.0,False
Sr2FeMo0.9W0.1O6,363.0,False
Sr2FeMoO5.5S0.5,300.0,False
Sr2FeMoO5.7N0.3,400.0,False
Sr2FeMoO5.94,432.5,False
Sr2FeMoO5.97,422.0,False
Sr2FeMoO5N,175.0,False
Sr2FeMoO6,415.0,False
Sr2FeMoO6+x,415.0,False
