composition,Tc_exp,contains_re
CoMnP,583.0,False
CoMnSb,471.0,False
CoMnSn,276.25,False
CoMnSn0.90Cu0.10,158.5,False
CoMnSn0.92Cu0.08,155.1,False
CoMnSn0.94Cu0.06,150.3,False
CoMnSn0.96Cu0.04,149.0,False
CoMnSn0.98Cu0.02,145.5,False
CoMnVGa,100.0,False
CoNb0.05SnTi0.95,141.0,False
CoNb0.15SnTi0.85,155.0,False
CoNb0.2Mn0.8Sb,470.0,False
CoNb0.3SnTi0.7,120.0,False
CoNb0.4Mn0.6Sb,465.0,False
CoNb0.5SnTi0.5,112.0,False
CoNb0.65SnTi0.35,91.0,False
CoNb0.6Mn0.4Sb,328.5,False
CoNb0.75SnTi0.25,23.0,False
CoNb0.85SnTi0.15,17.0,False
CoNd,202.0,True
CoNd3,27.0,True
CoNdOP,55.0,True
CoNi,1040.0,False
CoNi/Pt,523.15,False
CoNi4Tb,50.0,True
CoO/Ni80Fe20,630.0,False
CoO3Sr,230.0,False
CoO4V2,147.5,False
CoOPPr,48.0,True
CoOPSm,65.0,True
CoPO4,45.0,False
CoPd/Pd,383.15,False
CoPr,142.0,True
CoPr3,7.0,True
CoPt,826.5,False
CoPt3,537.825,False
CoRe2O6,32.375,False
CoRh2Sb,450.0,False
CoRh2Sn,444.0,False
CoRuFeGe,833.0,False
CoRuFeSi,867.0,False
CoRuMnGe,560.0,False
CoRuMnSi,780.0,False
CoRuVAl,168.0,False
CoRuVGa,150.0,False
CoS1.75Se0.25,28.5,False
CoS1.84Se0.16,67.0,False
CoS1.8Se0.2,42.0,False
CoS1.97,122.0,False
CoS1.9Se0.1,94.0,False
CoS2,121.315,False
CoSbTi,900.0,False
CoSbV,58.0,False
CoSi,100.0,False
CoSi0.70Al0.30,320.0,False
CoSi2Tb2,198.0,True
CoSi3U2,10.0,False
CoSnTi,135.0,False
CoSnU,84.0,False
CoTb3,77.0,True
CoTiSb,900.0,False
CoTiSn,135.0,False
CoTm3,5.0,True
CoV0.4Mn0.6Sb,480.0,False
CoV0.65Mn0.35Sb,80.0,False
CoVMnAl,48.0,False
CoVSb,20.0,False
CoX,1400.0,False
CoY,91.0,True
Co_xTi6Sn5 (x=0.1),150.0,False
Co₂As,30.0,False
Co₂CrGa,495.0,False
Co₂FeAl,1200.0,False
Co₂FeGa,1100.0,False
Co₂FeGe,1073.0,False
Co₂FeSi,1100.0,False
Co₂HfSn,423.0,False
Co₂MnAl,697.0,False
Co₂MnGa,695.0,False
Co₂MnGe,905.0,False
Co₂MnSb,600.0,False
Co₂MnSi,985.0,False
Co₂MnSn,829.0,False
Co₂MnTi,900.0,False
Co₂NbAl,383.0,False
Co₂NbGa,351.0,False
Co₂TaAl,260.0,False
Co₂TiGe,380.0,False
Co₂TiSi,380.0,False
Co₂TiSn,350.0,False
Co₂ZrSn,465.0,False
Cr-doped ZnTe (Bulk),273.0,False
Cr/Gd,150.0,True
Cr0.15La0.7Mn0.85O3Sr0.3,290.0,True
Cr0.1CuRh1.9Se4,5.0,False
Cr0.25CuS4V1.75,8.0,False
Cr0.25Ni0.75,340.0,False
Cr0.2GaGeMn0.8,477.0,False
Cr0.33NbS2,129.58,False
Cr0.33NbSe2,82.0,False
Cr0.34Fe0.66NH4(HPO4)2,17.9,False
Cr0.3La0.7Mn0.7O3Sr0.3,240.0,True
Cr0.4CuRh1.6Se4,50.0,False
Cr0.51Mn0.49Sb,390.0,False
Cr0.5Fe0.5,295.0,False
Cr0.5Fe1.5MnO4,485.0,False
Cr0.5Mn0.5O3Sm,70.0,True
Cr0.5Ti0.5_5S6,70.0,False
Cr0.5V0.5I3,55.0,False
Cr0.67Te,349.5,False
Cr0.6Mn0.4O3Sm,75.0,True
Cr0.718Te,175.0,False
Cr0.7Mn0.3O3Sm,143.0,True
Cr0.7Mn0.3Sb,255.0,False
Cr0.7Ti0.3_5S6,150.0,False
Cr0.82Mn0.18Ge,13.0,False
Cr0.85Mn0.15O3Sm,170.0,True
Cr0.85O3Ru0.15Yb,119.95,True
Cr0.8Mn0.2O3Sm,163.0,True
Cr0.8O2V0.2,114.0,False
Cr0.927Te,290.0,False
Cr0.92Te,613.15,False
Cr0.94Ti0.06O2,625.15,False
Cr0.95Cu0.05AlGe,108.0,False
Cr0.95Fe0.05AlGe,115.6,False
Cr0.95Mn0.05AlGe,166.5,False
Cr0.95Mn0.05O3Sm,187.0,True
Cr0.95Ni0.05AlGe,133.0,False
Cr0.95O3Ru0.05Yb,119.8,True
Cr0.95Ti0.05AlGe,62.8,False
Cr0.95V0.05AlGe,77.0,False
Cr0.99Ti0.01O2,643.15,False
Cr0.9LaO3Ru0.1,287.0,True
Cr0.9Mn0.1O3Sm,179.0,True
Cr0.9O2V0.1,260.0,False
Cr0.9O3Ru0.1Yb,119.81,True
Cr0.9Ti0.1_5S6,248.0,False
Cr1,0.0,False
Cr1.25CuS4V0.75,46.0,False
Cr1.27(Te0.75Se0.25)2,64.0,False
Cr1.32(Te0.75Se0.25)2,56.0,False
Cr1.36(Te0.75Se0.25)2,82.0,False
Cr1.5CuRh0.5Se4,350.0,False
Cr1.5Fe0.5MnO4,232.0,False
Cr1.75CuS4V0.25,267.0,False
Cr1.7In0.3MnS4,36.0,False
Cr1.8In0.2MnS4,48.0,False
Cr1.9266Mn0.0734AlC,4.0,False
Cr1.9622Mn0.0378AlC,4.0,False
Cr1.9792Mn0.0208AlC,4.0,False
Cr1/3NbS2,130.0,False
Cr10Fe10H33Zr10,44.0,False
Cr10Fe4Ni1O20,138.0,False
Cr11Ge19,89.5,False
Cr11Pt39,337.5,False
Cr15Ni25,175.0,False
Cr19O40V1,381.5,False
Cr1Cu1Mn1O4,45.0,False
Cr1Cu5Rh9Se20,15.0,False
Cr1Er12Fe19O48,520.0,True
Cr1Er2O7Sb1,10.0,True
Cr1Eu2O7Sb1,4.0,True
Cr1Fe10V1Y1,515.0,True
Cr1Fe19Gd12O48,250.0,True
Cr1Fe1Zr2,30.0,False
Cr1Fe2O4,430.0,False
Cr1Fe3,1083.0,False
Cr1Fe4Zr5,160.0,False
Cr1Gd2O7Sb1,12.0,True
Cr1Ge2,99.0,False
Cr1Ho2O7Sb1,10.0,True
Cr1Mn1O4,250.0,False
Cr1Mn2O4,65.0,False
Cr1Nd2O7Sb1,8.0,True
Cr1Ni1O2,389.0,False
Cr1O6Re1Sr2,635.0,False
Cr1O7Sb1Sm2,12.0,True
Cr1O7Sb1Tb2,15.0,True
Cr1O7Sb1Tm2,6.0,True
Cr1O7Sb1Y2,15.0,True
Cr1O7Sb1Yb2,10.0,True
Cr1Pt3,458.0,False
Cr1S1,303.0,False
Cr2.2Ni97.8,518.15,False
Cr2.8Co0.2Si,320.0,False
Cr2.9Co0.1Si,320.0,False
Cr20Fe9Ni1O40,183.0,False
Cr243Fe257,9.0,False
Cr25.2Fe24.8Ni25.5Mn24.5,205.0,False
Cr25Fe95Gd11,608.0,True
Cr27Fe93Y10,420.0,True
Cr2CoAl,385.25,False
Cr2CoGa,310.0,False
Cr2Cu1O4,134.0,False
Cr2CuITe3,281.0,False
Cr2CuO4,122.0,False
Cr2CuS0.5Se3.5,406.0,False
Cr2CuS1.5Se2.5,370.0,False
Cr2CuS2.5Se1.5,350.0,False
Cr2CuS2Se2,358.0,False
Cr2CuS3Se,310.0,False
Cr2CuS4,375.0,False
Cr2CuSSe3,392.0,False
Cr2CuSe4,438.0,False
Cr2CuTe4,336.8,False
Cr2CuTe5,190.0,False
Cr2DyFe10,495.0,True
Cr2ErFe10,475.0,True
Cr2EuS4,85.0,True
Cr2EuSe4,155.0,True
Cr2Fe10Gd,580.0,True
Cr2Fe10Ho,485.0,True
Cr2Fe10Lu,495.0,True
Cr2Fe10Nd,530.0,True
Cr2Fe10Sm,565.0,True
Cr2Fe10Tb,525.0,True
Cr2Fe10Tm,465.0,True
Cr2Fe10Y,525.0,True
Cr2Fe13O20,763.0,False
Cr2Fe15Y2,386.0,True
Cr2FeO4,84.0,False
Cr2FeS4,173.5,False
Cr2GeC,0.0,False
Cr2HgS4,36.0,False
Cr2HgSe4,110.0,False
Cr2MnO4,43.0,False
Cr2MnS4,70.5,False
Cr2NiO4,65.0,False
Cr2PbS4,138.0,False
Cr2PbSe4,194.0,False
Cr2Pt3,990.0,False
Cr2PuSi2,81.0,False
Cr2S3,120.0,False
Cr2S4Sn,100.0,False
Cr2S4Sr,75.0,False
Cr2Sb1Te1,220.0,False
Cr2Se4Sr,150.0,False
Cr2Se4Zn,129.5,False
Cr2Si2Te6,33.0,False
Cr2Te3,183.0,False
Cr2Te4Ti,214.0,False
Cr33Nb100Se200,105.0,False
Cr33Nb50S100,65.0,False
Cr33S200Ta100,170.0,False
Cr33Se100Ta50,120.0,False
Cr3F14Na5,18.0,False
Cr3Fe,167.2,False
Cr3Fe12Se20,330.0,False
Cr3Fe1Sb4,80.0,False
Cr3Fe21Y2,540.0,True
Cr3Fe3S8,302.0,False
Cr3Fe3Se8,220.0,False
Cr3Fe9Y1,385.0,True
Cr3Pt7,675.0,False
Cr3Se4,70.0,False
Cr3Te4,325.0,False
Cr4.3Fe24.7N5.7Sm3,713.0,True
Cr4.3Fe24.7Sm3,437.0,True
Cr4.5Ti0.5Te8,129.0,False
Cr48Te52,342.0,False
Cr4Cu1Fe1S8,357.5,False
Cr4Cu2Te7,305.0,False
Cr4Fe1,81.0,False
Cr4Fe16H31Zr10,208.0,False
Cr4PtGa17,58.0,False
Cr4Sb1Te3,290.0,False
Cr4TiTe8,74.0,False
Cr5.28(Te0.75Se0.25)8,16.0,False
Cr5.44(Te0.75Se0.25)8,72.0,False
Cr52Fe625Rh625,484.0,False
Cr5CsTe8,125.0,False
Cr5Cu5Rh3Se20Sn2,140.0,False
Cr5KTe8,250.0,False
Cr5RbTe8,120.0,False
Cr5S6,303.0,False
Cr5Te6,327.0,False
Cr5Te8,190.0,False
Cr60Fe20Mn20,100.0,False
Cr69Fe10Mn9,125.0,False
Cr6Fe9O20,273.0,False
Cr70Fe30,160.0,False
Cr71Fe12Mn13,40.0,False
Cr72Fe13Mn9,103.0,False
Cr73Fe14Mn11,35.0,False
Cr75Fe16Mn9,55.0,False
Cr75Fe25,87.0,False
Cr77Fe18Mn7,68.0,False
Cr78Fe13Mn9,30.0,False
Cr79Fe20Mn5,90.0,False
Cr7Fe17Y2,360.0,True
Cr7Pt13,860.0,False
Cr7Se4Te4,140.0,False
Cr7Te8,350.0,False
Cr81Fe10Mn9,30.0,False
Cr84Re16V10.4,26.0,False
Cr84Re16V10.9,25.0,False
Cr84Re16V12.4,23.0,False
Cr84Re16V4.4,352.0,False
Cr84Re16V5.7,325.0,False
Cr84Re16V6.9,257.0,False
Cr84Re16V8.5,197.0,False
Cr87Fe113,47.0,False
Cr8Cu4Te17,270.0,False
Cr9Pd71Si20,60.0,False
CrAlGe,80.0,False
CrAs,400.0,False
CrBr3,32.75,False
CrCoNi,4.0,False
CrCoNiFe,120.0,False
CrCoNiFeMn,20.0,False
CrCuRhSe4,220.0,False
CrDy2O7Sb,16.0,True
CrF5Ti,26.0,False
CrF5V,40.0,False
CrF7Na2Ni,4.0,False
CrFe-OPy,15.0,False
CrFe2Ga,353.0,False
CrFe2Se4,320.0,False
CrFe2Si,450.0,False
CrFeAs,45.0,False
CrFeMnO4,375.0,False
CrFeRuSi,310.0,False
CrGa2Sb2,345.0,False
CrGdO3,170.0,True
CrGdO4,21.3,True
CrGe3La,84.0,True
CrGe3Nd,122.0,True
CrGe3Sm,155.0,True
CrGeTe3,61.0,False
CrI3,61.0,False
CrLaO3,300.0,True
CrLaSb3,132.0,True
CrLuO3,112.0,True
CrMn0.06I3,57.8,False
CrMn2O4,569.0,False
CrMn6,10.0,False
CrNb3S6,129.58,False
CrNb4Se8,79.0,False
CrNdSb3,132.0,True
CrNi6,6.0,False
CrNiP,141.775,False
CrO2,395.0,False
CrO3Sm,190.5,True
CrO3Tm,125.0,True
CrO3Yb,118.97,True
CrO4Y,9.2,True
CrO6OsSr2,725.0,False
CrO7Pr2Sb,7.0,True
CrPrSb3,135.0,True
CrRuAs,164.0,False
CrS2Tl,90.0,False
CrS3U,137.0,False
CrSb,300.0,False
CrSb3Sm,112.0,True
CrSb3Yb,280.0,True
CrSbSe3,72.0,False
CrSe2Tl,105.0,False
CrSiTe3,33.0,False
CrTe,340.0,False
CrTe0.6Sb0.4,250.0,False
CrTe0.80Sb0.20,287.2,False
CrTe0.90Sb0.10,296.4,False
CrTe0.90Se0.10,298.2,False
CrTe0.92Se0.08,310.0,False
CrTe0.94Se0.06,317.1,False
CrTe0.96Se0.04,329.1,False
CrTe0.98Se0.02,329.0,False
CrTe2,312.5,False
Cs1,0.0,False
Cs1F3Fe1,60.0,False
Cs1F3Ni1,120.5,False
Cs2Cr2U6Se15,84.0,False
Cs2TCNQ3,420.0,False
CsCl,5.0,False
CsMg4Mn6O15,165.0,False
CsNiCr,90.0,False
Cu(Cr0.20Ti0.80)2S4,257.0,False
Cu(Cr0.35Ti0.65)2S4,163.0,False
Cu(Cr0.40Ti0.60)2S4,153.0,False
Cu(Cr0.42Ti0.58)2S4,55.0,False
Cu(Cr0.45Ti0.55)2S4,20.0,False
Cu(Cr0.47Ti0.53)2S4,9.3,False
Cu(Cr0.85Fe0.15)O2,572.0,False
Cu(Cr0.85Mn0.15)O2,285.0,False
Cu(Cr0.94Fe0.06)O2,193.0,False
Cu(Cr0.95Fe0.05)O2,550.0,False
Cu(Cr0.95Mn0.05)O2,276.0,False
Cu(en)(H2O)2SO4,0.9,False
Cu-52%Ni,59.5,False
Cu-doped GaN,400.0,False
Cu-doped TiO2,273.0,False
Cu-doped ZnS,300.0,False
Cu-implanted ZnO,300.0,False
Cu0.00Zn1.00Fe2O4,480.0,False
Cu0.05Ga0.95CFe3,546.0,False
Cu0.1Ga0.9CFe3,546.0,False
Cu0.1Mn0.9Cr2S4,386.0,False
Cu0.25Zn0.75Fe2O4,560.6,False
Cu0.2Mn0.8Cr2S4,398.0,False
Cu0.2Zn0.2Ni0.6Fe2O4,497.0,False
Cu0.2Zn0.8Fe2O4,140.0,False
Cu0.35Cd0.2Ni0.45Fe1.75O4,751.15,False
Cu0.3Cd0.2Ni0.5Fe1.5O4,782.15,False
Cu0.3Fe0.7,505.0,False
Cu0.3Zn0.7Fe2O4,272.0,False
Cu0.47Ni0.53,60.0,False
Cu0.4Cd0.2Ni0.4Fe2O4,680.15,False
Cu0.4Zn0.2Ni0.4Fe2O4,483.0,False
Cu0.50Zn0.50Fe2O4,542.5,False
Cu0.5Co0.5Fe1.97Sm0.03O4,332.0,True
Cu0.5Fe0.5Cr2S4,345.0,False
Cu0.5Ni0.5,175.0,False
Cu0.5Ni0.5Fe2O4,823.0,False
Cu0.5Zn0.5Fe2O4,542.5,False
Cu0.5Zn0.5Ga0.3Fe1.7O4,309.0,False
Cu0.6Mn2.4Ge2,316.0,False
Cu0.6Zn0.2Ni0.2Fe2O4,466.0,False
Cu0.6Zn0.4Ga0.3Fe1.7O4,333.0,False
Cu0.72Ni0.28,333.0,False
Cu0.73Ni0.27(HSeO3)2,31.0,False
Cu0.75Zn0.25Fe2O4,544.5,False
Cu0.78Co0.1Cr2.2Se4,362.0,False
Cu0.7Cd0.3Fe2O4,780.0,False
Cu0.7Cd0.3Fe2O4/La0.67Sr0.33Mn0.98Co0.02O3 (30:70),704.6,True
Cu0.7Cd0.3Fe2O4/La0.67Sr0.33Mn0.98Co0.02O3 (40:60),715.0,True
Cu0.7Cd0.3Fe2O4/La0.67Sr0.33Mn0.98Co0.02O3 (50:50),718.7,True
Cu0.7Cd0.3Fe2O4/La0.67Sr0.33Mn0.98Co0.02O3 (60:40),721.9,True
Cu0.7Cd0.3Fe2O4/La0.67Sr0.33Mn0.98Co0.02O3 (70:30),748.8,True
Cu0.7Zn0.3Ga0.3Fe1.7O4,373.0,False
Cu0.80Mn0.20O,90.0,False
Cu0.85Mn0.15O,90.0,False
Cu0.85Ni0.15MnSb,160.0,False
Cu0.87Co0.06Cr2.3Se4,350.0,False
Cu0.8Zn0.2Fe2O4,448.0,False
Cu0.8Zn0.2Ga0.3Fe1.7O4,402.0,False
Cu0.90Mn0.10O,90.0,False
Cu0.92Ni0.08O,330.0,False
Cu0.93Mn0.07O,90.0,False
Cu0.94Fe0.06CrO2,176.0,False
Cu0.95Mn0.05O,90.0,False
Cu0.95Ni0.05O,330.0,False
Cu0.97Ni0.03O,330.0,False
Cu0.98Cr1.66Sb0.38Se4.08,71.5,False
Cu0.99Cr1.70Sb0.42Se4.04,74.0,False
Cu0.99Cr1.73Sb0.36Se4.05,69.5,False
Cu0.99Cr1.85Sb0.30Se4.03,70.5,False
Cu0.9Ni0.1Cr2O4,130.0,False
Cu0.9Sb2U,113.0,False
Cu0.9Zn0.1Ga0.3Fe1.7O4,433.0,False
Cu1,0.0,False
Cu1.0-3xFe2.0MoxO4.0,653.0,False
Cu1.00Cr1.64Sb0.33Se3.99,68.0,False
Cu1.00Zn0.00Fe2O4,538.5,False
Cu1.01Cr1.53Sb0.48Se3.99,72.5,False
Cu1.09Ni0.91(HSeO3)2Cl2.4H2O,16.0,False
Cu1.0Cr2Te4,324.0,False
Cu1.0Fe2.0-2xMoxO4.0,653.0,False
Cu1.1Co0.11Cr2.0Se4,310.0,False
Cu1.1Cr2Te4,288.0,False
Cu1.1Ge0.1Fe1.8O4,688.0,False
Cu1.1Ti0.1Fe1.8O4,688.0,False
Cu1.25Cr1.25Zr0.75Se4,125.0,False
Cu1.28Co0.23Cr2.09Se4,66.7,False
Cu1.2Cr2Te4,278.0,False
Cu1.38Ni0.62(HSeO3)2Cl2.4H2O,18.8,False
Cu1.4Cr2Te4,194.0,False
Cu1.4Ge0.4Fe1.2O4,543.0,False
Cu1.4Ti0.4Fe1.2O4,608.0,False
Cu1.5Cr2Te4,255.0,False
Cu1.6Cr2Te4,256.0,False
Cu1.7Cr2Te4,256.0,False
Cu1.8Cr2Te4,244.0,False
Cu1.9Cr2.2Te4,156.0,False
Cu11Fe18Ge1O40,709.0,False
Cu11Ni9,7.5,False
Cu13Fe14Ge3O40,700.0,False
Cu14Ni11,4.2,False
Cu18Al25Ho57,22.2,True
Cu18Al25Tm57,4.9,True
Cu1Fe10Mg4O20,930.5,False
Cu1Fe10Mn1O20Zn3,328.5,False
Cu1Fe1Ga1O4,361.0,False
Cu1Fe4O8Zn1,383.0,False
Cu1Fe5O8,623.0,False
Cu1Gd1Si1,49.0,True
Cu1La2Mn1O6,55.0,True
Cu1Mn1O4Rh1,35.0,False
Cu1Mn2O4,25.0,False
Cu1O4Rh2,830.0,False
Cu1Pr1Si1,14.0,True
Cu1Si1Tb1,47.0,True
Cu1Si1Tm1,9.0,True
Cu1Tb1,80.0,True
Cu2(OBt)4·3H2O,7.0,False
Cu2(Zn0.85Mn0.15)(Sn0.85Al0.15)Se4,5.0,False
Cu2+ doped ZnO,300.0,False
Cu20Ni80,447.15,False
Cu21Fe38Ge1O80,719.0,False
Cu22Al18Ho22Tm20Gd18,33.6,True
Cu25Al10Mn,503.15,False
Cu25Ni75,410.15,False
Cu27.5Ni72.5,318.15,False
Cu27Ni73,326.15,False
Cu2AlMn,573.15,False
Cu2EuP2,51.0,True
Cu2F1Fe1O3,658.0,False
Cu2Fe10O20Zn3,323.5,False
Cu2Fe9Li1O16,813.5,False
Cu2FeGeSe4,8.0,False
Cu2Gd2In1,86.0,True
Cu2GdO8RuSr2,133.0,True
Cu2Ge2U,107.0,False
Cu2GeMn,300.0,False
Cu2InMn,505.0,False
Cu2Mg1Mn3O8,57.0,False
Cu2Mn3Ni1O8,150.0,False
Cu2MnAl,605.0,False
Cu2MnBO5,92.0,False
Cu2MnIn,500.0,False
Cu2MnSn,530.0,False
Cu2Ni15Y2,470.0,True
Cu2NpSi2,37.5,False
Cu2O,300.0,False
Cu2O4Se,58.0,False
Cu2O7V2,34.15,False
Cu2O:Co,700.0,False
Cu2OSeO3,60.0,False
Cu2P2U,216.0,False
Cu2Si2U,101.5,False
Cu2Te2O5Br2,11.4,False
Cu2Te2O5Cl2,18.2,False
Cu2V2O7,35.0,False
Cu2VAl,210.0,False
Cu30Ni70,323.575,False
Cu33Ni66,350.0,False
Cu3Fe97P50,265.0,False
Cu3Gd10Ni7,68.0,True
Cu3Mn10Ni7Sb10,167.0,False
Cu3Mn3O8,80.0,False
Cu3Sb4U3,89.5,False
Cu41Ni59,150.0,False
Cu4Fe10Mg1O20,960.5,False
Cu4Fe10Mn1O20,671.0,False
Cu4Fe10O20Zn1,579.5,False
Cu4Ge4U3,73.0,False
Cu4Ni13Y2,180.0,True
Cu4Te5O12Cl4,13.6,False
Cu50Ni25Fe25,744.15,False
Cu50Ni40Co10,771.15,False
Cu50Ni45Co5,613.15,False
Cu50Ni50,574.15,False
Cu52Fe625Rh625,486.0,False
Cu5Bi2B4O14,24.5,False
Cu5Fe22O40Zn3,519.0,False
Cu5Fe9Ga1O20,680.0,False
Cu5Ni29Y4,465.0,True
Cu5SnU,53.5,False
Cu5Tb,40.0,True
Cu60Fe20Ni20,625.0,False
Cu60Ni20Fe10Co10,948.15,False
Cu64Mn9Al27,160.0,False
Cu67.5Al12.5Mn20.0,80.0,False
Cu69.0Al15.0Mn16.0,69.0,False
Cu6Fe8Ge1O20,700.0,False
Cu6Gd,20.0,True
Cu6Ni19,346.0,False
Cu6Pr1,0.0,True
Cu70.5Al17.6Mn11.9,52.0,False
Cu70Fe30,380.0,False
Cu72.7Al19.0Mn8.3,38.0,False
Cu7Fe40Mn13O80,600.0,False
Cu7Gd20Ni33,103.0,True
Cu7Mn10Ni3Sb10,383.0,False
Cu8Gd5Ni2,95.0,True
Cu9Fe18O40Zn3,518.0,False
Cu9Mn10Ni1Sb10,649.0,False
Cu9Ni11,133.5,False
CuBr2·6H2O,50.0,False
CuCl2·2D2O,4.15,False
CuCl2·2H2O,4.25,False
CuCoCrAl,204.0,False
CuCr0.8Mn0.2O2,100.0,False
CuCr0.95Mn0.05O2,107.0,False
CuCr0.95Rh0.05O2,120.0,False
CuCr0.9Mn0.1O2,104.0,False
CuCr1.0Sb1.0Se4,250.0,False
CuCr1.2Sb0.8Se4,260.0,False
CuCr1.3Ti0.7Se4,165.0,False
CuCr1.5Sb0.5Se4,220.0,False
CuCr1.5Ti0.5Se4,250.0,False
CuCr1.6Sb0.4S4,175.0,False
CuCr1.7Sb0.3S4,118.0,False
CuCr1.7Sn0.3Se4,276.5,False
CuCr1.7Ti0.3Se4,332.0,False
CuCr1.8Sb0.2Se4,240.0,False
CuCr1.9Sb0.1Se4,357.0,False
CuCr2O4,130.0,False
CuCr2S4,377.0,False
CuCr2Se4,404.5,False
CuCr2Te4,326.0,False
CuCrFeTiNi,50.0,False
CuCrZrS4,55.5,False
CuCr₂Se₄,431.5,False
CuCr₂S₄,394.0,False
CuCr₂Te₄,354.5,False
CuF4K2,6.265000000000001,False
CuF4Rb2,6.05,False
CuFe0.6Cr1.4O4,430.0,False
CuFe2Ga,798.0,False
CuFe2O4,708.0,False
CuFePd6,250.0,False
CuFeSb,375.0,False
CuGa0.6Al0.6Fe0.8O4,390.0,False
CuGa0.75Mn0.25Se2,120.0,False
CuGa0.75Mn0.25Te2,240.0,False
CuGa0.80Mn0.20Se2,120.0,False
CuGa0.85Mn0.15Se2,115.0,False
CuGa0.90Mn0.10Se2,80.0,False
CuGa0.95Mn0.05Se2,20.0,False
CuGa3Pr,4.6,True
CuGe2Mn2,612.0,False
CuIn0.9Ce0.02Co0.08Te2,783.0,True
CuIn0.9Co0.1Te2,980.0,False
CuMn3N,150.0,False
CuMnSb,55.0,False
CuO,256.5,False
CuO3Se,25.0,False
CuP2U,74.75,False
CuRh2O4,833.0,False
CuS2,23.0,False
CuSb2U,106.0,False
CuSe2,31.0,False
CuSi3U2,30.0,False
Cu[Cr1.81Hf0.14]Se4,390.0,False
Cu[Cr1.87Hf0.09]Se4,392.0,False
Cu[Cr1.93Hf0.06]Se4,399.0,False
Cu⁺[Mg½Mn³/₂]O₄,57.0,False
Cu⁺[Ni½Mn³/₂]O₄,150.0,False
Dy,89.0,True
Dy(CF3SO3)3·9H2O,0.111,True
Dy(Co0.2Fe0.8)2,718.0,True
Dy(Co0.3Fe0.7)2,523.0,True
Dy(Co0.4Fe0.6)2,695.0,True
Dy(Co0.5Fe0.5)2,682.0,True
Dy(Co0.667Ga0.333)2,55.0,True
Dy(Co0.7Fe0.3)2,692.0,True
Dy(Co0.88Fe0.12)2,265.0,True
Dy(Co0.90Mn0.10)2,220.0,True
Dy(Co0.92Fe0.08)2,219.0,True
Dy(Co0.92Mn0.08)2,204.0,True
Dy(Co0.94Mn0.06)2,192.0,True
Dy(Co0.95Fe0.05)2,699.0,True
Dy(Co0.96Fe0.04)2,175.0,True
Dy(Co0.96Mn0.04)2,174.0,True
Dy(Co0.98Mn0.02)2,164.0,True
Dy(Co0.9Fe0.1)2,714.0,True
Dy(Co1-xAlx)2,140.0,True
Dy(Co_{1-x}Si_x)_2,142.0,True
Dy(Fe)2,635.0,True
Dy(Fe0.4Co0.0Ni0.6),332.0,True
Dy(Fe0.4Co0.6),625.0,True
Dy(Fe0.7-xNixCo0.3)2,191.425,True
Dy(Mn0.05Al0.35Fe0.6)2,173.0,True
Dy(Mn0.1Al0.3Fe0.6)2,181.0,True
Dy(Mn0.1Co0.3Fe0.6)2,619.0,True
Dy(Mn0.1Fe0.9)2,576.0,True
Dy(Mn0.25Al0.15Fe0.6)2,245.0,True
Dy(Mn0.2Al0.2Fe0.6)2,229.0,True
Dy(Mn0.2Fe0.8)2,514.0,True
Dy(Mn0.35Al0.05Fe0.6)2,301.0,True
Dy(Mn0.3Al0.1Fe0.6)2,276.0,True
Dy(Mn0.3Fe0.7)2,457.0,True
Dy(Mn0.4Fe0.6)2,356.25,True
Dy(Mn0.5Fe0.5)2,344.0,True
Dy(Mn0.78Co0.22)6Sn6,139.0,True
Dy(Mn0.7Fe0.3)2,197.0,True
Dy(Mn0.8Fe0.2)2,158.0,True
Dy0.01Ni0.3Zn0.4Mn0.3Fe1.99O4,535.15,True
Dy0.2Nd0.8Co2,100.0,True
Dy0.2Pr0.8Fe1.9,540.15,True
Dy0.2Sc0.8Ni2,4.5,True
Dy0.2Sr0.8CoO2.63,350.0,True
Dy0.2Sr0.8CoO2.71,342.0,True
Dy0.2Y0.8Fe11Mo,473.0,True
Dy0.33Fe0.67,509.0,True
Dy0.33Fe0.67B0.15,437.0,True
Dy0.3Sc0.7Ni2,5.0,True
Dy0.42Ho0.42Tb0.16Co2,128.0,True
Dy0.45Cu0.55,16.0,True
Dy0.46Au0.54,15.0,True
Dy0.4Nd0.6Co2,105.0,True
Dy0.4Pr0.6Fe1.9,556.15,True
Dy0.4Sc0.6Ni2,6.1,True
Dy0.4Y0.6Fe11Mo,475.0,True
Dy0.5Gd4.5Si2Ge2,210.0,True
Dy0.5Ho0.5Co2,109.0,True
Dy0.5Nd0.5Co2,110.0,True
Dy0.5Sc0.5Ni2,10.2,True
Dy0.5Y0.5MnO3,4.0,True
Dy0.6Ho0.4Co2,113.0,True
Dy0.6Nd0.4Co2,115.0,True
Dy0.6Pr0.4Fe1.9,585.15,True
Dy0.6Sc0.4Ni2,13.2,True
Dy0.6Y0.4Fe11Mo,479.0,True
Dy0.73Tb0.27Fe1.5Mn0.5,494.0,True
Dy0.73Tb0.27Fe1.75Mn0.25,560.0,True
Dy0.73Tb0.27Fe2,665.0,True
Dy0.73Tb0.27FeMn,275.0,True
Dy0.7Er0.3Co2,106.0,True
Dy0.7Ho0.3Co2,120.0,True
Dy0.7Sc0.3Ni2,16.3,True
Dy0.7Y0.3,135.0,True
Dy0.887Th0.113,123.0,True
