Compound;Filename;Reference;DOI;La;Ce;Pr;Nd;Sm;Gd;Tb;Dy;Mn;Ni;Fe;Co;B;C;a;c;V;Nfu;muB;mu0Ms (T);mu0Ha (T);Tc (K)
Nd2Fe12Co2B;AbacheOesterreicher1986a;J. Appl. Phys. 60 (3), 1 August 1986 ;;0;0;0;2;0;0;0;0;0;0;12;2;1;0;0.879;1.2194;9.4215843540000008e-28;4.2455704366768968e+27;31.3;1.5486645017105563;5.63;734
Nd2Fe12Co2B;HuangEtal1986b;Journal of Magnetism and Magnetic Materials 60 (1986) 270-274 ;;0;0;0;2;0;0;0;0;0;0;12;2;1;0;0.88;1.218;9.432192e-28;4.240795776845932e+27;32.3;1.59634529526346;6.74;727
Nd2Fe12Co2B;JurczykWallace1986a;;;0;0;0;2;0;0;0;0;0;0;12;2;1;0;0.8794;1.2172;9.4131475499200027e-28;4.2493756512230532e+27;32.4;1.6045272265790667;7;723
Nd2Fe12Co2B;jurczyk1986bv;IEEE  TRANSACTIONS ON MAGNETICS, VOX,, MAG-22, NO. 5, SEPTEMBER 1986 ;;0;0;0;2;0;0;0;0;0;0;12;2;1;0;0.8794;1.2172;9.4131475499200009e-28;4.2493756512230543e+27;32.4;1.6045272265790669;7;723
Nd2Fe12Co2B;kowalczyk1989;Journal of Magnetism and Magnetic Materials 79 (1989) 109-112 ;;0;0;0;2;0;0;0;0;0;0;12;2;1;0;0.8794;1.2172000000000001;9.4131475499200009e-28;4.2493756512230543e+27;32.4;1.6045272265790669;6.7;723
Nd2Fe12Co2B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;12;2;1;0;0.87563447974280695;1.2013662521248987;9.2113044487424697e-28;4.3424902762236694e+27;34.253286645838998;1.7334769017955183;7.0610836670640502;708.36651490034001
Nd2Fe12Mn2B;AbacheOesterreicher1986a;J. Appl. Phys. 60 (3), 1 August 1986 ;;0;0;0;2;0;0;0;0;2;0;12;0;1;0;0.8809;1.2208000000000001;9.4732225604800011e-28;4.2224279799854328e+27;12.3;0.60526326711000111;5.15;381
Nd2Fe12Mn2B;HuangEtal1986a;Journal of the Less-Common Metals, 124 (1986) 55 - 60 ;;0;0;0;2;0;0;0;0;2;0;12;0;1;0;0.8786;1.2188;9.4083798564800003e-28;4.251529020955727e+27;14.3;0.70852983269436742;5.06;324
Nd2Fe13.5Co0.5B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;13.5;0.5;1;0;0.87553361993570178;1.1996665630312249;9.196153444160177e-28;4.3496446903461748e+27;33.493887991948498;1.697838202982187;7.2708770898191304;614.88733117112804
Nd2Fe13.85Re0.15B;jurczyk1990;Journal of the Less-Common Metals. 158 ( 1990) 117- 122 ;;;;;;;;;;0;0;13.85;0;1;0;0.88002666666666596;1.21954054054054;9.4132721346467186e-28;4.2493194107047035e+27;30;1.485653695045638;7.8;571
Nd2Fe13.8Re0.2B;jurczyk1990;Journal of the Less-Common Metals. 158 ( 1990) 117- 122 ;;;;;;;;;;0;0;13.8;0;1;0;0.8798;1.21902702702702;9.4132721346467186e-28;4.2493194107047035e+27;29.3;1.4509884421612396;8;568
Nd2Fe13.95Re0.05B;jurczyk1990;Journal of the Less-Common Metals. 158 ( 1990) 117- 122 ;;;;;;;;;;0;0;13.95;0;1;0;0.88042666666666602;1.22009459459459;9.4132721346467186e-28;4.2493194107047035e+27;31.4;1.5549842008144341;7.3;586
Nd2Fe13.9Re0.1B;jurczyk1990;Journal of the Less-Common Metals. 158 ( 1990) 117- 122 ;;;;;;;;;;0;0;13.9;0;1;0;0.88012000000000001;1.2198243243243201;9.4132721346467186e-28;4.2493194107047035e+27;30.8;1.5252711269135215;7.5;580
Nd2Fe13CoB;AbacheOesterreicher1986a;J. Appl. Phys. 60 (3), 1 August 1986 ;;0;0;0;2;0;0;0;0;0;0;13;1;1;0;0.8809;1.2218;9.480982408580001e-28;4.2189720723246164e+27;29.8;1.4652099870868316;6.11;676
Nd2Fe13CoB;AbacheOesterreicher1985; J. Appl. Phys. 57, 4112 (1985); 10.1063/1.334635 ;0;0;0;2;0;0;0;0;0;0;13;1;1;0;0.8807;1.2219;9.477453395310002e-28;4.2205430437457322e+27;30.5;1.5001860709227062;6.;643
Nd2Fe13CoB;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;13;1;1;0;0.8755672398714035;1.2002331260624493;9.2012030847700298e-28;4.3472575957168692e+27;33.990498439264798;1.7220662834210889;7.1755164431122802;650.03981232521505
Nd2Fe13MnB;HuangEtal1986a;Journal of the Less-Common Metals, 124 (1986) 55 - 60 ;;0;0;0;2;0;0;0;0;1;0;13;0;1;0;0.8797;1.2196;9.4381440096400003e-28;4.238121389029931e+27;24;1.1853909001620722;6.82;496
Nd2Fe14B;AbacheOesterreicher1986b;J. Appl. Phys. 60, 3671 (1986);10.1063/1.337574 ;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8797;1.2226;9.4613601723400016e-28;4.2277219418132694e+27;30;1.4781027542099447;7.6;600
Nd2Fe14B;AbacheOesterreicher1985; J. Appl. Phys. 57, 4112 (1985); 10.1063/1.334635 ;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8797;1.2226;9.4613601723399998e-28;4.2277219418132699e+27;30;1.4781027542099452;6.3;596
Nd2Fe14B;AbacheOesterreicher1986a;J. Appl. Phys. 60 (3), 1 August 1986 ;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.88;1.2186;9.4368384e-28;4.2387077434747639e+27;30;1.4819436273602011;7.6;600
Nd2Fe14B;kobayashi2012;JOURNAL OF APPLIED PHYSICS 111, 023907 (2012);;0;0;0;2;0;0;0;0;0;0;14;0;1;0;;;;;;1.49;6.4214153839375374;
Nd2Fe14B;ChenEtAl1988b; Journal of Applied Physics 64, 5546 (1988); https://doi.org/10.1063/1.342331;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8792;1.219;9.4227802816000003e-28;4.2450315941366669e+27;31.4;1.5534151290702647;6.6;589
Nd2Fe14B;QuanEtal1989;Solid State Communications, Vol. 72, No. 9, pp. 955-957, 1989. ;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8805;1.2205;9.4622954512499985e-28;4.2273040623262167e+27;32.16;1.5843695336566299;7.9225806451612897;585.39417971314003
Nd2Fe14B;NdLaFeB;JOURNAL OF RARE EARTHS, Vol. 33, No. 9, Sep. 2015, P. 961;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;;;;;;1.5852276007505199;6.761635302643997;582.34013154882496
Nd2Fe14B;HuangEtal1986b;Journal of Magnetism and Magnetic Materials 60 (1986) 270-274 ;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8807;1.2203;9.4650432754700016e-28;4.226076821398763e+27;32.2;1.5858796075124399;7.07;589
Nd2Fe14B;jurczyk1986bv;IEEE  TRANSACTIONS ON MAGNETICS, VOX,, MAG-22, NO. 5, SEPTEMBER 1986 ;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8807;1.2203;9.4650432754700016e-28;4.226076821398763e+27;32.2;1.5858796075124399;7.07;589
Nd2Fe14B;JurczykWallace1986a;;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8807;1.2203;9.4650432754700016e-28;4.226076821398763e+27;32.2;1.5858796075124399;7.07;589
Nd2Fe14B;KowalczykWrzeciono1988a;phys. stat. sol. (a) 110, 241 (1988) ;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8807;1.2203;9.4650432754700016e-28;4.226076821398763e+27;32.2;1.5858796075124399;7.1;585
Nd2Fe14B;KowalczykWrzeciono1988b;Journal of Magnetism and Magnetic Materials 74 (1988) 260-262 ;;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.8807;1.2203;9.4650432754700016e-28;4.226076821398763e+27;32.2;1.5858796075124399;7.1;585
Nd2Fe14B;KuEtal1986;Journal of Magnetism and Magnetic Materials 54-57 (1986) 533-534 ;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8792;1.219;9.4227802816000003e-28;4.2450315941366669e+27;32.1;1.5880454026482644;7.1217948391543837;585
Nd2Fe14B;KuYen1987;Journal of the Less-Common Metals, 127 (1987) 43-48 ;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8792;1.219;9.4227802816000003e-28;4.2450315941366669e+27;32.1;1.5880454026482644;6.3;585
Nd2Fe14B;PedziwiatrWallaceBruzo1987;IEEE TRANSACTIONS ON MAGNETICS, VOL. MAG-23, NO. 2. MARCH 1987, 1795;;0;0;0;2;0;0;0;0;0;0;14;0;0;0;0.87915322260642803;1.21771495034445;9.4118453574176395e-28;4.2499635811031791e+27;32.108108108108098;1.5902920235656945;8.5654673261709693;589.16666666666595
Nd2Fe14B;PedziwiatrEtal1988;Journal of Applied Physics 63, 3710 (1988);10.1063/1.340643;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8792;1.2201;9.4312832006399997e-28;4.2412044203365274e+27;32.2;1.591556397518848;7.1;589
Nd2Fe14B;Burzo1998;1998 Rep. Prog. Phys. 61 1099;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;;;;;;1.6;6.7;
Nd2Fe14B;MagnetizationandmagneticanisotropyofR2Fe14Bmeasuredonsinglecrystals;J. Appl. Phys. 59 (3) 1 February 1986, 873;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.881;1.221;9.4769258100000019e-28;4.220778003536992e+27;;1.6;6.7;586
Nd2Fe14B;SagawaHirosawaEtal1987d;Japanes journal of applied physics 26 (1987) 785;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.811;1.221;;;;1.6;6.7;586
Nd2Fe14B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.88;1.22;9.44768e-28;4.2338436526215959e+27;32.5;1.6035966226717779;7.3;585
Nd2Fe14B;HuangEtal1986a;Journal of the Less-Common Metals, 124 (1986) 55 - 60 ;;0;0;0;2;0;0;0;0;0;0;14;0;1;0;0.8707;1.2203;9.2513199334700006e-28;4.3237073506976568e+27;32.2;1.6225164865918209;7.07;589
Nd2Fe14C;Burzo1998;1998 Rep. Prog. Phys. 61 1099;;0;0;0;2;0;0;0;0;0;0;14;0;0;1;;;;;;1.41;10.1;
Nd2Fe2Co12B;AbacheOesterreicher1986a;J. Appl. Phys. 60 (3), 1 August 1986 ;;0;0;0;2;0;0;0;0;0;0;2;12;1;0;0.8669;1.1917;8.955811524370001e-28;4.4663735822437164e+27;22.7;1.1815656554459999;3.63;
Nd2Fe2Co12B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;2;12;1;0;0.87630687845684108;1.2126975127493911;9.3124708884742779e-28;4.2953154408790271e+27;25.999685860957499;1.3014878540298833;4.1811921365169296;989.68421033139805
Nd2Fe3Co11B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;3;11;1;0;0.87623963858543763;1.2115643866869421;9.3023417380715298e-28;4.2999925315894065e+27;27.1778793921229;1.3619470517529666;4.5674027556797103;980.636228966663
Nd2Fe4Co10B;AbacheOesterreicher1986a;J. Appl. Phys. 60 (3), 1 August 1986 ;;0;0;0;2;0;0;0;0;0;0;4;10;1;0;0.8676;1.1979;9.0169497950399997e-28;4.4360899094728248e+27;25.6;1.3234796277680638;3.81;
Nd2Fe4Co10B;HuangEtal1986b;Journal of Magnetism and Magnetic Materials 60 (1986) 270-274 ;;0;0;0;2;0;0;0;0;0;0;4;10;1;0;0.8695;1.1997;9.0700949092500024e-28;4.4100971820269037e+27;26.5;1.3619808125297315;5.53;971
Nd2Fe4Co10B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;4;10;1;0;0.87617239871403418;1.2104312606244929;9.2922153676950457e-28;4.304678531135045e+27;28.261057315936199;1.4177709902215343;5.0489740215493404;969.36491863009906
Nd2Fe5Co9B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;5;9;1;0;0.87610515884263096;1.2092981345620435;9.2820917770374423e-28;4.3093734646057086e+27;29.296727436073599;1.4713303696108013;5.5019370934069203;956.39121832236196
Nd2Fe6Co8B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;6;8;1;0;0.87603791897122751;1.2081650084995943;9.2719709657913306e-28;4.3140773571853112e+27;30.265886631064401;1.5216623140311047;5.8738436155636604;939.26963897784003
Nd2Fe7Co7B;AbacheOesterreicher1985; J. Appl. Phys. 57, 4112 (1985); 10.1063/1.334635 ;0;0;0;2;0;0;0;0;0;0;7;7;1;0;0.8731;1.2086;9.2132014304600003e-28;4.3415961652325303e+27;28;1.4167212623327836;4.7999999999999998;902
Nd2Fe7Co7B;AbacheOesterreicher1986a;J. Appl. Phys. 60 (3), 1 August 1986 ;;0;0;0;2;0;0;0;0;0;0;7;7;1;0;0.87309999999999999;1.2086;9.2132014304600003e-28;4.3415961652325303e+27;28;1.4167212623327836;4.85;950
Nd2Fe7Co7B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;7;7;1;0;0.87597067909982407;1.2070318824371449;9.2618529336493272e-28;4.3187902341523489e+27;31.197039583114499;1.570190878710535;6.1980698143669803;916.24627185506097
Nd2Fe8Co6B;HuangEtal1986b;Journal of Magnetism and Magnetic Materials 60 (1986) 270-274 ;;0;0;0;2;0;0;0;0;0;0;8;6;1;0;0.8746;1.2099;9.2548295108400015e-28;4.3220677326523173e+27;31;1.5312359181153519;6.35;880
Nd2Fe8Co6B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;8;6;1;0;0.87590343922842062;1.2058987563746957;9.2517376803040505e-28;4.3235121208803485e+27;32.033176927812598;1.6140376045830511;6.4412394634694703;886.87101161917894
Nd2Fe9Co5B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;9;5;1;0;0.87583619935701718;1.2047656303122465;9.2416252054481117e-28;4.3282430428383147e+27;32.793301786628902;1.6541456261674179;6.6319607568831804;850.50821090050897
Nd2FeCo13B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;2;0;0;0;0;0;0;1;13;1;0;0.87637411832824452;1.2138306388118407;9.3226028192106826e-28;4.2906472340078396e+27;24.802489208321699;1.2402094446852223;4.5006503029849103;995.827043508153
NdDyFe14B;kobayashi2012;JOURNAL OF APPLIED PHYSICS 111, 023907 (2012);;0;0;0;1;0;0;0;1;0;0;14;0;1;0;;;;;;1.02;11.334866294151974;
NdGdFe14B;AbacheOesterreicher1986b;J. Appl. Phys. 60, 3671 (1986);10.1063/1.337580;0;0;0;1;0;1;0;0;0;0;14;0;1;0;0.8788;1.2128;9.36632632832e-28;4.2706178065840077e+27;24.5;1.2193650600309689;5;636
NdLaFe14B;NdLaFeB;JOURNAL OF RARE EARTHS, Vol. 33, No. 9, Sep. 2015, P. 961;;1;0;0;1;0;0;0;0;0;0;14;0;1;0;;;;;;1.3939002605163;4.9640141739660466;563.29190661007794
NdTbFe14B;AbacheOesterreicher1986b;J. Appl. Phys. 60, 3671 (1986);10.1063/1.337583;0;0;0;1;0;0;1;0;0;0;14;0;1;0;0.8769;1.2098;9.3028007737800009e-28;4.2997803535404346e+27;20.9;1.0472961637042364;11;622
Pr1.9Dy0.1Fe13CoB;jurczyk1989a;Journal of Magnetism and Magnetic Materials 78 (1989) 279-282;;0;0;1.9;0;0;0;0.1;0.1;0;0;13;1;1;0;0.88033116883116802;1.2218113406853399;9.4688297769333215e-28;4.22438685057393e+27;30.7;1.5113985915332611;8.4;632
Pr2Co14B;PedziwiatrYangWallace1986;Journal of Magnetism and Magnetic Materials 62 (1986) 29-3;;0;0;2;0;0;0;0;0;0;0;0;14;1;0;0.863581081081081;1.18921249630626;8.8688171905736601e-28;4.5101842940808983e+27;20.9;1.0985441860770169;13.7;986
Pr2Co14B;Pourarian1987;Mat. Res. Soc. Symp. Proc. Voa. 96. r'1987 Materials Research Society;;0;0;2;0;0;0;0;0;0;0;0;14;1;0;0.8649;1.189;8.894338398899998e-28;4.4972428758666275e+27;21;1.1006331591483325;14;988
Pr2Co14B;PedziwiatrChenEtal1987;IEEE  TRANSACTIONS  ON  MAGNETICS, VOL. MAG-23, NO. 5, SEPTEMBER 1987, 217;;0;0;2;0;0;0;0;0;0;0;0;14;1;0;0.8630000000000001;1.1869999999999998;8.8404080300000007e-28;4.5246780311790652e+27;20.9;1.1020744211152205;13;986
Pr2Co14B;PedziwiatrYangWallace1987x;Journal of Applied Physics 61, 3439 (1987); https://doi.org/10.1063/1.338746 ;0;0;2;0;0;0;0;0;0;0;0;14;1;0;0.863;1.187;8.8404080300000007e-28;4.5246780311790652e+27;20.9;1.1020744211152205;13.7;986
Pr2Fe11.2Mn0.8Co2B;jurczyk1986yxcvycv;Journal of the Less-Common Metals, 124 (1986) 149 - 154 ;;0;0;2;0;0;0;0;0;0.8;0;11.2;2;1;0;0.8778;1.2185;9.3889426553999987e-28;4.2603306323310241e+27;25.1;1.2462178911549906;9.4;596
Pr2Fe11.4Mn0.6Co2B;jurczyk1986yxcvycv;Journal of the Less-Common Metals, 124 (1986) 149 - 154 ;;0;0;2;0;0;0;0;0;0.6;0;11.4;2;1;0;0.8785;1.219;9.4077818275000002e-28;4.2517992799403064e+27;26.5;1.3130932945438885;10.3;618
Pr2Fe11.6Mn0.4Co2B;jurczyk1986yxcvycv;Journal of the Less-Common Metals, 124 (1986) 149 - 154 ;;0;0;2;0;0;0;0;0;0.4;0;11.6;2;1;0;0.879;1.2195;9.4223569950000018e-28;4.2452222964196861e+27;28;1.3852731718415958;9.8;646
Pr2Fe11.8Mn0.2Co2B;jurczyk1986yxcvycv;Journal of the Less-Common Metals, 124 (1986) 149 - 154 ;;0;0;2;0;0;0;0;0;0.2;0;11.8;2;1;0;0.8797;1.2202;9.4427872421799991e-28;4.2360374086714509e+27;29.3;1.4464531202481676;9.2;672
Pr2Fe11Co3B;PedziwiatrYangWallace1986;Journal of Magnetism and Magnetic Materials 62 (1986) 29-3;;0;0;2;0;0;0;0;0;0;0;11;3;1;0;0.87709459459459405;1.2181575664050901;9.3712243717831142e-28;4.2683856893279125e+27;29.6;1.4724220814871425;7.6;747
Pr2Fe11MnCo2B;jurczyk1986yxcvycv;Journal of the Less-Common Metals, 124 (1986) 149 - 154 ;;0;0;2;0;0;0;0;0;1;0;11;2;1;0;0.8772;1.2175;9.3684170519999993e-28;4.2696647446390823e+27;23.5;1.1693340422918757;7.2;569
Pr2Fe12.6Co1.4B;hirosawa1988cc;"Journal of Applied Physics 64, 5553 (1988); ";10.1063/1.342523;0;0;2;0;0;0;0;0;0;0;12.6;1.4;1;0;;;;;;1.577;8.77;
Pr2Fe12Co2B;JurczykWallace1986a;;;0;0;2;0;0;0;0;0;0;0;12;2;1;0;0.8804;1.2208;9.462471585280003e-28;4.2272253754742834e+27;30.9;1.5222670182275677;7.7;688
Pr2Fe12Co2B;jurczyk1986yxcvycv;Journal of the Less-Common Metals, 124 (1986) 149 - 154 ;;0;0;2;0;0;0;0;0;0;0;12;2;1;0;0.8804;1.2208;9.4624715852800012e-28;4.2272253754742845e+27;30.9;1.5222670182275684;7.7;688
Pr2Fe12Mn2B;HuangEtal1986a;Journal of the Less-Common Metals, 124 (1986) 55 - 60 ;;0;0;2;0;0;0;0;0;2;0;12;0;1;0;0.879;1.2228;9.447854148e-28;4.2337656121064849e+27;12.4;0.61182251068841587;4.56;366
Pr2Fe13CoB;PedziwiatrYangWallace1986;Journal of Magnetism and Magnetic Materials 62 (1986) 29-3;;0;0;2;0;0;0;0;0;0;0;13;1;1;0;0.87952702702702701;1.2208717207866799;9.4442704047417802e-28;4.2353721659554345e+27;30.3;1.4955852119089454;7.9;631
Pr2Fe13CoB;jurczyk1989a;Journal of Magnetism and Magnetic Materials 78 (1989) 279-282;;0;0;2;0;0;0;0;0;0;0;13;1;1;0;0.881;1.2231591667722901;9.4936844204114758e-28;4.2133273267436374e+27;31.2;1.531992889842654;7.9;628
Pr2Fe13MnB;HuangEtal1986a;Journal of the Less-Common Metals, 124 (1986) 55 - 60 ;;0;0;2;0;0;0;0;0;1;0;13;0;1;0;0.88;1.2237;9.4763328e-28;4.2210421314034042e+27;22.3;1.0969870623495801;7.08;471
Pr2Fe14B;AbacheOesterreicher1985; J. Appl. Phys. 57, 4112 (1985); 10.1063/1.334635 ;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.8803;1.2232;9.47892039688e-28;4.2198898529800989e+27;28.8;1.4163499075859658;5.9;570
Pr2Fe14B;Kowalczyk1989xxx;Journal of Magnetism and Magnetic Materials 82 (1989) L1-L4 ;;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.89035714285714196;1.2197207801839201;9.6691637948485688e-28;4.1368623852779042e+27;30.5;1.4704418989197445;8;564
Pr2Fe14B;HuangEtal1986a;Journal of the Less-Common Metals, 124 (1986) 55 - 60 ;;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.8814;1.2253;9.5189386078799998e-28;4.2021491731112821e+27;30.1;1.4740591693829685;7.93;566
Pr2Fe14B;jurczyk1989a;Journal of Magnetism and Magnetic Materials 78 (1989) 279-282;;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.88145454545454505;1.22524637681159;9.5197001718432937e-28;4.2018130064966976e+27;31;1.5180125794676327;8;566
Pr2Fe14B;jurczyk1986yxcvycv;Journal of the Less-Common Metals, 124 (1986) 149 - 154 ;;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.8814;1.2253;9.5189386078799998e-28;4.2021491731112821e+27;31;1.5181340282681732;7.93;566
Pr2Fe14B;JurczykWallace1986a;;;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.8814;1.2253;9.5189386078799998e-28;4.2021491731112821e+27;31;1.5181340282681732;7.93;566
Pr2Fe14B;PedziwiatrEtal1988;Journal of Applied Physics 63, 3710 (1988);10.1063/1.340643;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.8814;1.2253;9.5189386078799998e-28;4.2021491731112821e+27;31;1.5181340282681732;8;566
Pr2Fe14B;Burzo1998;1998 Rep. Prog. Phys. 61 1099;;0;0;2;0;0;0;0;0;0;0;14;0;1;0;;;;;;1.56;8.7;
Pr2Fe14B;MagnetizationandmagneticanisotropyofR2Fe14Bmeasuredonsinglecrystals;J. Appl. Phys. 59 (3) 1 February 1986, 873;;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.881;1.227;9.52349547e-28;4.2001385022972023e+27;;1.56;8.7;569
Pr2Fe14B;SagawaHirosawaEtal1987d;Japanes journal of applied physics 26 (1987) 785;;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.881;1.227;;;;1.56;8.67;569
Pr2Fe14B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;2;0;0;0;0;0;0;0;14;0;1;0;0.88;1.223;9.470912e-28;4.2234580999168817e+27;31.9;1.5701307846063337;7.5;565
Pr2Fe14C;Burzo1998;1998 Rep. Prog. Phys. 61 1099;;0;0;2;0;0;0;0;0;0;0;14;0;0;1;;;;;;1.27;14.8;
Pr2Fe2Co12B;PedziwiatrYangWallace1986;Journal of Magnetism and Magnetic Materials 62 (1986) 29-3;;0;0;2;0;0;0;0;0;0;0;2;12;1;0;0.86662162162162104;1.1961192829234599;8.9832509535029449e-28;4.4527309998394658e+27;22.7;1.1779565514327266;8.4;979
Pr2Fe4Co10B;PedziwiatrYangWallace1986;Journal of Magnetism and Magnetic Materials 62 (1986) 29-3;;0;0;2;0;0;0;0;0;0;0;4;10;1;0;0.86858108108108101;1.2017145483796801;9.0661322533397622e-28;4.4120247622976035e+27;24.5;1.2597401787729636;6.7;958
Pr2Fe6Co8B;PedziwiatrYangWallace1986;Journal of Magnetism and Magnetic Materials 62 (1986) 29-3;;0;0;2;0;0;0;0;0;0;0;6;8;1;0;0.871824324324324;1.2082297993893001;9.1834846958050675e-28;4.3556450873459437e+27;26.2;1.3299359680435912;6.8;920
Pr2Fe7Co7B;PedziwiatrYangWallace1986;Journal of Magnetism and Magnetic Materials 62 (1986) 29-3;;0;0;2;0;0;0;0;0;0;0;7;7;1;0;0.87398648648648602;1.2106986899563299;9.247950740438204e-28;4.3252825542304567e+27;27.3;1.3761129637101954;6.8;893
Pr2Fe8Co6B;PedziwiatrYangWallace1986;Journal of Magnetism and Magnetic Materials 62 (1986) 29-3;;0;0;2;0;0;0;0;0;0;0;8;6;1;0;0.87466216216216197;1.2123840168105799;9.2751487015430807e-28;4.3125993218141407e+27;27.8;1.3972073506130895;7;863
Pr2Fe9Co5B;PedziwiatrYangWallace1986;Journal of Magnetism and Magnetic Materials 62 (1986) 29-3;;0;0;2;0;0;0;0;0;0;0;9;5;1;0;0.87641891891891899;1.2153784023377201;9.3354445221397214e-28;4.2847450815156086e+27;28.8;1.4381177025149889;7.2;831
Tb2Co14B;pedziwiatr1987;Journal of Magnetism and Magnetic Materials 67 (1987) 311-315 ;;0;0;0;0;0;0;2;0;0;0;0;14;1;0;0.86;1.173;8.675508e-28;4.6106810114174299e+27;6.1791845493562203;0.3320268448678394;13.714814814814799;1033
Tb2Fe12Co2B;pedziwiatr1987;Journal of Magnetism and Magnetic Materials 67 (1987) 311-315 ;;0;0;0;0;0;0;2;0;0;0;12;2;1;0;0.8738;1.1987;9.1523914362800016e-28;4.3704424443037196e+27;13.8927038626609;0.70760214250141307;20.118518518518499;752
Tb2Fe14B;Burzo1998;1998 Rep. Prog. Phys. 61 1099;;0;0;0;0;0;0;2;0;0;0;14;0;1;0;;;;;;0.664;22;
Tb2Fe14B;SagawaHirosawaEtal1987d;Japanes journal of applied physics 26 (1987) 785;;0;0;0;0;0;0;2;0;0;0;14;0;1;0;0.877;1.205;;;;0.664;22;620
Tb2Fe14B;MagnetizationandmagneticanisotropyofR2Fe14Bmeasuredonsinglecrystals;J. Appl. Phys. 59 (3) 1 February 1986, 873;;0;0;0;0;0;0;2;0;0;0;14;0;1;0;0.877;1.205;9.2680044500000005e-28;4.315923693800125e+27;;0.703;22;620
Tb2Fe14B;pedziwiatr1987;Journal of Magnetism and Magnetic Materials 67 (1987) 311-315 ;;0;0;0;0;0;0;2;0;0;0;14;0;1;0;0.8764;1.2031;9.2407339057599995e-28;4.3286605163543251e+27;13.9484978540772;0.70365199333365613;13.7;646
Tb2Fe14B;herbst1991;Reviews of Modern Physics, Yol. 63, No. 4, October 1991;https://doi.org/10.1103/RevModPhys.63.819;0;0;0;0;0;0;2;0;0;0;14;0;1;0;0.877;1.205;9.2680044500000005e-28;4.315923693800125e+27;14;0.70417199468907776;22;620
