#mammos csv v1
#SpontaneousMagnetization,ExchangeStiffnessConstant,UniaxialAnisotropyConstant,CoercivityHcExternal,Remanence,MaximumEnergyProduct,,,
#https://w3id.org/emmo/domain/magnetic_material#EMMO_032731f8-874d-5efb-9c9d-6dafaa17ef25,https://w3id.org/emmo/domain/magnetic_material#EMMO_526ed2a5-a017-590e-8eb8-8a900f2b3b78,https://w3id.org/emmo/domain/magnetic_material#EMMO_49a882d1-9ce7-522b-91e7-3a460f25f5ac,https://w3id.org/emmo/domain/magnetic_material#EMMO_fe101d1d-f1f7-54f8-886b-fa6d6052ce98,https://w3id.org/emmo/domain/magnetic_material#EMMO_8fc78216-4859-53c2-b41e-e38062b04054,https://w3id.org/emmo/domain/magnetic_material#EMMO_e1028129-c23e-57ac-9174-2f34ddbf3926,,,
#A / m,J / m,J / m3,A / m,A / m,J / m3,rad,,
Ms (A/m),A (J/m),K (J/m^3),Hc (A/m),Mr (A/m),BHmax (J/m^3),relative_angle,calculator,file_path
2503574.858237945,5.246524968384002e-10,2672495.6379563645,416550.6461070485,639211.4884262364,29305.38758988753,1.312968071279957,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1997
1121375.899644189,2.000707051532932e-10,3499489.638930588,2868105.04828534,1059329.3931178362,153903.82553574358,0.3338359554030567,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1665
3682225.467570784,9.264561382493687e-10,6381697.842016196,1411176.4905367529,3137237.457255752,1003764.0230000536,0.5469724351083637,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_412
3426055.1785616684,6.676462839212461e-10,5255307.528661414,1136701.885035085,1964845.3812416156,313637.90202893765,0.9608515370771255,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_756
7313986.708279005,1.2754936522624882e-10,6661222.217972728,13812.82972326302,45841.67414962781,91.26396602538804,1.0320794105032092,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1596
7486684.953237982,6.76005793287978e-10,4916624.756737256,101972.02746306352,906256.9798044796,30567.897434543756,0.7626182917465392,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1912
5406177.987751825,8.382289208431835e-10,5792162.609330131,692989.5831346741,2511997.466037062,303084.971566452,1.0798468601008695,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1888
729092.0338356397,7.940823248354766e-10,5602199.86057446,1206579.0083728663,72290.11003194764,701.8671183235493,1.4715358290584497,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1592
1129439.6429421543,5.973165678443231e-10,5086973.852910812,2374810.718836169,400165.8083712303,20454.220527849942,1.2087208474192992,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1387
7399097.407907698,2.4780874633856676e-10,3064796.583200248,23763.46827550145,102735.49860456644,375.8315037364872,0.3141934508852086,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_434
2018766.183343453,5.870293663511782e-10,5185545.38611173,2033547.3754275409,1360623.2025016702,215748.96788357143,0.8308512888939494,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1737
3950646.666722628,1.500795205082289e-10,2559500.727897054,354530.7834887566,1621348.2867661992,110391.6709236437,1.127256154249711,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_582
5424368.221223074,5.936773009912757e-10,4383146.084451696,559338.8907471879,3926177.011689746,686040.4859715516,0.751167878000763,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_713
7183411.892001463,7.626015566618575e-10,5287525.01981636,10675.252690458668,6013248.402904231,13645.90556633863,0.18599970557749831,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1880
7377354.23112061,3.4381014727347267e-10,1692212.5104658226,38718.50865816369,153304.63132749128,887.779135322309,0.9825229341981037,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_632
5981719.414307046,8.320925599423828e-10,3648066.52074907,438253.0573578624,5565110.990402533,1417546.9299214322,0.341795897708392,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1677
5246351.0286719855,5.863260671546047e-10,8084068.890262582,659096.6878931152,1480577.4436291973,129237.05801105934,1.281567317382997,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_953
3767064.788604495,6.90181269708762e-10,4330020.996836532,323989.25848728063,667789.2769648556,26727.80564267217,1.3886461994255497,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_138
4412541.790794943,4.7987395520358246e-11,9423965.437794508,1046783.063962238,1846049.9578284365,267174.4098607926,1.1328125172222019,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_869
2239091.4741043164,5.467495497620147e-10,836251.0625744457,259664.73204452207,1155080.721238181,58389.32771722603,1.0289736815317996,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_935
7134262.784205172,7.815185366630166e-10,2096231.3349228825,246148.7160680698,1381531.6038374293,55136.26979964637,1.3130976911709926,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_238
3087989.2544745114,8.448271179241377e-10,2960233.738805284,656130.1431138933,1570004.7530777524,159253.67271478326,1.037994092540392,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_243
5699646.860218579,9.276983465786023e-11,6189947.000584831,119104.5457972253,1845069.845728267,115559.2504702248,1.2254019546816937,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1731
1766607.0397284694,8.714112911570633e-10,2046171.3149463525,799050.2258299367,886115.4391304561,72162.99547925669,1.046410100864516,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_614
1898646.981543793,7.957064788661963e-10,3626113.852861925,1687006.9837286863,1749863.9143271504,395036.5779451879,0.3983001683511855,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1545
2383191.1461326256,4.871111918247203e-10,8247300.83239312,3619889.96779055,2339253.2046522903,754192.7389508673,0.19029664646290317,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_623
3457263.419936031,9.376598842806532e-10,8696243.943733716,2377096.54617905,3308768.085558086,1424578.2553065545,0.2915146127950372,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1162
3432728.596721876,9.083314416252787e-10,5684882.297882672,287532.7741004476,377455.4794896023,10680.832638813854,1.4617336874034133,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_73
3166629.7178578475,8.578238616712998e-10,400310.7460818145,25932.971371143376,484094.0360676132,2226.6872620072054,1.4032970900274895,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1162
6440203.227459562,7.23978764153726e-10,7173741.626270288,770718.6137871388,3111081.2599296584,435252.64035021793,1.0450122039487377,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_193
4366396.330240265,2.3288046568359987e-10,1648223.4186199815,162876.05897757816,692909.5679308353,18648.26213170273,1.4115271992772025,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1250
5043725.764335295,1.4117917076447342e-10,1251145.077184811,30424.16319013202,212296.3703640756,1081.0881281581576,1.079286868112995,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_915
6067265.66306333,3.1721836887041646e-11,6744715.269024642,5300.566614792215,12528.396488488175,8.500908974075065,1.554074900824374,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1656
5671137.609291255,5.239200648336361e-10,7468380.2281467505,900923.889156356,4383614.095948649,1243630.367201554,0.6727808459344267,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_525
3506171.027596092,8.819833291298891e-10,4866960.944969359,184163.6196239085,295716.0293750079,5923.837108364294,1.4894066699668587,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_414
2320626.585601937,7.11981673535064e-10,8564818.477698557,1196688.5937283228,483072.70419132407,25991.554050409457,1.361249365773066,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1222
1509706.5283951375,7.875513909062624e-10,121492.11895630564,18442.342536410288,228241.6279094713,802.6215465384065,1.436687387681815,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1219
2325309.3287061485,4.248607335927589e-10,6958161.207927373,112660.51118172912,55030.20013406059,318.0284587743845,1.5469353746070569,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_177
5188004.210653354,8.983060073378482e-10,3399150.3192836014,22890.55379205303,112802.61444820988,407.0841632195532,1.5516032126443826,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1723
6607580.013733089,3.699677778238984e-10,6226512.51507294,212150.85708651447,5918266.432893192,927358.103199988,0.35368289100503936,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1286
7636942.517462615,7.610636404521108e-10,700152.260128415,224059.60060315364,1639897.509544061,60118.962521736605,0.7414249535780474,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_996
4622002.829738343,8.790176938290932e-10,7643260.524558494,392580.38398961606,701721.6691694165,31798.732737313105,1.4205508290132993,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1805
7485556.771306591,2.9842058614065803e-10,92391.59003885389,74103.76388070987,551938.6760952275,9104.940079599804,1.3494775681396027,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1782
4671015.333092761,6.91895128094183e-10,8151481.173084171,505529.748287132,871735.6131166685,50386.18747118855,1.3789244118850517,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1720
1735491.8834403667,9.091251263523395e-10,7274359.231130655,744541.5051434857,194909.8216530248,4528.095251156916,1.4583690465764907,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1333
7497806.924879031,3.0299163063808364e-10,8690782.52138274,128257.2232630148,664837.4885935469,13861.201182862203,0.6509221980514646,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_287
4228445.043423405,4.401038732909424e-10,261838.37331251847,42880.23681302422,2061349.7776925487,50067.39803067148,1.07383804066339,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_200
6373068.592741104,8.780390437016782e-10,4317452.438970421,422797.6093869298,1853106.875807739,115328.17377702544,1.560151263354943,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1468
5877747.245643968,3.2049563138822843e-10,5418588.436129427,400105.9686335762,3674018.0853347657,619892.1436636689,0.8911784065066628,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1077
7489872.728354593,5.729289215314431e-10,6274339.55839213,66016.40604894665,649053.3023241992,16040.51650066353,0.6726944928705276,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1331
6951259.133542268,3.65388656613778e-10,5644673.61916588,70568.67960806137,340735.2462283778,3745.417685867364,0.9112624049711039,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_765
7785667.965720361,8.825661817452201e-10,5557506.623200768,67002.93136173021,4749589.932570909,223682.96676188812,0.8509287810946626,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1274
2191379.123460192,3.3444284081220717e-10,873380.6036068692,319124.7504069937,1537861.3313467286,124785.75047263358,0.7793776815411507,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1097
4201198.189816414,8.348880623662413e-10,8360122.516391762,1176538.8763717485,1715286.6396478894,229781.01932012683,1.1482318551131205,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1977
4877276.885415356,2.206669705454828e-10,1733059.275610147,22959.923569815342,108694.0842106466,394.1288599390178,0.3843179136516353,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_928
1978280.6722780075,2.6003258974973665e-10,9445926.466938462,5224272.6568763405,1956175.5402658468,531946.8046552505,0.14777377635889774,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1649
3398101.6977045885,1.6776554858057462e-10,630150.9688039097,135946.57371556107,650057.2968465344,13255.248493586172,1.388670783959425,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_456
3189990.437865441,9.411514543120926e-10,7093589.1018400295,94207.82870129454,84949.66781244468,628.0276678878479,1.5430202867199367,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_524
5801341.207884642,4.5217819051116255e-10,9169290.14518781,1194259.3304521558,5285011.276205802,2469493.272372341,0.39637296444827297,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_583
3544080.1836557672,5.272830446289707e-10,2258994.600018125,520306.2407771975,3162318.1963362247,676123.3888922877,0.46179123618535234,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_461
2337664.8428230886,4.4981675884486217e-10,8669503.622353643,2794022.2358562364,1363866.210651528,219281.9435988958,0.9475667850749145,mumax3_MinDriver,mumax_mindrive_data/data/output_164794_205
6736748.932770843,3.6499516874893887e-10,2398521.602550257,96950.83115449367,455858.4578677237,6891.271833631725,0.9825702101352727,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_523
6368789.248360628,6.438874363689727e-10,4210513.666707395,234737.7322677676,2026664.3597683487,113219.27373073887,1.2481733351885897,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1619
4947516.959158125,4.5377110232804303e-10,193020.9208389189,136168.1720344081,1403073.48480714,42993.60876215729,0.47103329545825195,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_460
1067289.9786029472,7.567954906246403e-10,1273416.1688789723,1352947.411381281,1057257.648027085,154602.8930896395,0.13763355049367698,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1328
1612009.7699345227,5.786154820379596e-10,5205310.11271923,1499482.076759882,494158.4177569365,28595.759438746863,1.2591763904936049,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_461
6767610.418371196,9.949418953769102e-10,9528351.362492938,281761.37874472624,870886.6734035502,34898.525147376655,1.4379224967811954,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1124
5687090.9207882965,1.4029508171645718e-10,5570305.460714174,158107.70893447724,384341.7829635789,7886.983731904124,1.442879380229616,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1490
4084312.5514655616,4.4265590389470456e-11,7243143.803503714,886663.2734841527,1520832.555506868,170384.41649834494,1.182495660016744,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1607
1807296.160717936,7.555085679150787e-10,3827949.9597445577,1782217.2415038284,1581933.5825280522,317078.04968202184,0.5041184199732556,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_838
6629599.112148148,3.92678135662678e-10,2379308.3148684623,190336.15414211788,730629.3674240579,21322.219068243976,1.1425296346632055,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_530
4505439.053230533,3.7632851692346736e-10,9833524.693751987,2034145.3512733704,4357822.778727959,2401902.024067724,0.23615788248084577,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1675
6568780.866829406,2.5911298844549026e-10,5931835.000230404,117321.284061978,432949.1317179071,7917.211288640864,1.2319722386721392,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1414
3246098.196384554,1.8077419008624988e-10,7982704.373984654,1422273.3524196467,1287789.7916850406,155747.94754120978,1.1617792493184442,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1072
7012517.135047581,2.1405337788320908e-10,6445640.269884106,10433.333306326464,48083.7219654571,76.43617289581302,0.16853939056767536,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1839
264406.6723250997,4.747580143056871e-10,1923224.8078884275,1787291.964602696,41336.18794621905,221.95371509891984,1.4140059879555236,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1833
6744448.730850874,7.821175825950364e-10,5836931.633896073,348174.15991677355,5976827.0270819655,1381870.5490693958,0.43855985207327,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1232
3017492.6493946365,5.68170866669795e-10,1958020.908682271,97867.93594826356,288751.1132265046,3955.8301209797705,1.4821301211379416,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_613
7312179.503919436,9.418592027966183e-10,9899768.508444434,1006836.3969879656,6841253.976867318,3645528.786319574,0.3247989634937428,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_356
2340808.9798906925,9.952644530186566e-11,8128904.018131508,3063611.178738897,2231099.5437321323,673801.2309640729,0.3046026179669896,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_133
3808354.997141603,1.8556855296645831e-10,2684327.2401665817,480023.2605015038,3683170.061358685,1122371.160504612,0.18038299279703984,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1762
7451416.441971749,4.2010985374330625e-10,7215113.951016801,116236.57360000868,3291130.7621805244,183285.7300462056,1.0792749115547344,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_874
6200088.077816068,4.888112585238917e-10,7362984.99657922,95715.50609855082,532869.3167097933,8611.523874677177,1.5239778297095692,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1632
6029839.881963137,8.600197061190221e-10,2167710.807341596,137640.5471830675,2633868.7823800687,147393.26757962044,1.1368912385649044,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1667
7392796.030233701,4.516354161359001e-10,8383065.943891412,273863.6150715152,809156.8169455228,31412.45045185912,1.374686711431389,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_472
4064987.332148358,3.5213920301185125e-10,6186868.538451119,1121307.8446417595,2943729.598729965,712429.0423525351,0.7554597892698792,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_592
7203530.105835463,5.736289769191578e-10,9757754.386746172,666841.94761883,2589001.4917115467,284176.53135174577,1.192631630211096,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_639
3115614.589574228,3.320359583302369e-10,7038545.642847532,755389.8130092801,675319.3035558684,40778.42115383496,1.3525763586159707,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1659
1665147.2167993789,8.640700349172402e-10,228264.18211127075,96315.99969747257,882345.6467226727,19522.192673318496,1.0201019175049846,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_106
1942281.643603012,2.9194361697436866e-10,474072.57654721534,88459.44810811571,439285.0171008672,6448.604663630883,1.3425582805036422,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1697
3891022.1450893153,7.452348811661162e-10,4530062.889518485,443484.9068444832,959950.7418573246,54749.1531882143,1.3191487404004498,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_640
1958646.677994251,4.4004647758345717e-10,706052.0761116007,264035.9699047084,1097474.0183745837,57541.825942570846,0.9802235512647147,mumax3_MinDriver,mumax_mindrive_data/data/output_164794_108
6462949.288985372,1.4017251329868028e-10,4966039.43237761,42073.66495604032,185304.3586091949,1172.4662534971012,0.5297613108352032,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1760
3456668.724420796,4.1795100163946117e-10,9137084.168426402,540120.7246999601,447424.3553326277,18114.85875801224,1.43969646631237,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1181
3462241.2457142905,4.5529072994126183e-10,5729830.524388531,1273194.1411331974,2620300.434275856,642923.5712520148,0.7099050749929007,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1900
3450807.1144515136,1.9900361738101107e-10,9320182.846270256,1484439.550100041,1292103.4461442337,157514.36188297605,1.1850909063126758,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_118
3396967.5032017417,3.83593414551421e-10,2055704.5864711665,281220.7987989689,1050281.0708254525,47938.561223769575,1.2663089890057582,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1541
2475123.0542390025,2.460375276087401e-10,8907825.766262213,403522.2399671264,174924.35032578907,3299.4274114300824,1.4996195894797095,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1679
4591017.572578252,8.11419242821608e-10,1773454.289210823,353616.47567582387,4428676.817394249,930424.8061082752,0.23431217715214403,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1259
3721575.303506555,2.9753779588219137e-10,8298510.1361948,1501225.4198930028,1829854.2033822816,295903.2593149597,1.054574051412633,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1291
3231768.3873470146,1.6307890250912927e-10,5453853.835908446,620833.9153407131,783546.6666165802,48078.16175733845,1.3251581093926554,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_428
7539234.468795889,8.604221960026898e-10,6522994.991559503,442989.4756671267,4026928.747510938,564289.38436951,0.9951307739762318,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1158
5212130.566579199,5.742296823065845e-10,8281566.547766592,533074.309863268,1166001.634321156,80025.9235345301,1.3482676347045037,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1102
6062758.766263853,6.668316986172513e-10,4560133.281418338,489336.0921640267,3128192.18817679,339098.50353289605,1.0148227440527187,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_698
3488023.3665494844,2.677900519831792e-10,215160.73453022089,19165.47033842376,1266374.5380342647,11902.293791206755,1.200709966530879,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1800
2485082.0117491065,8.099981294193072e-10,939254.1151864576,285053.23356697714,1520105.5405296718,98022.55775092902,0.9201150430102947,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1449
5448190.514228351,4.1126333478968054e-10,4763477.87559607,371429.9266206112,1502255.3260833088,92238.51685950742,1.299205474477232,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1310
4506312.347178607,2.8031970866757914e-10,635100.9417324149,85048.23337158536,503322.09816363937,7032.842954135558,0.6580433492430913,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_870
2363647.929329747,3.7288450523387675e-10,357355.8396527399,79183.39129862419,1003319.726545874,17243.383378665185,1.1605511851400014,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_121
5443698.04642052,4.707901729425803e-10,5094981.394390885,583934.9358193125,2842164.193698192,356886.8670662816,1.026689429901727,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1491
1250839.0612059007,3.6436657223402926e-10,7935496.057268327,2843985.074683229,368692.31474122434,17642.68533736689,1.2716221011569628,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1707
3302906.719082181,2.5219414397800687e-10,5096244.154135445,1225782.1516938864,2906273.885089394,891225.6151956968,0.4861840551248767,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1999
1824757.361357183,7.343316899689712e-10,4975155.341708759,2170185.158197088,1332400.1158721913,216492.29054829237,0.752049670224678,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1845
3386027.176480522,1.3765202571818508e-10,6008371.653292002,321637.539985294,389304.8519182177,11793.613377031625,1.4537847300958542,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_181
6732106.656036486,7.930045044492157e-11,6815599.314942982,82165.09850075797,219660.62435827008,2404.655208220382,1.205236862455696,mumax3_MinDriver,mumax_mindrive_data/data/output_164794_250
6371820.033471282,6.241704021120033e-10,4791459.456901529,398560.54231853294,2032804.054041903,140495.98059013343,1.2390883160193558,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1224
5887388.211076151,4.3785734102992265e-10,6745957.421548658,859640.0232761706,3526244.016125099,637188.6131115879,0.9080627278044385,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_899
2319796.9468397847,9.796194630292066e-10,2126492.006300538,486247.36657526885,833160.692764125,48997.13593212676,1.2030687292455833,mumax3_MinDriver,mumax_mindrive_data/data/output_164794_237
6222206.193552302,9.530607796889803e-10,2110919.016504198,96790.22070811132,2998313.890411853,85595.19863172428,1.05086318666425,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1716
1051411.1941811815,9.451261264640963e-10,8493673.74441607,6464336.0389785785,809032.2916548038,89353.49191014751,0.6928672069525986,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1552
5998808.294536195,5.899378984685915e-10,7905718.310655367,856137.9243359827,3035951.680356959,467364.039877495,1.0249729329907922,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1449
6325920.911807254,1.2684874115835918e-10,5413817.545456826,64417.95810859525,249547.74393382928,2202.431254239017,1.4141871397413655,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_694
3028691.8612547666,3.99654832119071e-11,6329777.860617699,87815.77885753367,179225.55891863705,2573.555542682482,1.559884287372201,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_13
4922436.552834356,8.750786020146902e-10,5191068.657418801,587709.3716103651,1945467.178746307,184963.55911648335,1.1575203951124606,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_985
380515.54817799135,6.453173624737868e-10,2610799.009723401,2894387.99844394,104893.60807208244,1503.8257362203317,1.2917585405465082,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_454
7439510.518170972,3.590957169875452e-10,6163069.380238939,145521.52496781168,572949.2274124164,13829.703591147878,1.2519454197305993,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1781
6989446.975726512,6.511088637890458e-10,1260216.0194561873,258516.3448228833,1452081.3176657131,58639.538840220215,0.8934871177253577,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_653
1299543.2113575286,3.8933138890843533e-10,283168.61396622483,164322.18349014872,768786.8429647468,26806.73928570696,0.9412581787887481,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_512
3820833.019864544,8.772451186643976e-10,9576538.402255213,1490286.4776190985,1578870.3542296926,222943.32266564903,1.1442474186145173,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_511
1236280.326297629,9.374763078036507e-10,1046874.5068893804,684297.3874280978,997975.2745573831,109193.18979541727,0.6317957791497655,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_527
1662530.512170334,9.030935707116635e-10,6833075.895807734,1210236.150142591,313110.667655722,11749.921885956475,1.3814040559472451,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1792
6477395.995698468,8.668181639067054e-10,7705245.808901865,863819.5031906428,3622006.378604722,617555.678274365,0.9687700915042826,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_287
3038918.3936621174,6.978443901875718e-10,8801869.295269636,1876080.162101461,1394453.641713848,198844.49895631708,1.0939981339422673,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1197
1355501.9519191864,9.85001093518316e-10,8493458.108372666,5223950.310642236,1173453.4944976298,187777.4900564435,0.5242084758346921,mumax3_MinDriver,mumax_mindrive_data/data/output_164794_69
2150208.7938884585,1.233068836828061e-10,7207330.09161759,2584093.5645301384,1614521.66699523,322043.49102049624,0.7201858530796993,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_803
3339160.6723670745,1.5062355337935583e-10,6463381.364246042,627711.9468522653,696714.3733336412,39827.28591701748,1.359183949496035,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_28
6161077.0238257125,6.511222117883436e-10,5248326.522526698,185451.96604642,820042.7924879118,24177.96803271057,1.4151369355972439,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1230
6080702.1766183935,6.66767980345207e-10,931052.940812267,243262.0824558271,1592188.6227556549,63683.059553612125,1.1233217847174584,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1099
7042156.164043405,6.19169054739314e-10,5462309.37160511,253020.89566582197,2298458.371737501,77570.80891018423,1.204256154784615,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1074
4878591.841129803,8.862710666869874e-10,43640.99151350498,35728.64081745831,3968174.517044861,86567.58433021152,1.2064394218082704,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1899
3662293.3734248537,4.997176731571985e-10,5153931.497440975,377907.4040822599,630981.619704822,26756.84488003893,1.3973833925680328,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_532
846336.4673241383,7.364998764666271e-10,1804605.8235986528,788828.2301596609,202738.2443464592,4957.398097625115,1.3293926528667899,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_185
7757838.480581313,7.541603099910995e-10,4225582.705766598,241075.0379168441,1186309.0833147832,51035.593763998906,1.5437245593727091,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1165
7159665.62948039,6.849702076435923e-10,3289102.917611874,150883.32850400548,813495.553255991,19831.13122372241,0.7882662777943334,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1560
2437454.306758404,1.935862016575564e-10,8921825.455838019,4528052.347770858,2431331.436322175,824043.9159471566,0.05897317703396097,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_910
384730.9599115784,1.6476981227231484e-11,1506932.6575190078,2245340.056047608,150604.1414083738,3058.280627981489,1.168581581126382,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_794
