composition,Tc_sim
Gd48Al25Co20Zr3Er4 (Bulk),84.0
Gd48Co50Zn2,263.0
Gd48Co52,282.0
Gd4Bi3,335.0
Gd4Co3,220.0
Gd4Sb3,260.0
Gd4Tb8Co7,118.9
Gd5(Si2Ge2),275.0
Gd5(SiGe)4,295.0
Gd50-(Co69.25Fe4.25Si13B13.5)50,170.0
Gd50Al30Co20,86.0
Gd50Co20Al30,86.0
Gd50Co45Fe5,289.0
Gd50Co50,267.0
Gd51Al24Co20Ce5,81.0
Gd51Al24Co20Zr4Nb1,91.0
Gd52.5Co16.5Al31,78.75
Gd52.5Co18.5Al28Zr1,93.0
Gd53Al24Co20Zr3,93.0
Gd53Co19Al28,62.5
Gd53Er22Al25Co20,52.0
Gd55Al20Co20Ni5,105.0
Gd55Al20Co25,110.0
Gd55Al25Co20,100.0
Gd55Al30Co15,96.0
Gd55Co15Al24Si1Fe5,126.0
Gd55Co15Al27Si3,101.0
Gd55Co17.5Al27.5,95.0
Gd55Co17Al24Si1Fe3,117.0
Gd55Co20Al23Si2,105.0
Gd55Co20Al25,104.0
Gd55Co20Al25 (Bulk),103.0
Gd55Co25Al15Zn5,127.5
Gd55Co25Ni20 (Bulk),78.0
Gd55Co35Fe10,268.0
Gd55Fe15Al30,158.0
Gd55Fe20Al25,190.0
Gd55Fe25Al20,230.0
Gd55Ni15Al30,70.0
Gd55Ni22Mn3Al20,90.0
Gd55Ni25Al18Zn2,84.0
Gd55Ni25Al20,80.0
Gd55Ni30Al15,83.0
Gd56Ni15Al27Zr2,70.0
Gd59.4Al19.8Co19.8Fe1,113.0
Gd5Ge1.9Si2Fe0.1,305.0
Gd5Ge2.025Si1.925In0.05,278.0
Gd5Ge2Si2,275.5
Gd5Ir2Bi,119.0
Gd5Ni0.71Bi2.29,162.0
Gd5Ni0.96Sb2.04,115.0
Gd5Sb3,226.0
Gd5Si0.15Ge3.85,40.0
Gd5Si1.3Ge2.7,180.0
Gd5Si1.72Ge2.28,242.0
Gd5Si2Ge1.94Fe0.06,310.0
Gd5Si2Ge1.9Fe0.1,298.0
Gd5Si2Ge2,276.0
Gd5Si4,336.0
Gd5Sn4,82.0
Gd5Y2Pd3,263.0
Gd60Al20Co20,109.0
Gd60Al25Co15,101.0
Gd60Co15Al25,101.0
Gd60Co20Al20,109.0
Gd60Co25Al15,125.0
Gd60Co26Al14,79.0
Gd60Co30Al10,143.0
Gd60Fe20Al20,202.0
Gd60Fe20Co10Al10,225.0
Gd60Fe20Co20,210.0
Gd60Y40,95.0
Gd65Fe20Al15,182.5
Gd65Mn25Ge10,229.0
Gd65Mn25Si10,234.0
Gd65Mn30Ge5,212.0
Gd68Ni32,122.0
Gd6Co1.67Si3,294.0
Gd6Co2Si3,295.0
Gd6Co4.85,219.0
Gd6Co5/3Si3,294.0
Gd6Mn23,478.5
Gd6Ni5/3Si3,310.0
Gd6YPd3,299.0
Gd70Fe30,395.0
Gd71Co29,166.0
Gd7Pd3,334.0
Gd80Fe11.3Al8.7,237.5
Gd8Tb4Co7,140.8
Gd90Fe5.7Al4.3,250.0
Gd95Fe2.8Al2.2,232.0
GdAgMg,39.3
GdAl2,168.0
GdBr2,310.0
GdCd,262.0
GdCd0.8Ru0.2,73.0
GdCd0.9Ru0.1,160.0
GdCo0.6Ni0.4,151.0
GdCo11Ti,1080.0
GdCo12B6,161.0
GdCo2,403.0
GdCo2B2,25.0
GdCo2B2C,17.2
GdCo3B2,54.0
GdCo9Si4,47.0
GdCoAl,100.0
GdCrO4,23.15
GdCu,37.0
GdCu6,16.0
GdCuAl,81.0
GdFe2,790.0
GdFe2Si2,8.6
GdFe3,729.0
GdFeAl,265.0
GdFeSi,135.0
GdGa,183.0
GdGa6,406.0
GdMgAl,59.0
GdMn2,108.0
GdN,59.0
GdNi,69.5
GdNi2,70.0
GdNi3,116.0
GdNi4Al,28.0
GdNi4Si,25.0
GdNi5,32.0
GdNiAl,48.5
GdNiIn,93.5
GdPd2Si,17.0
GdPdAl,46.0
GdPdCd,62.0
GdPdIn,96.0
GdPdMg,95.7
GdPtIn,89.0
GdPtMg,97.6
GdRhGa,58.0
GdRhSi,100.0
GdSr2RuCu2O8,133.0
GdTiGe,374.0
GdTiO3,32.0
GdTiSi,294.0
GdZn,269.0
Ge-Cr,273.0
Ge-Mn,273.0
Ge0.49Mn0.51Te,140.0
Ge0.5Mn0.5Te,140.0
Ge0.7Mn0.3Te,500.0
Ge0.87Mn0.13Te,47.0
Ge0.8Mn0.2Te,200.0
Ge0.92Mn0.08Te,190.0
Ge0.95(Mn0.03Fe0.02),350.0
Ge0.95Mn0.05,110.0
Ge0.9Cr0.1Te,25.0
Ge0.9Mn0.1Te,190.0
Ge2Mn,400.0
Ge3Mn5,296.0
Ge8Mn11,277.5
Ge:Mn,285.0
Gr2Ge2Te6,30.0
H-adsorbed SiC,286.0
HT-TbTiGe,300.0
Hf0.75Mn0.25O2,682.0
Hf2Co7,450.0
HfCo7,600.0
HfFe2,615.0
HfMn2,560.0
Hg0.76Cr0.24Se,449.0
Hg0.92Cr0.08Se,405.5
Ho,19.5
Ho0.2Er0.8Ni,6.0
Ho0.9Tb0.1Co2,97.0
Ho1/2Tb1/2,80.0
Ho12Co7,30.0
Ho2Al,40.0
Ho2Au2In,21.0
Ho2CoGa3,10.0
Ho2CoMnO6,78.0
Ho2CrMnO6,6.1
Ho2Cu2In,30.0
Ho2Cu2ln,30.0
Ho2Fe15Mn2,302.0
Ho2Fe17,330.0
Ho2In,85.0
Ho2Ni2Ga,12.5
Ho2ZnMnO6,6.8
Ho30Y26Al24Co20,5.5
Ho34Dy22Al24Co20,17.0
Ho36Dy20Al24Co20,23.0
Ho3Al2,40.0
Ho3Co,22.0
Ho3Co3.25Al0.75,65.0
Ho3Pd2,9.6
Ho3Rh2,23.0
Ho4CoCd,22.0
Ho4PtMg,28.0
Ho5Pd2,28.0
Ho5Si4,76.0
Ho6Co2Ga,26.0
Ho6FeBi2,54.0
Ho6MnBi2,204.0
Ho6Ni2.2In1.8,18.0
HoAgAl,18.0
HoAgGa,7.2
HoAl,20.0
HoAl2,30.0
HoB2,15.0
HoCo2,78.0
HoCo3,418.0
HoCoAl,10.0
HoCoC2,11.0
HoCoNi,42.0
HoCu2,10.5
HoCuSi,6.9
HoErGdAlCo,39.0
HoFe3,565.0
HoFeSi,29.0
HoGa,69.0
HoN,18.0
HoNi2,13.0
HoNi2B2C,5.0
HoNi3,66.0
HoNi5,5.0
HoNiAl2,7.8
HoNiIn,20.0
HoPd,10.0
HoPd2Si,3.5
HoPdIn,23.0
HoPtIn,23.5
HoZn,72.0
InMn3,583.0
InMnAs,190.0
InOEu3,210.0
K-doped SnO2,617.0
K-loaded zeolite LTA,7.0
K2MnF6,609.0
K2NbCl6,358.9
KCo2Se2,74.0
KZrO3,203.0
"La(Fe,Ni)11.5Si1.5",200.0
La(Fe0.86Si0.14)13,200.0
La(Fe0.88Si0.12)13,195.0
La(Fe0.88Si0.12)13Hx,259.5
La(Fe0.89Si0.11)13,189.0
La(Fe0.90Si0.10)13,192.0
La(Fe0.92Co0.08)11.9Si1.1,279.0
La(Fe0.94Co0.06)11.4Si1.6,280.0
La-doped Germanene,570.3
La0.14Nd0.56Sr0.3MnO3,268.0
La0.1Nd0.6Sr0.3MnO3,249.16
La0.33Nd0.33Ca0.33MnO3,90.0
La0.35Pr0.275Ca0.375MnO3,215.0
La0.39Pr0.32Ca0.3Mn0.98O3,158.0
La0.3Pr0.7(Fe0.86Si0.14)13,197.0
La0.45Bi0.15Sr0.4CoO3,190.0
La0.45Pr0.2Sr0.35MnO3,348.0
La0.45Sr0.55MnO3,200.0
La0.4Ca0.6MnO3,250.0
La0.4Eu0.3Sr0.3MnO3,272.0
La0.4Pr0.3Sr0.3MnO3,295.5
La0.4Sm0.3Sr0.3MnO3,256.0
La0.50Ba0.50MnO3,270.0
La0.50Eu0.15Ca0.35MnO3,141.0
La0.55Ca0.45MnO3,236.0
La0.55Pr0.1Sr0.35MnO3,353.0
La0.56Ca0.44MnO3,-131.0
La0.56Eu0.14Sr0.3MnO3,306.0
La0.57Ca0.33MnO3,283.4
La0.57Nd0.1Pb0.33Mn0.9Ti0.1O3,321.24
La0.57Nd0.1Pb0.33MnO3,350.0
La0.57Nd0.1Sr0.18MnO3,315.0
La0.57Nd0.1Sr0.23MnO3,339.0
La0.57Nd0.1Sr0.28MnO3,349.58
La0.57Nd0.1Sr0.33Mn0.95Sn0.05O3,281.0
La0.57Nd0.1Sr0.33Mn0.9Sn0.1O3,223.0
La0.57Nd0.1Sr0.33MnO3,349.0
La0.57Nd0.33Sr0.3MnO3,349.0
La0.5Ba0.5MnO3,270.0
La0.5Ca0.35Sr0.15MnO3,273.0
La0.5Ca0.3Na0.2MnO3,279.0
La0.5Ca0.45K0.05MnO3,296.4
La0.5Ca0.5MnO3,225.0
La0.5Eu0.2Sr0.3MnO3,281.0
La0.5Gd0.2Sr0.3MnO3,270.4
"La0.5Nd0.2(Ca,Sr)0.3MnO3",307.0
La0.5Pb0.5MnO3,355.0
La0.5Sr0.5CoO3,250.0
La0.5Sr0.5MnO3,310.0
La0.60Y0.07Ca0.33MnO3,260.0
La0.60Y0.07Ca0.33MnOδ,230.0
La0.61Ca0.33MnO3,281.0
La0.62Bi0.05Ca0.33MnO3,248.0
La0.62Nd0.18Sr0.2MnO3,300.0
La0.62Y0.05Ca0.33MnO3,210.0
La0.65(PbCa)0.35MnO3,300.0
La0.65Ba0.15MnO3,288.0
La0.65Ca0.33MnO3,277.0
La0.65Ca0.35Mn0.8Ti0.2O3,87.0
La0.65Ca0.35Mn0.9Ti0.1O3,103.0
La0.65Ca0.35MnO3,270.0
La0.65Ca0.35Ti0.1Mn0.9O3,103.0
La0.65Ca0.35Ti0.2Mn0.8O3,87.0
La0.65Ce0.05Sr0.3Mn0.9Cu0.1O3,305.0
La0.65Dy0.05Sr0.3MnO3,265.0
La0.65Eu0.05Ba0.3MnO3,297.0
La0.65Eu0.05Sr0.3Mn0.85Cr0.15O3,278.0
La0.65Eu0.05Sr0.3Mn0.95Cr0.05O3,338.0
La0.65Nd0.05Ca0.3Mn0.9Cr0.1O3,220.0
La0.65Nd0.05Ca0.3Mn0.9Fe0.1O3,130.0
La0.65Nd0.05Ca0.3MnO3,250.0
La0.65Sr0.35MnO3,341.0
La0.65Sr0.35MnO3 (bulk),375.0
La0.66(Ca/Pb)0.33MnO3,290.0
La0.665Eu0.035Sr0.3MnO3,357.0
La0.66Ca0.33MnOδ,260.0
"La0.67(Sr,Ca)0.33MnO3",360.0
La0.67Ba0.22Sr0.11Mn0.9Fe0.1O3,230.0
La0.67Ba0.22Sr0.11MnO3,303.0
La0.67Ba0.33Mn0.85Sn0.15O3,288.0
La0.67Ba0.33Mn0.95Fe0.05O3,271.0
La0.67Ba0.33Mn0.98Ti0.02O3,310.0
La0.67Ba0.33Mn0.9Cr0.1O3,324.0
La0.67Ba0.33MnO3,299.0
La0.67Ca0.165Sr0.165MnO3+δ,332.0
La0.67Ca0.33Mn0.75Cr0.25O3,191.0
La0.67Ca0.33Mn0.85V0.15O3,287.5
La0.67Ca0.33Mn0.8Fe0.2O3,92.0
La0.67Ca0.33Mn0.95Fe0.05O3,162.0
La0.67Ca0.33Mn0.98Ni0.02O3,244.0
La0.67Ca0.33Mn0.9Co0.1O3,170.0
La0.67Ca0.33Mn0.9Cr0.1O3,215.0
La0.67Ca0.33Mn0.9Ga0.1O3,116.0
La0.67Ca0.33Mn0.9V0.1O3,252.0
La0.67Ca0.33Mn1-xVxO3 (x = 0.5),287.5
La0.67Ca0.33MnO3,260.0
La0.67Ca0.33MnOδ,260.0
La0.67Dy0.03Sr0.3MnO3,264.0
La0.67Pb0.33Mn0.7Co0.3O3,260.0
La0.67Pb0.33Mn0.85Co0.15O3,297.0
La0.67Pb0.33Mn0.92Co0.08O3,316.65
La0.67Pb0.33MnO3,360.0
La0.67Sr0.33CoO3,223.0
La0.67Sr0.33Mn0.67Ni0.33O3,255.0
La0.67Sr0.33Mn0.90V0.10O3,301.0
La0.67Sr0.33Mn0.9Cr0.01O3,328.0
La0.67Sr0.33Mn0.9Cr0.1O3,328.0
La0.67Sr0.33Mn0.9Fe0.1O3,266.0
La0.67Sr0.33Mn0.9Ni0.1O3,290.0
La0.67Sr0.33MnO3,369.0
La0.67Sr0.33MnO3 (with Cr substitution),326.0
La0.67Sr0.33MnO3 (with Ti substitution),210.0
La0.69Dy0.01Sr0.3MnO3,315.0
La0.6Bi0.1Sr0.15Ca0.15Mn0.9Cu0.1O3,235.0
La0.6Bi0.1Sr0.2Ca0.1Mn0.9Cu0.1O3,275.0
La0.6Ca0.15Ba0.2MnO3,202.0
La0.6Ca0.2Ba0.15MnO3,295.0
La0.6Ca0.2Sr0.2MnO3,344.27
La0.6Ca0.3Ag0.1MnO3,263.0
La0.6Ca0.4MnO3,265.0
La0.6Eu0.1Sr0.3MnO3,343.0
La0.6Nd0.1Ca0.15Sr0.15Mn0.9Fe0.1O3,298.0
La0.6Nd0.1Ca0.3MnO3,233.0
La0.6Pb0.4MnO3,350.0
La0.6Pr0.1Ba0.3Mn0.9Fe0.1O3,277.0
La0.6Pr0.1Ba0.3MnO3,215.0
La0.6Pr0.1Sr0.3Mn0.85Ru0.15O3,344.0
La0.6Pr0.1Sr0.3Mn0.9Fe0.1O3,205.0
La0.6Pr0.1Sr0.3MnO3,343.0
La0.6Pr0.2Sr0.2MnO3,244.0
La0.6Sr0.2Ba0.15□0.05MnO3,348.0
La0.6Sr0.2Ba0.2MnO3,354.0
La0.6Sr0.2Ca0.2MnO3,337.0
La0.6Sr0.3Ca0.1Mn0.975Fe0.025O3,312.0
La0.6Sr0.3Dy0.1MnO3,307.0
La0.6Sr0.4CoO3,233.5
La0.6Sr0.4Mn0.8Fe0.1Cr0.1O3,212.34
La0.6Sr0.4MnO3,365.0
La0.6Y0.07Ca0.33MnOδ,230.0
"La0.7(Ce,Pr,Nd)0.3Fe11.6Si1.4H1.6",314.0
La0.7-xGdxSr0.3MnO3,270.0
La0.70Ca0.30MnO3,227.0
La0.70Sr0.30MnO3,369.0
La0.725Eu0.075Sr0.2MnO3,271.0
La0.73Sr0.27MnO3,340.0
La0.75Bi0.05Sr0.2MnO3,300.0
La0.75Ca0.08Sr0.17Mn0.9Ga0.1O3,232.4
La0.75Dy0.05Sr0.2MnO3,225.0
La0.75Eu0.05Sr0.2MnO3,305.0
La0.75Gd0.05Sr0.2MnO3,275.0
La0.75Ho0.05Sr0.2MnO3,310.0
La0.75K0.05Sr0.2Mn0.95Ni0.05O3,305.0
La0.75K0.2Mn1.05O3,332.0
La0.75Nd0.05Ba0.3MnO3,325.0
La0.75Sm0.05Sr0.2MnO3,310.0
La0.75Sr0.25MnO3,340.0
La0.775Gd0.225Mn2Si2,26.0
La0.77Ca0.23MnO3,220.0
La0.77Sr0.23Mn0.8Cu0.2O3,293.0
La0.77Sr0.23Mn0.9Cu0.1O3,325.0
La0.77Sr0.23MnO3,300.0
La0.78K0.20Cd0.02MnO3,326.0
La0.796K0.196Mn0.993O3,344.0
La0.7Ag0.2Mn1.1O3,271.0
La0.7Ag0.3MnO3,270.0
La0.7Ba0.12Ca0.18MnO3,298.0
La0.7Ba0.25Nd0.05Mn0.93Cu0.07O3,229.0
La0.7Ba0.25Nd0.05Mn0.95Cu0.05O3,258.0
La0.7Ba0.25Nd0.05Mn0.97Cu0.03O3,275.0
La0.7Ba0.25Nd0.05MnO3,302.0
La0.7Ba0.2K0.1MnO3,311.0
La0.7Ba0.3MnO3,336.0
La0.7Ca0.05Sr0.25MnO3,341.0
La0.7Ca0.06Ba0.24MnO3,320.0
La0.7Ca0.18Ba0.12MnO3,298.0
La0.7Ca0.1Pb0.33MnO3,310.0
La0.7Ca0.1Sr0.2MnO3,326.0
La0.7Ca0.25Sr0.05MnO3,275.0
La0.7Ca0.2Ba0.1MnO3,280.0
La0.7Ca0.2Sr0.1Mn0.95Cr0.05O3,280.0
La0.7Ca0.2Sr0.1Mn0.9Cr0.1O3,255.0
La0.7Ca0.2Sr0.1MnO3,308.0
La0.7Ca0.3CoO3,170.0
La0.7Ca0.3Mn0.85Ni0.15O3,170.0
La0.7Ca0.3Mn0.93Fe0.07O3,112.0
La0.7Ca0.3Mn0.94Fe0.06O3,138.0
La0.7Ca0.3Mn0.95Cu0.05O3,197.3
La0.7Ca0.3Mn0.95Ti0.05O3,136.0
La0.7Ca0.3Mn0.96Fe0.04O3,190.0
La0.7Ca0.3Mn0.9Cu0.1O3,197.3
La0.7Ca0.3Mn0.9Ti0.1O3,90.0
La0.7Ca0.3Mn0.9Zn0.1O3,206.875
La0.7Ca0.3MnO3,252.5
La0.7Pb0.05Na0.25MnO3,334.54
La0.7Pb0.3MnO3,352.0
La0.7Sr0.25MnO3,328.0
La0.7Sr0.25Na0.05Mn0.9Ti0.1O3,155.0
La0.7Sr0.25Na0.05MnO3,363.65
La0.7Sr0.2Nd0.1Mn0.85Ni0.15O3,220.0
La0.7Sr0.2Nd0.1Mn0.95Ni0.05O3,280.0
La0.7Sr0.2Nd0.1Mn0.9Ni0.1O3,238.0
La0.7Sr0.2Sm0.1MnO3,303.0
La0.7Sr0.3CoO3,235.0
La0.7Sr0.3Mn0.093Fe0.07O3,296.0
La0.7Sr0.3Mn0.1Co0.1O3,281.0
La0.7Sr0.3Mn0.60Cr0.40O3,242.0
La0.7Sr0.3Mn0.6Cr0.4O3,242.0
La0.7Sr0.3Mn0.80Cr0.20O3,286.0
La0.7Sr0.3Mn0.80Fe0.20O3,113.0
La0.7Sr0.3Mn0.85Nb0.15O3,123.0
La0.7Sr0.3Mn0.8Cr0.2O3,286.0
La0.7Sr0.3Mn0.8Fe0.2O3,94.0
La0.7Sr0.3Mn0.8Ti0.2O3,243.17000000000002
La0.7Sr0.3Mn0.90Al0.10O3,310.0
La0.7Sr0.3Mn0.92Co0.08O3,297.0
La0.7Sr0.3Mn0.93Fe0.07O3,296.0
La0.7Sr0.3Mn0.94Co0.06O3,310.0
La0.7Sr0.3Mn0.95Al0.05O3,334.0
La0.7Sr0.3Mn0.95Cu0.05O3,350.0
La0.7Sr0.3Mn0.95Cu0.10O3,350.0
La0.7Sr0.3Mn0.95Fe0.05O3,343.0
La0.7Sr0.3Mn0.95Ti0.05O3,308.0
La0.7Sr0.3Mn0.97Ni0.03O3,342.7
La0.7Sr0.3Mn0.98Ni0.02O3,352.6
La0.7Sr0.3Mn0.99Ni0.01O3,357.3
La0.7Sr0.3Mn0.9Al0.1O3,310.0
La0.7Sr0.3Mn0.9Co0.1O3,260.0
La0.7Sr0.3Mn0.9Cr0.1O3,320.5
La0.7Sr0.3Mn0.9Cu0.1O3,350.0
La0.7Sr0.3Mn0.9Fe0.1O3,260.0
La0.7Sr0.3Mn0.9Sn0.1O3,228.0
La0.7Sr0.3Mn0.9Ti0.1O3,210.0
La0.7Sr0.3MnO3,363.5
La0.7Te0.3Mn0.7Fe0.3O3,110.0
La0.7Te0.3Mn0.90Fe0.1O3,180.0
La0.80Sr0.20MnO3,287.0
La0.82Sr0.18MnO3,316.0
La0.833Ag0.167MnO3,278.0
La0.83Sr0.17MnO3,267.5
La0.845Sr0.155Mn0.9Cu0.1O3,265.0
La0.84Sr0.16MnO3,244.0
La0.85Ag0.15MnO3,274.5
La0.85Eu0.05Sr0.1MnO3,121.0
La0.85K0.15MnO3,288.75
La0.85Na0.15MnO3,333.0
La0.85Sr0.15MnO3,320.0
La0.875Sr0.125MnO3,186.0
La0.87Sr0.13MnO3,197.0
La0.8Ag0.1MnO2.92,287.0
La0.8Ag0.1Na0.1MnO3,320.0
La0.8Ag0.2MnO3,296.0
La0.8Ba0.2Mn0.8Fe0.2O3,125.0
La0.8Ba0.2Mn0.9Fe0.1O3,193.0
La0.8Ba0.2MnO3,295.0
La0.8Ca0.2MnO3,230.0
La0.8Cd0.2MnO3,155.0
La0.8Cd0.33MnO3,155.0
La0.8K0.10Ag0.1MnO3,310.0
La0.8K0.1Pb0.1MnO3,307.0
La0.8K0.2MnO3,308.0
La0.8MnO3,283.5
La0.8Na0.05MnO3,260.0
La0.8Na0.15K0.05MnO3,312.6
La0.8Na0.2Mn0.094Bi0.06O3,310.0
La0.8Na0.2Mn0.97Bi0.03O3,288.5
La0.8Na0.2MnO3,330.0
La0.8Pb0.1Na0.1MnO3,247.0
La0.8Pb0.2MnO3,242.5
La0.8Sm0.2Mn2Si2,7.5
La0.8Sr0.2Co1-xVxO3 (x = 0.2),170.0
La0.8Sr0.2CoO3,182.0
La0.8Sr0.2Mn0.95Ni0.05O3,297.0
La0.8Sr0.2MnO3,315.74
La0.90Sr0.10MnO3,118.0
La0.958Li0.025Mn0.9Ti0.1O3,90.0
La0.95Gd0.05Fe11.4Si1.6,215.0
La0.95K0.05MnO3,286.0
La0.9K0.10MnO3,287.4
La0.9K0.1MnO3,282.5
La0.9MnO3,254.0
La0.9Pb0.1MnO3,162.0
La0.9Sr0.1MnO3,252.0
La0.9Te0.1MnO3,239.0
La1.07Fe11Si2,238.0
La1.2Ca1.8Mn2O7,240.0
La1.2Ce0.2Ca1.6Mn2O7,109.0
La1.2Ho0.2Ca1.6Mn2O7,221.0
La1.2Nd0.2Ca1.6Mn2O7,74.0
La1.2Pr0.2Ca1.6Mn2O7,90.0
La1.2Sm0.2Ca1.6Mn2O7,86.5
La1.2Sr1.8Mn2O7,126.0
La1.2Yb0.2Ca1.6Mn2O7,211.0
La1.34Sr1.66Mn2O7,126.0
La1.3Eu0.1Sr0.05Ca1.55Mn2O7,215.0
La1.4(Sr0.4Ba0.6)1.6Mn2O7,190.0
La1.4Ca1.6Mn2O7,270.0
La1.4Sr1.6Mn2O7,120.0
La1.5Ca1.5Mn2O7,215.0
La1.6Bi0.4MnNiO6,255.0
La1.6Ca1.4Mn2O7,166.0
La1.7Bi0.3MnCoO6,205.0
La1.7Fe11.6Si1.4,173.5
La1.7Fe11Co0.8Si1.2,810.25
La18Li8Fe5O39,8.0
La2.15K0.85Mn2O7,247.0
La2/3(Ca0.50Sr0.50)1/3MnO3,337.0
La2/3Ba1/3MnO3,337.0
La2/3Ca1/3MnO3,260.35
La2CoMnO6,215.0
La2CoPtO6,50.0
La2CuIrO6,54.0
La2CuMnO6,50.0
La2Fe14B,530.15
La2MnCoO6,225.0
La2MnIrO6,130.0
La2MnNiO6,275.0
La2NiMnO6,280.0
La3Ni2SbO9,105.0
La4Ba2Cu2O10,5.0
La5Re3MnO16,162.0
La6Co13Sn,190.0
LaBaCo2O5.5,326.0
LaBaMn2O6,335.0
LaBiMn1.5Ni0.5O6,75.0
LaCo13,1290.0
LaCo2As2,123.5
LaCo5,840.0
LaCo5H4,300.0
LaCr0.5Mn0.5O3,125.0
LaCrSb3,127.5
LaCu3Fe2Re2O12,710.0
LaFe10.488Co0.912Si1.6,317.0
LaFe10.4Si2.6,243.0
LaFe10.7Co0.8Si1.4,285.0
LaFe10.7Co0.8Si1.5,285.0
LaFe10.85Co0.75Si1.4,281.0
LaFe10.8Co0.8Si1.4,282.5
LaFe10.944Co0.456Si1.6,253.0
LaFe10.948Co0.952Si1.1,301.0
LaFe10.9Co0.7Si1.4,276.0
LaFe11.186Co0.714Si1.1,274.0
LaFe11.1Co0.5Si1.4,250.0
LaFe11.1Co0.8Si1.1,282.0
LaFe11.2Co0.7Si1.1,274.0
LaFe11.3Co0.3Si1.4,226.0
LaFe11.424Co0.476Si1.1,243.0
LaFe11.47Mn0.25Si1.28-H1.65,304.0
LaFe11.4Mn0.2Si1.4,202.0
LaFe11.4Ni0.2Si1.4,199.0
LaFe11.4Si1.6,207.0
LaFe11.4Si1.6 (with small amount of Nd substitution),212.5
LaFe11.57Si1.43,210.0
LaFe11.5Co0.1Si1.4,207.0
LaFe11.5Mn0.1Si1.4,202.0
LaFe11.5Si1.5,194.0
LaFe11.5Si1.5Bx,206.5
LaFe11.5Si1.5C0.2,242.4
LaFe11.5Si1.5C0.4,244.4
LaFe11.5Si1.5C0.6,265.3
LaFe11.5Si1.5Cy,218.0
LaFe11.5Si1.5H1.5,320.0
LaFe11.6Si1.4,202.0
LaFe11.6Si1.4Cx,219.0
LaFe11.6Si1.4Cy,222.5
LaFe11.7Si1.3B0.03,197.0
LaFe11.7Si1.3B0.06,194.0
LaFe11.7Si1.3B0.1,196.0
LaFe11.7Si1.3B0.2,199.0
LaFe11.7Si1.3B0.3,201.0
LaFe11.7Si1.3B0.5,201.0
LaFe11.7Si1.3Co0.2H1.7,320.0
LaFe11.7Si1.3N1.3,233.0
LaFe11Al2C0.5,291.0
LaFe11Co0.8Si1.2,290.0
LaFe11Co0.9Si1.1,294.0
LaFe12O19,670.0
LaFe13-xSix (x = 1.5),198.0
LaFe13-xSix (x = 2.5),262.0
LaMn0.5Co0.5O3,187.5
LaMn0.5Fe0.5O3,380.0
LaMn0.85Ti0.15MnO3,121.0
LaMn0.9Ti0.1O3,145.3
LaMn1.8Fe0.2Ge2,310.0
LaMn2Ge2,340.0
LaMn2Si2,307.5
LaMn3Ni2Mn2O12,34.0
LaMnGe,420.0
LaMnO3.14,141.0
LaSr2Cr2SbO9,150.0
"Li(Zn,Mn)P",34.0
Li0.5Fe2.5O4,1132.15
Li1.75Co0.25Se,820.168
Li1.75Co0.25Te,805.237
Li1.75Ni0.25Se,939.308
Li1.75Ni0.25Te,668.343
LiGaCr4O8,50.0
LiInCr4O8,50.0
LiMn2O4,45.0
Lu2Fe17,588.0
Lu2NiIrO6,225.0
Lu2NiMnO6,40.0
Lu2O2.875C0.125,455.0
Lu3Co7.77Sn4,63.0
LuCu3Mn4O12,398.0
LuFe4Ge2,643.0
Mg0.15Zn0.65Co0.2Fe2O4,330.55
Mg0.6Cu0.4Fe2O4,630.0
Mg0.95Co0.05H2,340.168
Mg0.95Cr0.05H2,487.939
Mg0.95Mn0.05H2,194.797
Mg0.95Ni0.05H2,220.183
Mg0.95Ti0.05H2,479.098
Mg1.37Fe1.26Ti0.37O4,319.15
Mg1−xTi1+xO3 (x=0.1),260.0
MgBr3@GaN,34.31
MgCl3@GaN,36.02
MgCo2,320.0
MgEr2S4,290.0
MgEr2Se4,301.0
MgF3@GaN,38.0
MgFe2O4,631.0
Mn doped GaAs,110.0
Mn doped β-Ge3N4,500.0
Mn(II)@ZnO,860.0
Mn-diluted GaMnP:C,300.0
Mn-diluted GaN,300.0
Mn-doped GaN,300.0
Mn-doped GaP,273.0
Mn-doped Ge,116.0
Mn-doped MoI3,644.901
Mn-doped SiC,279.01
Mn-doped TiI3,205.0
Mn-doped ZnO,623.0
Mn0.006Ge0.994,25.0
Mn0.035Ge0.965,116.0
Mn0.06Ge0.94,285.0
Mn0.125Ge0.875,400.0
Mn0.1Si0.9,70.0
Mn0.5Co0.5Al,157.0
Mn0.5Fe0.5Al,186.0
Mn0.5Ni0.5Al,20.0
Mn0.73Cr0.27CoGe,190.0
Mn0.75Al0.25CoGe,286.0
Mn0.75Cr0.25CoGe,322.0
Mn0.89Cr0.11NiGe,274.0
Mn0.94Sb0.06CoGe,263.0
Mn0.955CoGe,261.0
Mn0.95CoGe,262.5
Mn0.96Cr0.04CoGe,322.0
Mn0.975Ni0.025CoGe,270.0
Mn0.97Y0.03CoGe,296.0
Mn0.98Al0.02CoGe,270.5
Mn0.98Fe0.02CoGe,295.0
Mn0.99Zn0.01CoGe,320.0
Mn0.9Bi1.1,685.0
Mn0.9Co0.1NiGe,236.0
Mn1.1Bi0.9,696.0
Mn1.25Sb,314.0
Mn1.4PtSn,374.0
Mn1.55Ti0.55Fe0.9O4,317.15
Mn1.8Cr0.2Sb,320.0
Mn1.8Cr0.2Sb0.95Ga0.05,275.0
