#mammos csv v2
#----------------------------------------
# Micromagnetic hysteresis simulations of a 50 nm single-grain cube with randomly sampled Ms, A, and K1. Applied field and anisotropy axis aligned with the cube edge. Source: https://github.com/MaMMoS-project/BSW_data_generation
#----------------------------------------
#SpontaneousMagnetization,ExchangeStiffnessConstant,UniaxialAnisotropyConstant,DemagnetizingFactor,CoercivityHcExternal,Remanence,MaximumEnergyProduct,
#https://w3id.org/emmo/domain/magnetic_material#EMMO_032731f8-874d-5efb-9c9d-6dafaa17ef25,https://w3id.org/emmo/domain/magnetic_material#EMMO_526ed2a5-a017-590e-8eb8-8a900f2b3b78,https://w3id.org/emmo/domain/magnetic_material#EMMO_49a882d1-9ce7-522b-91e7-3a460f25f5ac,https://w3id.org/emmo/domain/magnetic_material#EMMO_0f2b5cc9-d00a-5030-8448-99ba6b7dfd1e,https://w3id.org/emmo/domain/magnetic_material#EMMO_fe101d1d-f1f7-54f8-886b-fa6d6052ce98,https://w3id.org/emmo/domain/magnetic_material#EMMO_8fc78216-4859-53c2-b41e-e38062b04054,https://w3id.org/emmo/domain/magnetic_material#EMMO_e1028129-c23e-57ac-9174-2f34ddbf3926,
#A / m,J / m,J / m3,,A / m,A / m,N / m2,
Ms,A,K1,D,Hc,Mr,BHmax,filepath
2961289.796427191,7.693375591847479e-12,5757463.883989787,0.3333333333333333,1322948.9098808516,2940739.7894133227,2700745.4319462227,data/346982_118_3/parameters.yaml
2398124.837387698,6.1337459411576144e-12,4376419.332423541,0.3333333333333333,1390592.6700863927,2385706.658480929,1781742.4259112529,data/346982_119_0/parameters.yaml
3275780.7255869703,8.541113540355074e-12,3462507.389174113,0.3333333333333333,388046.185763313,3177602.737268479,2983411.5877209585,data/346982_119_1/parameters.yaml
861050.621010399,8.905871244710861e-12,5831735.064833765,0.3333333333333333,,,,data/346982_119_2/parameters.yaml
1919090.4199358649,9.026631658226593e-12,492536.5220788115,0.3333333333333333,165.96305320195142,824.6415205870477,743944.845274172,data/346982_119_3/parameters.yaml
2793816.171510384,8.033020764510035e-12,33584.745248669045,0.3333333333333333,30872.987090133418,137458.35362917624,586493.7383640008,data/346982_11_0/parameters.yaml
1769172.2084698135,6.284691628218493e-12,5845608.726354731,0.3333333333333333,3618773.7919906625,1767350.3868412343,981046.989019377,data/346982_11_1/parameters.yaml
1327453.926090529,6.3021414690564444e-12,4532851.866896513,0.3333333333333333,4100218.0117900777,1326633.9025520543,552845.5271172641,data/346982_11_2/parameters.yaml
3044283.706735345,7.487940109410092e-12,6082796.971740233,0.3333333333333333,1334886.6438739935,3023043.8693253845,2853833.2087782915,data/346982_11_3/parameters.yaml
1183217.3963045878,7.508777602506085e-12,5634279.188232089,0.3333333333333333,6137401.7648267625,1182807.7696517226,439499.1461681398,data/346982_120_0/parameters.yaml
1800406.5004127785,8.527348519278663e-12,955281.2020664889,0.3333333333333333,280396.6994425861,1752328.6809466558,918885.0059935875,data/346982_120_1/parameters.yaml
2508385.186255208,7.343776778663931e-12,2297939.830578021,0.3333333333333333,459507.1176613641,2454004.868602803,1817356.47753125,data/346982_120_2/parameters.yaml
632131.4429685392,9.020294359478369e-12,7118243.1853713645,0.3333333333333333,,,,data/346982_120_3/parameters.yaml
2889043.173449879,7.357195194509127e-12,7179773.023612607,0.3333333333333333,1959575.2231259248,2877050.5298987865,2594109.16819267,data/346982_121_0/parameters.yaml
1309419.4482013432,9.136628389000523e-12,5335983.457214334,0.3333333333333333,5114830.432015954,1308804.0057416456,538109.2535338703,data/346982_121_1/parameters.yaml
2823596.716915921,9.681712148593454e-12,2549353.3502778267,0.3333333333333333,407761.60116222076,2744390.1609161287,2239341.339283115,data/346982_121_2/parameters.yaml
111587.26641265859,6.080518556175392e-12,1362800.9925406966,0.3333333333333333,,,,data/346982_121_3/parameters.yaml
195957.046285386,7.723885535773722e-12,969603.4275813374,0.3333333333333333,7132099.785045588,195926.35236384277,12058.791744437967,data/346982_122_0/parameters.yaml
2007484.0955651668,7.390906067465107e-12,5436321.189010912,0.3333333333333333,2719545.0157042355,2003891.0936624757,1260772.1618156468,data/346982_122_1/parameters.yaml
2169275.0930839772,4.5051612258094545e-12,886880.291540486,0.3333333333333333,35721.95272229185,1928464.696842592,1060685.7547028079,data/346982_122_2/parameters.yaml
2440387.4475593725,8.731333661667678e-12,6107483.212131388,0.3333333333333333,2254013.256534372,2433213.3645376544,1857463.0301424735,data/346982_122_3/parameters.yaml
867806.7801734619,5.727471605001435e-12,3628783.6899000965,0.3333333333333333,5536590.879877085,867557.3994473926,236445.57192158114,data/346982_123_0/parameters.yaml
2613719.61789782,8.140475353750151e-12,831242.3839598934,0.3333333333333333,32312.70571578361,150485.8879269361,1254540.5863226308,data/346982_123_1/parameters.yaml
2250036.2633869466,8.189330465436686e-12,3746054.901898272,0.3333333333333333,1338864.0668618162,2238079.5098375855,1567843.968547517,data/346982_123_2/parameters.yaml
1602457.798230526,9.866247914323966e-12,7199699.034619929,0.3333333333333333,5480887.356094978,1601583.1260078298,805772.5527546782,data/346982_123_3/parameters.yaml
221431.39917981025,5.085463865379472e-12,3753518.116200619,0.3333333333333333,,,,data/346982_124_0/parameters.yaml
953993.5597903247,6.364746636941875e-12,4868198.759617257,0.3333333333333333,6785957.70147398,953742.5873205203,285761.0605790153,data/346982_124_1/parameters.yaml
2413980.5359602277,8.586628412709427e-12,7773287.911181461,0.3333333333333333,3161200.679708446,2409539.0127236648,1822821.930263412,data/346982_124_2/parameters.yaml
1452859.6064710575,4.464077390631781e-12,4408116.015253787,0.3333333333333333,3415851.8198131784,1451610.84740239,661867.9035262003,data/346982_124_3/parameters.yaml
2036358.7352955812,9.838636593025286e-12,3587567.745543175,0.3333333333333333,1589535.6477456419,2028457.457384945,1289874.2245051856,data/346982_125_0/parameters.yaml
718213.8068425752,9.580547925266462e-12,4146113.7423480153,0.3333333333333333,,,,data/346982_125_1/parameters.yaml
469698.29898378724,2.5333746149281002e-12,872075.4423564932,0.3333333333333333,2460919.8926128116,469536.27436843875,69256.10719384493,data/346982_125_2/parameters.yaml
1263226.6558636976,7.581275265295913e-12,6524505.729016215,0.3333333333333333,6638740.2145559555,1262795.6393672999,500956.8481435608,data/346982_125_3/parameters.yaml
842350.8452026756,5.35849975434671e-12,389548.8898202727,0.3333333333333333,471452.9743607961,836350.0929977493,218459.30662937483,data/346982_126_0/parameters.yaml
3485281.8355717757,8.305305408506096e-12,8088540.897973496,0.3333333333333333,1517916.28058645,3461428.7389881485,3742196.056971679,data/346982_126_1/parameters.yaml
532772.9053406654,8.365361358956403e-12,944930.0205169918,0.3333333333333333,2444996.4440738554,532564.8828013992,89097.42142613677,data/346982_126_2/parameters.yaml
3240608.0072530364,8.508859688960639e-12,87395.56044104432,0.3333333333333333,28633.94345802979,124317.52031550059,687669.6165699413,data/346982_126_3/parameters.yaml
1986131.4806252276,5.44768360913675e-12,3290185.562303693,0.3333333333333333,1366720.3747191217,1977587.4633046002,1225470.669000356,data/346982_127_0/parameters.yaml
253146.13290464942,9.527367144743318e-12,2753782.7045134464,0.3333333333333333,,,,data/346982_127_1/parameters.yaml
1157572.8770063375,8.879146886840372e-12,4152423.8320973055,0.3333333333333333,4545850.839239522,1157029.9770497081,420539.6511633288,data/346982_127_2/parameters.yaml
128294.55454785093,7.068172409252611e-12,5041257.310673661,0.3333333333333333,,,,data/346982_127_3/parameters.yaml
157082.51955036336,6.5431998549713124e-12,1867214.3476104492,0.3333333333333333,,,,data/346982_128_0/parameters.yaml
478377.25388782873,6.01063996661929e-12,4242530.8466169415,0.3333333333333333,,,,data/346982_128_1/parameters.yaml
150716.62053116306,8.791419459834985e-12,2023876.4514181828,0.3333333333333333,,,,data/346982_128_2/parameters.yaml
1695961.1603500133,7.96669109722458e-12,2863943.737215102,0.3333333333333333,1625347.8467827984,1690900.31220462,896977.5331013304,data/346982_128_3/parameters.yaml
1691486.8555628113,8.660504672200492e-12,5769159.060672233,0.3333333333333333,3897294.234578396,1689967.3582997078,897060.0247223248,data/346982_129_0/parameters.yaml
1030777.1869212282,4.0484273659564344e-12,1905582.69455577,0.3333333333333333,2102820.2580771865,1029671.264372129,332992.02246135887,data/346982_129_1/parameters.yaml
1599668.9946298986,9.423969551514395e-12,3617873.6893798388,0.3333333333333333,2445001.0148804015,1597118.9384249612,800953.4614894636,data/346982_129_2/parameters.yaml
973971.7105928737,8.799702584532507e-12,5583252.301585626,0.3333333333333333,7732928.303290674,973734.7260525995,297866.87801161985,data/346982_129_3/parameters.yaml
2687306.713636241,5.820956639385794e-12,3869901.3245271994,0.3333333333333333,837521.7310463228,2659317.9871872547,2194389.1192408823,data/346982_12_0/parameters.yaml
368025.529384863,7.291802251304804e-12,6285783.597295047,0.3333333333333333,,,,data/346982_12_1/parameters.yaml
3582283.851198329,9.466633073783094e-12,1648227.4691011882,0.3333333333333333,30415.329384549932,142524.35321020123,2376153.2600818668,data/346982_12_2/parameters.yaml
1196559.26105903,2.1073795213098083e-12,337861.3969965011,0.3333333333333333,93931.05686632224,1140915.2380852932,367028.7191903168,data/346982_12_3/parameters.yaml
290934.4119976827,6.386973585483966e-12,2166591.697761033,0.3333333333333333,,,,data/346982_130_0/parameters.yaml
1546051.3125346573,1.690467764555345e-12,1570175.352001289,0.3333333333333333,662458.1125388369,1535204.5424468669,735928.5138058802,data/346982_130_1/parameters.yaml
379994.697098788,9.043377827308014e-12,3936978.666522495,0.3333333333333333,,,,data/346982_130_2/parameters.yaml
3252225.2314155065,9.026965947740824e-12,7696575.3355104625,0.3333333333333333,1700944.8720251098,3233677.8525671884,3271272.76489348,data/346982_130_3/parameters.yaml
1845153.0954475,2.394590893006756e-12,258153.78569345118,0.3333333333333333,13026.736001997766,55894.58626310497,482807.780068511,data/346982_131_0/parameters.yaml
296785.3209582107,5.358506965631452e-12,2806847.197561689,0.3333333333333333,,,,data/346982_131_1/parameters.yaml
2677326.542352716,8.728647121170965e-12,6936768.235623621,0.3333333333333333,2238097.187778552,2668507.454644134,2233431.750347971,data/346982_131_2/parameters.yaml
737020.4687825246,8.284848756825738e-12,2265075.0767534897,0.3333333333333333,4136024.0775095713,736782.6673337995,170534.98540154885,data/346982_131_3/parameters.yaml
2877197.192779841,8.015744376081487e-12,2196023.156383242,0.3333333333333333,237374.9711034853,2755412.662544376,2172016.343759671,data/346982_132_0/parameters.yaml
3248054.1690713605,7.1128838062530864e-12,6838801.028559659,0.3333333333333333,1346824.3843570764,3224608.529436914,3245751.1947944034,data/346982_132_1/parameters.yaml
1755975.0339439325,3.376477853661244e-12,2414147.587717268,0.3333333333333333,1068304.221885116,1747367.6349019553,956133.0287432912,data/346982_132_2/parameters.yaml
2917288.236062228,8.907563807911744e-12,3018860.77440368,0.3333333333333333,483380.4830083164,2848866.354498146,2437319.5882093646,data/346982_132_3/parameters.yaml
2278945.5583428177,5.446753439478344e-12,197921.20671638745,0.3333333333333333,21556.23496533075,86602.58816623696,567587.7460703099,data/346982_133_0/parameters.yaml
2699658.4428683836,7.498611741103945e-12,2752255.0130266314,0.3333333333333333,495323.799759515,2643795.2574974676,2113671.8122556196,data/346982_133_1/parameters.yaml
1257740.3680353772,9.148707589708326e-12,5272184.091494247,0.3333333333333333,5317753.1011907905,1257199.6455111685,496514.9060357658,data/346982_133_2/parameters.yaml
292251.2189642017,6.621457896810337e-12,3318922.148559743,0.3333333333333333,,,,data/346982_133_3/parameters.yaml
3215273.4262060346,7.498922907537758e-12,1746446.9500065139,0.3333333333333333,68435.59860636378,312631.40550322726,2191601.470689698,data/346982_134_0/parameters.yaml
2032492.9374924367,6.71397655371936e-12,4083737.9523851145,0.3333333333333333,1808378.1453932961,2026140.057897081,1287762.313239522,data/346982_134_1/parameters.yaml
221637.4121363589,2.822350288351485e-12,2518354.8965533893,0.3333333333333333,,,,data/346982_134_2/parameters.yaml
2523218.504631038,9.916777841883336e-12,3104605.450320043,0.3333333333333333,817614.9645246451,2493639.1613777597,1925087.3911564755,data/346982_134_3/parameters.yaml
3251716.576586855,8.028239751480397e-12,6987349.246423826,0.3333333333333333,1426401.1897891075,3229250.877001922,3256748.8104492044,data/346982_135_0/parameters.yaml
