#mammos csv v1
#SpontaneousMagnetization,ExchangeStiffnessConstant,UniaxialAnisotropyConstant,,,,,CoercivityHcExternal,Remanence,MaximumEnergyProduct,
#https://w3id.org/emmo/domain/magnetic_material#EMMO_032731f8-874d-5efb-9c9d-6dafaa17ef25,https://w3id.org/emmo/domain/magnetic_material#EMMO_526ed2a5-a017-590e-8eb8-8a900f2b3b78,https://w3id.org/emmo/domain/magnetic_material#EMMO_49a882d1-9ce7-522b-91e7-3a460f25f5ac,,,,,https://w3id.org/emmo/domain/magnetic_material#EMMO_fe101d1d-f1f7-54f8-886b-fa6d6052ce98,https://w3id.org/emmo/domain/magnetic_material#EMMO_8fc78216-4859-53c2-b41e-e38062b04054,https://w3id.org/emmo/domain/magnetic_material#EMMO_e1028129-c23e-57ac-9174-2f34ddbf3926,
#A / m,J / m,J / m3,rad,rad,rad,rad,A / m,A / m,J / m3,
Ms,A,K1,k1_theta,k1_phi,h_theta,h_phi,Hc,Mr,BHmax,file_path
1718249.0089775247,6.868083057214862e-12,678667.7666920881,0.,0.,0.0178887823,1.57079632679,222816.92032865412,1644772.3269905285,787888.7678983861,data/289529_487/parameters.json
3557948.661971085,1.0278083547086999e-12,6669052.071618958,0.,0.,0.0178887823,1.57079632679,668450.7609859614,3515889.7862357614,3815221.562995177,data/289529_488/parameters.json
3951655.9743908383,7.427442346058375e-12,2953587.6480431114,0.,0.,0.0178887823,1.57079632679,135281.70162811165,590646.8554651913,3534810.6876186184,data/289529_489/parameters.json
2628594.1098293774,7.719446435055722e-13,1772387.2100894332,0.,0.,0.0178887823,1.57079632679,206901.42601946465,879860.5267230661,1600478.6312230406,data/289529_49/parameters.json
602520.266801746,9.138507265909336e-12,1780069.0507165904,0.,0.,0.0178887823,1.57079632679,4106197.531770848,602356.8391162575,113973.1057070431,data/289529_490/parameters.json
3569107.1803115075,1.690000019184204e-12,1481620.6873536252,0.,0.,0.0178887823,1.57079632679,63661.977236758736,262239.4419282637,1944471.661269185,data/289529_492/parameters.json
3466943.041127969,3.0369045202295637e-12,8179890.774137712,0.,0.,0.0178887823,1.57079632679,1392605.7520540855,3443560.778697539,3703730.448879515,data/289529_493/parameters.json
1575232.955525869,3.2553476242810814e-13,9068308.401790552,0.,0.,0.0178887823,1.57079632679,6835704.805796796,1574611.7506795032,778890.7314850254,data/289529_494/parameters.json
2375762.24914577,5.890385442471169e-12,9032427.378669417,0.,0.,0.0178887823,1.57079632679,3955000.335833551,2372565.9815408667,1767742.857863814,data/289529_495/parameters.json
2527741.647457429,5.581298026754977e-12,264147.2008365593,0.,0.,0.0178887823,1.57079632679,23873.2414637849,86497.26942710899,718658.2825998684,data/289529_496/parameters.json
2560501.8781834645,6.816793342380797e-12,3036906.9523553355,0.,0.,0.0178887823,1.57079632679,684366.255295151,2525648.769626727,1965179.391248599,data/289529_497/parameters.json
2435418.782902011,6.5866430142685465e-12,2797943.0503056333,0.,0.,0.0178887823,1.57079632679,684366.255295151,2403701.9588404032,1782748.1662571076,data/289529_50/parameters.json
3843837.120778582,9.117541199937296e-12,1336706.4636558853,0.,0.,0.0178887823,1.57079632679,31830.98861837967,117623.06344502824,2387615.1587252477,data/289529_500/parameters.json
3117611.888318492,4.085732196016311e-12,3905254.542261592,0.,0.,0.0178887823,1.57079632679,429718.3463481182,3054277.966497578,2813981.785608656,data/289529_501/parameters.json
425424.2420555931,6.591834483757719e-12,2000995.009360296,0.,0.,0.0178887823,1.57079632679,6668592.115550309,425348.9183385678,56837.17438067008,data/289529_502/parameters.json
3066971.228815132,6.801849777683948e-12,4657157.208643605,0.,0.,0.0178887823,1.57079632679,811690.2097686672,3029219.997127244,2834598.90648822,data/289529_503/parameters.json
3858282.7181635294,9.162869897137088e-13,4674129.926650244,0.,0.,0.0178887823,1.57079632679,469507.0821210921,1645016.0003786378,3724464.6115868296,data/289529_504/parameters.json
2303859.3352700123,7.866926841948883e-13,8255817.655707248,0.,0.,0.0178887823,1.57079632679,3421831.2764757127,2300540.963755763,1661981.3171174068,data/289529_507/parameters.json
1743076.5301093482,3.3436304233623357e-12,9573741.920388224,0.,0.,0.0178887823,1.57079632679,6589014.644004364,1742252.797885863,953533.0633831389,data/289529_508/parameters.json
2777701.576878604,8.051359361555292e-12,267337.500245822,0.,0.,0.0178887823,1.57079632679,31830.98861837967,104099.8462675432,832189.6118755653,data/289529_509/parameters.json
3019419.141749205,3.846145763438293e-13,5165191.198957227,0.,0.,0.0178887823,1.57079632679,668450.7609859614,2988803.8051909227,2769637.373732575,data/289529_510/parameters.json
2567281.479644917,6.5557016343216096e-12,9587293.053615533,0.,0.,0.0178887823,1.57079632679,3764014.4041232807,2563204.354349547,2062991.5172702617,data/289529_512/parameters.json
3789636.416679428,3.8636780834771946e-12,3148161.179619241,0.,0.,0.0178887823,1.57079632679,55704.23008216397,186137.93077088275,3308676.922115212,data/289529_516/parameters.json
1514764.5025765414,9.887633142748028e-12,3696963.913276634,0.,0.,0.0178887823,1.57079632679,2793169.2512627398,1512852.1203645468,718766.3755485184,data/289529_517/parameters.json
3178511.0974001973,5.934362716392829e-12,6364139.728261897,0.,0.,0.0178887823,1.57079632679,1257324.050425975,3154177.0095521463,3103198.512122616,data/289529_518/parameters.json
2637896.204710341,2.499992095760317e-12,2471695.522580892,0.,0.,0.0178887823,1.57079632679,230774.6674832489,2565656.0536436206,1949506.3827153149,data/289529_52/parameters.json
659514.8940352119,4.919507382645177e-12,359847.3423009933,0.,0.,0.0178887823,1.57079632679,652535.2666767719,657302.9787547988,135491.89056407972,data/289529_520/parameters.json
3905455.355893925,5.467267198142872e-12,3597354.504611669,0.,0.,0.0178887823,1.57079632679,23873.2414637849,87147.058727834,3681244.0901440745,data/289529_521/parameters.json
931381.8098993266,6.123585749371131e-12,961603.1057144444,0.,0.,0.0178887823,1.57079632679,1177746.578880027,929282.6734330504,271047.97631696775,data/289529_522/parameters.json
3505073.561810309,6.579118799691736e-13,1184922.124307525,0.,0.,0.0178887823,1.57079632679,87535.21870054302,287103.28157395805,1550724.8896032532,data/289529_523/parameters.json
2667540.2705689752,3.621137501741069e-12,7587902.216283058,0.,0.,0.0178887823,1.57079632679,2435070.6293059825,2660042.2792513543,2220104.898518322,data/289529_525/parameters.json
3319607.090946706,7.661113957273306e-12,2504782.0619286504,0.,0.,0.0178887823,1.57079632679,119366.2073189221,3117656.9561760267,2744682.823056489,data/289529_526/parameters.json
1950862.945616375,7.376149010126151e-12,1393148.3751970842,0.,0.,0.0178887823,1.57079632679,453591.5878119026,1912642.5626517248,1111722.6203998348,data/289529_527/parameters.json
2690588.6823406545,3.3210154853930536e-12,1561991.6715153295,0.,0.,0.0178887823,1.57079632679,23873.2414637849,104070.45063154586,1721828.0662817922,data/289529_529/parameters.json
707159.4825448057,9.681881786133149e-12,1274376.2567098555,0.,0.,0.0178887823,1.57079632679,2427112.882151388,706762.7301363936,156909.25569091598,data/289529_53/parameters.json
2403638.9540363303,8.814246768119023e-12,2246254.3280716534,0.,0.,0.0178887823,1.57079632679,557042.3008216346,2359704.714482261,1696488.754615226,data/289529_530/parameters.json
3050738.474587116,2.0437548719333164e-12,9132228.16636546,0.,0.,0.0178887823,1.57079632679,2299788.9276778745,3040605.0945221074,2899592.8328064424,data/289529_532/parameters.json
2440286.311884177,8.661721117634696e-12,2913974.853570802,0.,0.,0.0178887823,1.57079632679,795774.7154594777,2411655.4147974546,1800489.7636631962,data/289529_533/parameters.json
1885612.82967456,2.459994914543307e-12,7691885.923397496,0.,0.,0.0178887823,1.57079632679,4504084.889500578,1884062.624440218,1114967.4990275025,data/289529_534/parameters.json
3040295.135957045,8.291470158853334e-12,3601890.007025995,0.,0.,0.0178887823,1.57079632679,557042.3008216346,2980018.679457728,2689576.208140785,data/289529_537/parameters.json
3757900.506368237,1.8402164853266706e-12,5014045.736972705,0.,0.,0.0178887823,1.57079632679,429718.3463481182,3644614.4115199503,3849497.177885248,data/289529_538/parameters.json
1863947.3333522724,5.691184809984421e-12,3547255.9184228536,0.,0.,0.0178887823,1.57079632679,1790493.10978382,1858480.3819799423,1083608.3232668752,data/289529_539/parameters.json
3486280.589388222,7.00323651299654e-12,2250588.324103623,0.,0.,0.0178887823,1.57079632679,119366.2073189221,506636.94285607134,2770231.1318600955,data/289529_54/parameters.json
2754949.275609408,1.3892649090965816e-13,8690391.036053,0.,0.,0.0178887823,1.57079632679,2419155.134996793,2748030.5633873427,2369913.1130303657,data/289529_540/parameters.json
3748974.040545004,9.884249083046267e-12,2315169.437087496,0.,0.,0.0178887823,1.57079632679,127323.95447351687,568104.6630260479,3117850.017760465,data/289529_541/parameters.json
1348761.938149094,6.217938817324106e-12,5396993.527628548,0.,0.,0.0178887823,1.57079632679,4965634.224467064,1348082.4117516482,570884.199038961,data/289529_542/parameters.json
2257183.3070766977,6.784510267787514e-12,9463978.60606659,0.,0.,0.0178887823,1.57079632679,4559789.119582741,2254830.762513261,1596869.08663307,data/289529_543/parameters.json
1493183.8371433024,9.795796886384067e-12,599149.2679963337,0.,0.,0.0178887823,1.57079632679,302394.3918746019,1454150.7180557242,634592.430991604,data/289529_544/parameters.json
3922024.0535637857,1.862461794835536e-12,9773230.489614457,0.,0.,0.0178887823,1.57079632679,1241408.5561167852,3891197.212274768,4719683.857105941,data/289529_545/parameters.json
1460931.8103385065,3.752311965680253e-12,5860271.921868711,0.,0.,0.0178887823,1.57079632679,4782606.039911389,1460102.2436374924,669680.6472571957,data/289529_546/parameters.json
271808.9160900914,8.704162302847724e-12,821486.7404998498,0.,0.,0.0178887823,1.57079632679,4352887.693563281,271761.7717535773,23194.341655953984,data/289529_548/parameters.json
3159417.3718952383,9.110077541186508e-12,32296.9214111917,0.,0.,0.0178887823,1.57079632679,31830.98861837967,136630.94551938682,732562.2888723613,data/289529_550/parameters.json
2476228.2559387693,7.025676563983558e-12,6546512.000100349,0.,0.,0.0178887823,1.57079632679,2427112.882151388,2469429.4959926084,1913426.1199557064,data/289529_551/parameters.json
2468540.3145285454,8.212034489468592e-12,569567.9250597232,0.,0.,0.0178887823,1.57079632679,31830.98861837967,136681.64940774455,1098729.184216404,data/289529_553/parameters.json
3825149.302582131,9.064765188162874e-12,7341878.848093877,0.,0.,0.0178887823,1.57079632679,1002676.141478942,3778789.457688913,4412158.219544561,data/289529_554/parameters.json
2643639.3592081955,9.663164128352344e-12,8154761.11432181,0.,0.,0.0178887823,1.57079632679,2968239.6886638203,2637496.863149362,2183393.856775125,data/289529_555/parameters.json
3078660.134022353,1.5727230859270241e-12,2143509.1286236797,0.,0.,0.0178887823,1.57079632679,95492.96585513778,627411.0971611915,2126947.53272411,data/289529_556/parameters.json
1595959.887882087,6.6788927712944995e-12,4540999.959424965,0.,0.,0.0178887823,1.57079632679,3199014.356147064,1594213.3072492275,798216.4009316897,data/289529_557/parameters.json
2818997.674823804,5.350709186029594e-13,6346861.785878572,0.,0.,0.0178887823,1.57079632679,1376690.2577448962,2804958.426828057,2463307.7505518333,data/289529_558/parameters.json
1411794.171261873,4.84819064294141e-12,2599174.045013855,0.,0.,0.0178887823,1.57079632679,1925774.811411928,1409162.24725429,623423.4261474934,data/289529_559/parameters.json
2913646.084888515,7.373911027549646e-12,3562072.2636758704,0.,0.,0.0178887823,1.57079632679,612746.5309037981,2863977.6534146643,2503006.8380251806,data/289529_56/parameters.json
2239144.9197884453,1.6094748374022028e-12,2220639.9732428105,0.,0.,0.0178887823,1.57079632679,366056.3691113601,2201892.355774598,1477100.1986791987,data/289529_560/parameters.json
1314508.063163034,2.81423434699008e-13,2467098.7177235438,0.,0.,0.0178887823,1.57079632679,1758662.1211654416,1312307.1656630533,540724.1787871743,data/289529_561/parameters.json
3497351.4289817684,8.821793230709241e-12,6818112.794763248,0.,0.,0.0178887823,1.57079632679,1153873.3374162426,3463540.7453021486,3727948.221527816,data/289529_564/parameters.json
1456555.2945765755,4.115253762509013e-12,1219455.789216712,0.,0.,0.0178887823,1.57079632679,644577.5195221772,1444401.5938419092,650230.4769250122,data/289529_565/parameters.json
1906844.6355385825,7.118686850515192e-12,8265276.311814048,0.,0.,0.0178887823,1.57079632679,5005422.960240038,1905415.502933982,1140424.0141962026,data/289529_566/parameters.json
3702757.449753711,6.021261414056041e-12,3250649.459492095,0.,0.,0.0178887823,1.57079632679,47746.48292756921,3469218.2602696074,3368760.172195662,data/289529_567/parameters.json
2728478.334140293,4.614588280297247e-12,437316.9346843836,0.,0.,0.0178887823,1.57079632679,23873.2414637849,68981.65699955031,943681.50982334,data/289529_569/parameters.json
1124737.3973667868,8.091640245188158e-12,5313229.184930444,0.,0.,0.0178887823,1.57079632679,6191127.286274632,1124368.4609925507,397131.8279758129,data/289529_57/parameters.json
2746598.562149934,7.841548130331559e-12,8442255.268438084,0.,0.,0.0178887823,1.57079632679,2840915.734190307,2739652.0838453155,2355474.735637224,data/289529_570/parameters.json
2669966.059543,3.200966437546776e-12,2938069.7603571704,0.,0.,0.0178887823,1.57079632679,413802.8520389287,2619109.434412393,2076637.393255682,data/289529_571/parameters.json
1635717.7397119787,8.511652118819052e-12,4290328.79558971,0.,0.,0.0178887823,1.57079632679,2920493.205736253,1633601.73855291,838083.364342094,data/289529_572/parameters.json
3160811.260089327,5.7063387155602384e-12,3318337.1292438707,0.,0.,0.0178887823,1.57079632679,310352.1390291967,3066259.1032228684,2773243.147778484,data/289529_575/parameters.json
990129.9060395196,2.8390319090885934e-12,878384.3553730715,0.,0.,0.0178887823,1.57079632679,867394.4398508307,986592.5184840492,305205.5343688235,data/289529_576/parameters.json
3687043.1670940905,2.559882649652429e-12,1136664.2433790895,0.,0.,0.0178887823,1.57079632679,55704.23008216397,195523.1276879972,1931338.3455886368,data/289529_578/parameters.json
3884012.6455321545,2.3159770483135887e-12,3579727.102419352,0.,0.,0.0178887823,1.57079632679,151197.19593730118,829381.1030465642,3449352.612274748,data/289529_579/parameters.json
3350106.919175089,8.049448054629684e-13,7888815.89889744,0.,0.,0.0178887823,1.57079632679,1265281.7975805695,3328584.89451233,3461967.0981702683,data/289529_58/parameters.json
2340838.280668011,6.192273901033028e-12,7328317.431057779,0.,0.,0.0178887823,1.57079632679,3103521.390291929,2336543.545015569,1714051.569303528,data/289529_581/parameters.json
1648840.56570246,6.800503575771533e-12,481790.16043352016,0.,0.,0.0178887823,1.57079632679,103450.71300973254,1550427.8453914246,686251.3470145493,data/289529_586/parameters.json
3255733.814831127,9.75571562439666e-12,447034.10233551095,0.,0.,0.0178887823,1.57079632679,31830.98861837967,115040.6970235134,1204838.0096807657,data/289529_587/parameters.json
1649495.2684805975,7.840519543609648e-12,9663757.708075712,0.,0.,0.0178887823,1.57079632679,7384789.359463823,1648832.6372099568,854029.2984013484,data/289529_588/parameters.json
3786689.851873179,4.33104421470999e-12,4644568.997889254,0.,0.,0.0178887823,1.57079632679,183028.1845556803,3654602.292948133,3870638.9001726015,data/289529_59/parameters.json
1887139.0233189284,1.974398812323541e-12,8483797.853167647,0.,0.,0.0178887823,1.57079632679,5021338.454549227,1885801.4972103408,1117064.6584540778,data/289529_590/parameters.json
3874021.070990215,6.3069463213177055e-12,8961438.946458427,0.,0.,0.0178887823,1.57079632679,1297112.7861989485,3840498.03536735,4591775.736490028,data/289529_591/parameters.json
1577184.6907774005,1.792962627053657e-12,1471139.6763050498,0.,0.,0.0178887823,1.57079632679,596831.0365946084,1563643.2321318917,761450.919568548,data/289529_592/parameters.json
3229707.1007988947,3.177328417868491e-12,9536491.416301876,0.,0.,0.0178887823,1.57079632679,2228169.203286523,3217494.7954306537,3245425.818127612,data/289529_593/parameters.json
578335.3834117943,9.85452121071885e-12,2957141.89113426,0.,0.,0.0178887823,1.57079632679,7201761.174908147,578225.0024548472,105035.39846165564,data/289529_597/parameters.json
3023060.289479884,3.837756724855026e-12,4965802.252787204,0.,0.,0.0178887823,1.57079632679,851478.9455416412,2991282.782359132,2774624.264696236,data/289529_599/parameters.json
1162066.241556447,9.985892023819268e-12,137665.43906821992,0.,0.,0.0178887823,1.57079632679,55704.23008216397,1094957.0512473,342997.62578006665,data/289529_60/parameters.json
1158957.5355660564,6.1176986712137545e-12,6851591.021309909,0.,0.,0.0178887823,1.57079632679,7782676.717193553,1158639.6775007306,421726.6156897709,data/289529_602/parameters.json
3407405.5470717344,5.737424529201329e-12,1929476.5573833447,0.,0.,0.0178887823,1.57079632679,111408.46016432732,456406.6291299425,2484144.0930755883,data/289529_603/parameters.json
1682416.254604777,5.61699097220456e-12,9134520.328886444,0.,0.,0.0178887823,1.57079632679,6652676.62124112,1681650.359211461,888368.5013055519,data/289529_606/parameters.json
2843011.262966951,7.534079503528573e-12,4091373.049503529,0.,0.,0.0178887823,1.57079632679,859436.692696236,2810297.6047888864,2445039.889645447,data/289529_608/parameters.json
1872448.141684224,7.225769871026201e-12,3481644.50273099,0.,0.,0.0178887823,1.57079632679,1766619.8683200362,1866746.010640076,1093182.442933007,data/289529_609/parameters.json
1510004.314706775,7.510652773450661e-12,2974579.083138504,0.,0.,0.0178887823,1.57079632679,2100845.2488130094,1507238.4182439733,713233.5289407421,data/289529_611/parameters.json
1683701.0101527532,5.179950002059567e-13,3834020.129666094,0.,0.,0.0178887823,1.57079632679,2076972.0073492252,1680597.5226882289,886751.7267420758,data/289529_612/parameters.json
2008223.227711084,3.968192857501432e-12,8872643.546190182,0.,0.,0.0178887823,1.57079632679,4933803.235848687,2006621.5587301136,1264770.215064281,data/289529_614/parameters.json
3925112.690728856,3.0819897143373137e-12,6206185.169768114,0.,0.,0.0178887823,1.57079632679,397887.3577297392,3840734.31042088,4422045.256840768,data/289529_615/parameters.json
1516521.9585113055,7.524768811508428e-12,538193.3843632947,0.,0.,0.0178887823,1.57079632679,230774.6674832489,1461160.5214967222,628688.4574437304,data/289529_616/parameters.json
3401017.527615279,3.3251643092084597e-12,7860967.755521994,0.,0.,0.0178887823,1.57079632679,1384648.004899491,3378084.9663104736,3564294.7009042483,data/289529_617/parameters.json
2507308.082234859,1.1873644063912413e-12,2845169.8310192158,0.,0.,0.0178887823,1.57079632679,374014.11626595486,2466394.1609347127,1852361.4244932996,data/289529_618/parameters.json
2577525.5057747755,6.659344559470235e-12,3148434.345996383,0.,0.,0.0178887823,1.57079632679,708239.4967589353,2543888.0759264184,1996329.4786487096,data/289529_619/parameters.json
2599904.384737575,8.041426302167308e-12,1173053.222897213,0.,0.,0.0178887823,1.57079632679,39788.73577297444,2394052.159494948,1606281.4406430975,data/289529_62/parameters.json
1306813.2778769934,7.601837531410233e-12,803303.2965637568,0.,0.,0.0178887823,1.57079632679,549084.5536670398,1293176.4313741864,519503.9733613114,data/289529_620/parameters.json
954811.9650140812,6.676773661857214e-13,5641819.160282842,0.,0.,0.0178887823,1.57079632679,7687183.751338418,954585.0407783288,286267.4602744566,data/289529_621/parameters.json
784185.477026421,3.180466943902348e-12,3431659.2942635072,0.,0.,0.0178887823,1.57079632679,5848944.158627065,783986.0293431759,193075.33464430863,data/289529_622/parameters.json
2862119.576494843,4.354340538011712e-12,1195718.316750699,0.,0.,0.0178887823,1.57079632679,87535.21870054302,370577.2103656884,1671080.9299116272,data/289529_623/parameters.json
1840698.023408213,4.252875176520822e-12,2868432.3122815043,0.,0.,0.0178887823,1.57079632679,1320986.0276627329,1832989.002094772,1052929.689838875,data/289529_624/parameters.json
1450247.3763515586,5.546481219061034e-12,6566420.573063213,0.,0.,0.0178887823,1.57079632679,5570423.008216254,1449561.0323602073,660067.189246178,data/289529_626/parameters.json
3954173.6277929945,9.657267441245072e-12,3832828.3416196895,0.,0.,0.0178887823,1.57079632679,135281.70162811165,3738246.908144673,3963296.115004116,data/289529_627/parameters.json
1909498.611594434,8.938005891757498e-12,7874063.541693713,0.,0.,0.0178887823,1.57079632679,4774648.292756794,1907957.8236673472,1143448.2903238714,data/289529_628/parameters.json
1746088.8630712212,6.28855838800939e-12,2231646.8227836587,0.,0.,0.0178887823,1.57079632679,1090211.3601794844,1736835.339109818,944231.117798846,data/289529_63/parameters.json
2600910.287787804,5.094950775107358e-13,6618450.452207548,0.,0.,0.0178887823,1.57079632679,1854155.087020577,2592161.39003033,2107280.132127969,data/289529_630/parameters.json
3118738.109751999,9.628099071938254e-12,9144434.28504351,0.,0.,0.0178887823,1.57079632679,2506690.353697334,3107870.269911648,3028907.448532531,data/289529_631/parameters.json
1367109.5444942028,7.238297180054177e-12,7246245.767070844,0.,0.,0.0178887823,1.57079632679,6795916.070023823,1366615.9350234391,586701.0365752844,data/289529_632/parameters.json
888600.3952639528,7.58013779152224e-12,3019440.9944913946,0.,0.,0.0178887823,1.57079632679,4496127.142345984,888282.0211702575,247863.23000007935,data/289529_634/parameters.json
2157363.505518168,4.647619452856634e-12,2113637.425915523,0.,0.,0.0178887823,1.57079632679,549084.5536670398,2126652.208895402,1391045.6206251266,data/289529_636/parameters.json
862633.4078670377,5.341739930855454e-12,4560889.953855361,0.,0.,0.0178887823,1.57079632679,7138099.19767139,862429.4173389721,233662.66254083617,data/289529_637/parameters.json
2967338.849092921,4.795051304434705e-12,4518908.289878696,0.,0.,0.0178887823,1.57079632679,779859.2211502882,2932717.430336666,2660255.013346746,data/289529_64/parameters.json
2707527.9779415266,3.912751335781129e-12,9692306.731580967,0.,0.,0.0178887823,1.57079632679,3366127.0463935505,2702382.058669599,2292724.6146876025,data/289529_640/parameters.json
3234570.017406198,3.246174267088385e-13,6434044.463148186,0.,0.,0.0178887823,1.57079632679,859436.692696236,3207030.900713528,3201210.873159253,data/289529_642/parameters.json
1667341.148320579,9.669366382017333e-12,7075510.226295511,0.,0.,0.0178887823,1.57079632679,5124789.167558957,1666300.8088901397,872188.1467844641,data/289529_644/parameters.json
3123410.503683225,4.223610596535596e-12,3819748.387333459,0.,0.,0.0178887823,1.57079632679,405845.1048843339,3056351.102450362,2809858.600350629,data/289529_645/parameters.json
3133347.4155639745,2.508889502591063e-13,7775327.922923289,0.,0.,0.0178887823,1.57079632679,1440352.2349816544,3117427.921265824,3042310.75012834,data/289529_646/parameters.json
2016754.1901971048,5.380986808555145e-12,6343233.344347654,0.,0.,0.0178887823,1.57079632679,3302465.069156794,2013933.4158185332,1273693.8935817808,data/289529_647/parameters.json
3657340.42615212,4.6148205780074985e-12,7413240.642297624,0.,0.,0.0178887823,1.57079632679,1018591.6357881314,3620117.3840182615,4066396.61800168,data/289529_648/parameters.json
2033205.699810704,2.346033722004188e-12,8823731.587538527,0.,0.,0.0178887823,1.57079632679,4758732.798447605,2031495.1317316715,1296281.6986212952,data/289529_649/parameters.json
2808638.0827570087,2.0866897856774817e-12,623156.3776952194,0.,0.,0.0178887823,1.57079632679,39788.73577297444,153800.7714982481,1121306.5505532827,data/289529_650/parameters.json
3212844.918471402,8.222070979852782e-12,8955460.782924084,0.,0.,0.0178887823,1.57079632679,2244084.6975957123,3199738.376340919,3208849.177811072,data/289529_651/parameters.json
3124634.5395257706,1.8323423626001385e-12,198330.1247264085,0.,0.,0.0178887823,1.57079632679,15915.494309190131,44757.16616963157,793155.005464316,data/289529_652/parameters.json
3842560.432010658,9.378510592241074e-12,6199010.575854884,0.,0.,0.0178887823,1.57079632679,700281.7496043405,3774704.498546613,4336245.061190566,data/289529_653/parameters.json
1704281.9213565022,2.6332216515905804e-12,9574456.921097131,0.,0.,0.0178887823,1.57079632679,6756127.33425085,1703521.4900143922,911623.428993565,data/289529_654/parameters.json
2504319.7724611545,9.486634620961915e-12,8000501.457417824,0.,0.,0.0178887823,1.57079632679,3191056.608992469,2499369.967975461,1961113.174462028,data/289529_655/parameters.json
2732075.459249792,3.501778852928999e-12,1452854.6786032016,0.,0.,0.0178887823,1.57079632679,95492.96585513778,406734.7424818125,1704821.857960151,data/289529_658/parameters.json
3402101.0198104265,1.360566024647475e-12,1696762.2254473474,0.,0.,0.0178887823,1.57079632679,79577.47154594825,308061.54415177787,1987670.044948394,data/289529_66/parameters.json
413690.31906399765,1.5492994967948157e-12,1843209.3229453235,0.,0.,0.0178887823,1.57079632679,6207042.780583822,413615.8174497476,53736.304656911125,data/289529_660/parameters.json
1641970.3963664563,3.629069281643171e-12,538132.4947833047,0.,0.,0.0178887823,1.57079632679,95492.96585513778,1539717.571764915,673060.1096479605,data/289529_661/parameters.json
2512671.287340036,8.095729446474294e-12,3865358.53811443,0.,0.,0.0178887823,1.57079632679,1106126.854488674,2493307.9709875,1939267.292201653,data/289529_663/parameters.json
3754020.78824108,7.0565999711926666e-12,707282.2597743222,0.,0.,0.0178887823,1.57079632679,23873.2414637849,86268.70737603704,1616080.514269173,data/289529_664/parameters.json
1587770.4281035266,6.353672394484778e-12,6156857.722128036,0.,0.,0.0178887823,1.57079632679,4591620.108201118,1586708.8042120377,790844.014251599,data/289529_665/parameters.json
3777445.8083656826,6.345323442055608e-12,7848485.514240727,0.,0.,0.0178887823,1.57079632679,1082253.6130248895,3738842.45222664,4337727.579370268,data/289529_667/parameters.json
1870509.884898658,6.9169874902446694e-12,4566836.799551403,0.,0.,0.0178887823,1.57079632679,2506690.353697334,1866995.290260899,1094341.720199576,data/289529_669/parameters.json
2249739.426458893,6.944814983258412e-12,3543878.9285051185,0.,0.,0.0178887823,1.57079632679,1233450.8089621903,2236373.315272281,1564199.2210606204,data/289529_67/parameters.json
3715106.705505657,8.383748080445953e-12,3791549.648858028,0.,0.,0.0178887823,1.57079632679,214859.17317405937,3551810.9409980727,3626124.2119950494,data/289529_670/parameters.json
931322.2925826426,6.122438663125484e-12,326416.50242498604,0.,0.,0.0178887823,1.57079632679,350140.8748021705,919062.8347219272,261137.88176536,data/289529_671/parameters.json
1993123.9525496708,4.702334157451811e-12,5494598.733981367,0.,0.,0.0178887823,1.57079632679,2777253.75695355,1989681.3672928892,1242980.0621386615,data/289529_672/parameters.json
1271965.8216011429,3.856583142142973e-12,1605431.4990495052,0.,0.,0.0178887823,1.57079632679,1233450.8089621903,1268122.3550096564,504484.1005877985,data/289529_673/parameters.json
1022312.13929419,9.233048613137827e-12,5624562.238524852,0.,0.,0.0178887823,1.57079632679,7416620.348082202,1022046.6099938572,328144.5788484204,data/289529_674/parameters.json
1741404.7722879853,6.479845229340434e-12,2072629.90588149,0.,0.,0.0178887823,1.57079632679,994718.3943243471,1730971.5051689895,937087.2176791627,data/289529_676/parameters.json
2025742.926315926,8.714983201915609e-12,8351715.966596062,0.,0.,0.0178887823,1.57079632679,4679155.326901659,2023941.4676900303,1286647.176108755,data/289529_678/parameters.json
3651187.2653540154,9.040862607579083e-13,7599047.187329126,0.,0.,0.0178887823,1.57079632679,827605.7040778568,3614812.895210405,4053654.0086680255,data/289529_68/parameters.json
3851807.973768705,5.7581959825340995e-12,7268971.724682467,0.,0.,0.0178887823,1.57079632679,843521.1983870463,3801141.807047338,4449602.893050725,data/289529_681/parameters.json
2796581.2754446864,8.372301703643424e-12,7288515.83985147,0.,0.,0.0178887823,1.57079632679,2244084.6975957123,2786706.414724144,2435154.073640471,data/289529_682/parameters.json
3354493.5770860133,4.019105719903284e-12,2576527.847976057,0.,0.,0.0178887823,1.57079632679,39788.73577297444,118870.48294347488,2688721.0278789103,data/289529_683/parameters.json
2530477.342805686,9.006561403134558e-13,9848907.993388329,0.,0.,0.0178887823,1.57079632679,3684436.9325773343,2526759.7788707195,2004875.37583434,data/289529_684/parameters.json
1882519.7226718904,9.485720349141424e-12,1746030.1307454817,0.,0.,0.0178887823,1.57079632679,724154.9910681249,1862542.8490686864,1076956.7128255358,data/289529_685/parameters.json
2225243.758361319,7.731133664900779e-12,7117157.884541704,0.,0.,0.0178887823,1.57079632679,3318380.563465983,2221677.8195038512,1549851.114171445,data/289529_686/parameters.json
