#mammos csv v1
#SpontaneousMagnetization,ExchangeStiffnessConstant,UniaxialAnisotropyConstant,,,,,CoercivityHcExternal,Remanence,MaximumEnergyProduct,
#https://w3id.org/emmo/domain/magnetic_material#EMMO_032731f8-874d-5efb-9c9d-6dafaa17ef25,https://w3id.org/emmo/domain/magnetic_material#EMMO_526ed2a5-a017-590e-8eb8-8a900f2b3b78,https://w3id.org/emmo/domain/magnetic_material#EMMO_49a882d1-9ce7-522b-91e7-3a460f25f5ac,,,,,https://w3id.org/emmo/domain/magnetic_material#EMMO_fe101d1d-f1f7-54f8-886b-fa6d6052ce98,https://w3id.org/emmo/domain/magnetic_material#EMMO_8fc78216-4859-53c2-b41e-e38062b04054,https://w3id.org/emmo/domain/magnetic_material#EMMO_e1028129-c23e-57ac-9174-2f34ddbf3926,
#A / m,J / m,J / m3,rad,rad,rad,rad,A / m,A / m,J / m3,
Ms,A,K1,k1_theta,k1_phi,h_theta,h_phi,Hc,Mr,BHmax,file_path
1135819.104148346,3.3351399280256855e-13,5571337.749122031,0.,0.,0.0178887823,1.57079632679,6016056.848873552,1135448.395890018,405010.5099867568,data/289529_16/parameters.json
2774990.7700745044,6.62984690452677e-12,3064112.782199588,0.,0.,0.0178887823,1.57079632679,517253.56504866073,2722043.132594779,2248347.117671491,data/289529_160/parameters.json
3740535.595697438,2.7438132582318304e-13,627516.6418701902,0.,0.,0.0178887823,1.57079632679,47746.48292756921,161667.04521095465,1145473.098296226,data/289529_163/parameters.json
2363531.342935688,3.593261083659276e-12,6632654.718713056,0.,0.,0.0178887823,1.57079632679,2570352.3309340905,2358096.9262281638,1745329.4991356812,data/289529_164/parameters.json
1400380.3261342412,2.350249065242188e-12,6197096.279590279,0.,0.,0.0178887823,1.57079632679,5347606.087887606,1399721.51832046,615460.1298802202,data/289529_165/parameters.json
3968326.91144042,6.3797152013781995e-12,1882189.4058392416,0.,0.,0.0178887823,1.57079632679,87535.21870054302,359036.9755162696,2785847.046072196,data/289529_166/parameters.json
3490532.484083386,9.289624403932963e-12,5025998.852290476,0.,0.,0.0178887823,1.57079632679,660493.0138313667,3427850.991587225,3575070.847759182,data/289529_167/parameters.json
1413601.933111546,5.912209067957569e-13,725965.9431681833,0.,0.,0.0178887823,1.57079632679,135281.70162811165,1376392.535164783,560965.6473145398,data/289529_168/parameters.json
2796084.2683262937,6.7114584444061076e-12,1150273.4451316623,0.,0.,0.0178887823,1.57079632679,71619.72439135349,309752.7364820258,1708893.9481782254,data/289529_169/parameters.json
2201618.813382906,8.502361165816521e-13,1678889.7653739396,0.,0.,0.0178887823,1.57079632679,119366.2073189221,2131676.0662075,1323061.9105397004,data/289529_17/parameters.json
3399808.1678152974,7.819831036713923e-12,617257.4201317735,0.,0.,0.0178887823,1.57079632679,23873.2414637849,89882.50665841496,1406580.5304757138,data/289529_170/parameters.json
2239617.4856992,1.43138860434636e-12,1976008.04176208,0.,0.,0.0178887823,1.57079632679,254647.90894703323,2190349.906377438,1440702.0575337757,data/289529_171/parameters.json
3835298.163892152,2.472216782257168e-12,8936920.366077473,0.,0.,0.0178887823,1.57079632679,1145915.5902616477,3802396.9756774334,4500601.098600377,data/289529_172/parameters.json
1498404.9836131646,8.944726180783828e-12,9149545.910690809,0.,0.,0.0178887823,1.57079632679,7854296.441584904,1497893.0004278177,704838.0024748337,data/289529_173/parameters.json
2699423.299375099,1.6909347258150036e-12,9275271.642095638,0.,0.,0.0178887823,1.57079632679,3047817.1602097666,2693881.6872884296,2278125.884072892,data/289529_174/parameters.json
2310344.0704896874,4.825343292389648e-12,3264003.498855977,0.,0.,0.0178887823,1.57079632679,946971.9113967784,2292035.318316446,1638066.4890348422,data/289529_175/parameters.json
2438663.947561525,2.57146140824615e-12,1611271.9536415057,0.,0.,0.0178887823,1.57079632679,95492.96585513778,2323534.397077472,1531809.0725898962,data/289529_177/parameters.json
1432253.7850295354,7.283622860215442e-12,4836232.428113718,0.,0.,0.0178887823,1.57079632679,4058451.04884328,1431254.1701713272,643469.1999027403,data/289529_178/parameters.json
1142666.6383068806,3.86224886495925e-12,2770484.8241672865,0.,0.,0.0178887823,1.57079632679,2848873.481344901,1141724.279674145,409447.2905811846,data/289529_179/parameters.json
2310425.0602192967,5.250831890183117e-12,4713742.412355979,0.,0.,0.0178887823,1.57079632679,1702957.8910832794,2301378.469921672,1660215.2877056303,data/289529_18/parameters.json
1316043.490164589,3.4109673485107684e-12,6694125.544760496,0.,0.,0.0178887823,1.57079632679,6405986.459448688,1315562.4292925785,543678.4456635587,data/289529_180/parameters.json
2360401.6342175216,8.327987761909962e-12,9321894.897195509,0.,0.,0.0178887823,1.57079632679,4217605.991935172,2357480.911201482,1745426.3684544195,data/289529_181/parameters.json
980728.1653698664,6.565301126419075e-12,2859905.052150552,0.,0.,0.0178887823,1.57079632679,3724225.668350308,980246.0272778462,301830.6915392279,data/289529_182/parameters.json
2488164.7311311155,9.487803355671389e-12,8139369.292825924,0.,0.,0.0178887823,1.57079632679,3294507.3220021995,2483503.3407281013,1936407.335760709,data/289529_183/parameters.json
1961184.1967647823,1.175034965782878e-12,171779.69168594875,0.,0.,0.0178887823,1.57079632679,23873.2414637849,66373.73890091882,443751.9784129073,data/289529_184/parameters.json
3363911.3122582976,2.731442262048042e-12,4767263.16353598,0.,0.,0.0178887823,1.57079632679,421760.59919352346,3299870.596323003,3292261.2991507994,data/289529_185/parameters.json
2422575.756797376,1.2136799425545892e-12,62828.75207069695,0.,0.,0.0178887823,1.57079632679,7957.747154595366,26904.39830157497,404655.90459839,data/289529_187/parameters.json
978323.809478415,4.486929105294803e-12,4811499.380376476,0.,0.,0.0178887823,1.57079632679,6493521.678149228,978052.1478970484,300494.80481676286,data/289529_188/parameters.json
1816136.508758549,1.697588469755025e-13,743404.312591953,0.,0.,0.0178887823,1.57079632679,143239.44878270643,546901.4793031053,700321.4258191034,data/289529_19/parameters.json
3394060.3117653406,1.764723118165251e-12,4606305.197627938,0.,0.,0.0178887823,1.57079632679,310352.1390291967,3318467.123057051,3285965.2387543838,data/289529_190/parameters.json
2973147.353138009,2.6138344906065605e-13,6744398.922458815,0.,0.,0.0178887823,1.57079632679,1273239.544735164,2956886.1334402766,2735660.7323642685,data/289529_192/parameters.json
3139591.144266696,6.230495319677709e-13,6272858.046186188,0.,0.,0.0178887823,1.57079632679,939014.1642421836,3114826.493298489,3023854.560437589,data/289529_193/parameters.json
1951888.9042502344,2.855052221017329e-12,4448991.886728095,0.,0.,0.0178887823,1.57079632679,2100845.2488130094,1947278.5905415115,1190111.1535128742,data/289529_194/parameters.json
1577993.8895390723,6.751348664442668e-12,7779038.784463945,0.,0.,0.0178887823,1.57079632679,6103592.067574092,1577248.0667219588,781486.6476935758,data/289529_195/parameters.json
738515.444006056,4.57377893521661e-12,1726830.116542582,0.,0.,0.0178887823,1.57079632679,3039859.413055172,738183.3477522107,171163.16133787678,data/289529_196/parameters.json
3619280.911549241,3.835260784493931e-12,1753180.8678581729,0.,0.,0.0178887823,1.57079632679,79577.47154594825,322770.2387422445,2428496.862196888,data/289529_197/parameters.json
1133220.3172147318,3.653168988628227e-12,129164.8107605199,0.,0.,0.0178887823,1.57079632679,5.99114900935402e-10,-111.56373635477064,284517.2349380625,data/289529_198/parameters.json
2935687.3403983074,3.8260294822265545e-12,3148585.523153134,0.,0.,0.0178887823,1.57079632679,326267.6333383862,2862172.3376567173,2442073.3934860183,data/289529_199/parameters.json
3920487.836193238,1.0272944333076529e-12,5503485.6120598,0.,0.,0.0178887823,1.57079632679,557042.3008216346,3799719.3308418263,4097486.237248017,data/289529_20/parameters.json
2960783.1206878843,8.171475731717686e-12,8612467.280071959,0.,0.,0.0178887823,1.57079632679,2522605.848006523,2951250.6163711445,2731938.8040343523,data/289529_200/parameters.json
3283233.203507845,8.85701993853257e-12,3137547.8730568704,0.,0.,0.0178887823,1.57079632679,326267.6333383862,3161872.0692004715,2915086.104430416,data/289529_202/parameters.json
3092772.80052342,4.717148088797664e-12,2100022.267431435,0.,0.,0.0178887823,1.57079632679,111408.46016432732,522497.69030502025,2300934.86932216,data/289529_204/parameters.json
2532244.219732228,2.133877922163427e-12,7566143.008748085,0.,0.,0.0178887823,1.57079632679,2610141.0667070635,2526297.1032133773,2003116.1336711568,data/289529_206/parameters.json
2302570.0002691527,6.8928038344372144e-12,4816525.631480806,0.,0.,0.0178887823,1.57079632679,1830281.845556793,2294120.0717923865,1650138.7583539423,data/289529_208/parameters.json
2350025.790026755,6.011477295637859e-12,7244730.967174291,0.,0.,0.0178887823,1.57079632679,3031901.6659005773,2345560.1398699284,1727245.879369718,data/289529_209/parameters.json
1157087.218195878,2.1101292705467976e-12,1018592.3947596288,0.,0.,0.0178887823,1.57079632679,748028.2325319091,1151256.7394042793,414980.7504347834,data/289529_210/parameters.json
1443675.8174623582,9.853486505668804e-12,8118526.991451154,0.,0.,0.0178887823,1.57079632679,7241549.91068112,1443159.175377478,654272.6290056098,data/289529_211/parameters.json
1145298.8092587409,3.84339047941191e-12,3403590.59275972,0.,0.,0.0178887823,1.57079632679,3588943.966722199,1144600.642984905,411541.5060043525,data/289529_212/parameters.json
943795.2559442562,1.1910583494138753e-12,5197218.987761586,0.,0.,0.0178887823,1.57079632679,7185845.680598958,943561.3569121548,279688.8594537029,data/289529_213/parameters.json
3461304.667991153,1.946470469865568e-12,5059414.538743929,0.,0.,0.0178887823,1.57079632679,381971.8634205496,3394246.955720812,3474883.7468298683,data/289529_215/parameters.json
2134128.3049033377,2.427864974775321e-12,4387953.005001528,0.,0.,0.0178887823,1.57079632679,1687042.3967740904,2126892.3678563866,1418685.1490865096,data/289529_216/parameters.json
1975372.195609305,2.2503614863992445e-12,1509075.648049182,0.,0.,0.0178887823,1.57079632679,294436.64472000714,1933188.0603414865,1125612.9427138823,data/289529_217/parameters.json
2639800.084735764,3.502044163187015e-12,921031.1568889566,0.,0.,0.0178887823,1.57079632679,63661.977236758736,275692.62104797293,1369400.1210082606,data/289529_218/parameters.json
1892817.4264819536,5.912323543548396e-13,9393160.50605912,0.,0.,0.0178887823,1.57079632679,5546549.76675247,1891650.486164937,1124040.4535226906,data/289529_220/parameters.json
1180191.0383805842,4.407058276570407e-12,3403037.349311833,0.,0.,0.0178887823,1.57079632679,3461620.012248686,1179407.0993665631,436936.7030576915,data/289529_223/parameters.json
2929714.6393748275,4.996002005848957e-12,9475386.907021014,0.,0.,0.0178887823,1.57079632679,2840915.734190307,2922007.856181117,2679278.009695342,data/289529_224/parameters.json
3068077.278706292,8.191000335895466e-13,1726858.0737017584,0.,0.,0.0178887823,1.57079632679,135281.70162811165,595450.3298497867,1806838.114111373,data/289529_225/parameters.json
909942.9650093976,2.6505974505245805e-12,3125131.7527475143,0.,0.,0.0178887823,1.57079632679,4368803.18787247,909603.207431736,259917.27225891425,data/289529_227/parameters.json
2999716.413259381,4.43114560510967e-12,364661.01006244856,0.,0.,0.0178887823,1.57079632679,15915.494309190131,55944.17355530038,960097.9662492082,data/289529_229/parameters.json
2645457.8007923965,2.846233878650507e-12,124236.26363049228,0.,0.,0.0178887823,1.57079632679,15915.494309190131,45091.26255395472,568372.2455461129,data/289529_23/parameters.json
1052849.6765847823,3.0854417975054616e-12,4004602.431278294,0.,0.,0.0178887823,1.57079632679,4814437.028529767,1052435.0353655834,347952.5382494751,data/289529_230/parameters.json
1723686.5013208473,8.976589177270277e-12,7725701.920046229,0.,0.,0.0178887823,1.57079632679,5427183.559433552,1722639.7921990396,932169.4841070028,data/289529_231/parameters.json
3739387.3788541807,4.905733168345101e-12,5174528.960866272,0.,0.,0.0178887823,1.57079632679,366056.3691113601,3646186.883247281,3956497.391788048,data/289529_232/parameters.json
2216858.618812564,4.350299493880061e-12,308019.8126942742,0.,0.,0.0178887823,1.57079632679,23873.2414637849,75780.58563210195,679629.1042835057,data/289529_233/parameters.json
1631375.9708884412,5.415546641750821e-12,101787.81384839665,0.,0.,0.0178887823,1.57079632679,15915.494309190131,97926.3970747766,372780.33023580327,data/289529_234/parameters.json
514918.753046757,6.8304270978518054e-12,1323521.8896352872,0.,0.,0.0178887823,1.57079632679,3573028.47241301,514781.24025688425,83246.41432118925,data/289529_235/parameters.json
2637642.815690009,5.712667588343272e-13,4093349.345717647,0.,0.,0.0178887823,1.57079632679,676408.5081405563,2613154.8487108317,2122050.2694307216,data/289529_236/parameters.json
1783616.080445846,2.6271717624957843e-12,8748020.73755806,0.,0.,0.0178887823,1.57079632679,5721620.204153552,1782596.9822741046,998190.510993276,data/289529_238/parameters.json
3845594.100681902,1.7551198211563494e-12,4046532.526931594,0.,0.,0.0178887823,1.57079632679,302394.3918746019,1245280.24239987,3580364.284114251,data/289529_24/parameters.json
1859361.5053447648,1.261064600453153e-12,7749935.2790434435,0.,0.,0.0178887823,1.57079632679,4575704.613891929,1857909.8038311363,1084256.3136217585,data/289529_240/parameters.json
1716870.0589525977,6.435528623427515e-12,5369831.896700419,0.,0.,0.0178887823,1.57079632679,3509366.4951762534,1715045.3079391876,923823.3285404393,data/289529_241/parameters.json
3827059.334993607,4.040943529135906e-12,6965171.736311427,0.,0.,0.0178887823,1.57079632679,716197.2439135301,3772284.5914118607,4364974.668316774,data/289529_242/parameters.json
2705900.9261265504,9.936522167048579e-12,4174356.3785156407,0.,0.,0.0178887823,1.57079632679,1082253.6130248895,2682106.4733511326,2239966.60191337,data/289529_243/parameters.json
1474609.464362756,8.954079412594041e-12,485665.2188869947,0.,0.,0.0178887823,1.57079632679,230774.6674832489,1422708.5044031872,596863.5086708162,data/289529_244/parameters.json
2316384.437756245,5.5432909360146e-13,3345783.747539005,0.,0.,0.0178887823,1.57079632679,700281.7496043405,2297416.129176536,1644181.782918247,data/289529_245/parameters.json
2650033.84757829,8.705384965572809e-12,9856827.080142722,0.,0.,0.0178887823,1.57079632679,3764014.4041232807,2645578.174305028,2197625.961589015,data/289529_246/parameters.json
1693812.289684312,5.207592744420058e-12,8851700.645044997,0.,0.,0.0178887823,1.57079632679,6342324.48221193,1692993.398722468,900374.9059768062,data/289529_247/parameters.json
3077159.214820781,3.392293626915587e-12,479944.137282138,0.,0.,0.0178887823,1.57079632679,31830.98861837967,110481.86255694588,1103923.393262852,data/289529_248/parameters.json
3040756.20948892,7.724484871946343e-12,3530971.909902897,0.,0.,0.0178887823,1.57079632679,517253.56504866073,2977197.103903212,2675826.9671949027,data/289529_249/parameters.json
3947218.684959408,2.103065347356422e-12,7310206.55688461,0.,0.,0.0178887823,1.57079632679,628662.0252129876,3887167.28496944,4614448.393865453,data/289529_25/parameters.json
2198232.026041646,5.573114139526492e-12,6960873.8672299255,0.,0.,0.0178887823,1.57079632679,3222887.597610848,2194693.2117904024,1512435.3849121323,data/289529_250/parameters.json
1119332.1932808885,9.745139377337998e-12,2870930.485581166,0.,0.,0.0178887823,1.57079632679,3222887.597610848,1118546.4688732151,392994.6137889536,data/289529_251/parameters.json
1253259.0549852604,6.716612937001772e-12,4955930.219314574,0.,0.,0.0178887823,1.57079632679,4989507.465930848,1252680.0478529802,492945.9658530959,data/289529_252/parameters.json
2985819.307579463,2.894077190902724e-13,3091787.776414541,0.,0.,0.0178887823,1.57079632679,405845.1048843339,2882723.76424344,2320616.6657455605,data/289529_253/parameters.json
3902418.1262586303,5.153097894358104e-12,1720375.4934652424,0.,0.,0.0178887823,1.57079632679,79577.47154594825,314464.68824380153,2608725.8449346726,data/289529_255/parameters.json
1858567.551124085,2.6307088627951084e-12,5975548.865613932,0.,0.,0.0178887823,1.57079632679,3382042.54070274,1856365.6556485172,1082287.7034534262,data/289529_257/parameters.json
2500497.786906807,4.8308954311665e-12,6081511.610816129,0.,0.,0.0178887823,1.57079632679,2069014.260194631,2492247.854129962,1948098.6819494015,data/289529_258/parameters.json
3674427.453082229,8.008258828054695e-12,8612423.431763131,0.,0.,0.0178887823,1.57079632679,1488098.7179092232,3647001.763141199,4149997.050222961,data/289529_259/parameters.json
1285296.0170468802,4.718695199075258e-12,7136076.033980575,0.,0.,0.0178887823,1.57079632679,7138099.19767139,1284881.1528933214,518634.3814149184,data/289529_261/parameters.json
1015231.3163802528,2.043868147604408e-12,5663126.877098258,0.,0.,0.0178887823,1.57079632679,7289296.393608687,1014967.9761595902,323622.5916846749,data/289529_262/parameters.json
