#mammos csv v1
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
composition,Tc_sim,Tc_sim_nemad,Tc_sim_dftv2,Tc_sim_spin,Tc_sim_re_free,Tc_exp,Tc_exp_ds1ds2,Tc_exp_re_free,Tc_exp_dftv2,Tc_exp_literature,Tc_delta,source_sim_target,source_exp_target,contains_rare_earth,pair_exists,use_for_emb,delta_info
(La0.3Ce0.7)2Fe14B,,,,,,438.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.3Pr0.7)0.65Ca0.35Mn0.90Cr0.10O3,,,,,,200.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.3Pr0.7)0.65Ca0.35Mn0.95Ru0.05O3,,,,,,150.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.3Pr0.7)0.65Ca0.35Mn0.97Al0.03O3,,,,,,75.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.3Pr0.7)0.65Ca0.35Mn0.97Cr0.03O3,,,,,,200.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.3Pr0.7)0.65Ca0.35Mn0.97Fe0.03O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(La0.3Pr0.7)0.65Ca0.35Mn0.99Ru0.01O3,,,,,,120.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.45Nd0.25)Sr0.3MnO3,,,,,,308.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.47Gd0.2)Sr0.33MnO3,,,,,,285.9,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.4Ce0.6)2Fe14B,,,,,,441.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.4Y0.4Ca0.4Sr0.4Ba0.4)MnCoO6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(La0.56Ce0.14)Sr0.30MnO3,,,,,,357.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.57Tb0.10)Ca0.33MnO3,,,,,,160.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.5Ce0.5)2Fe14B,,,,,,444.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.5Gd0.2)Sr0.3MnO3,,,,,,270.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.5Y0.5)0.7Ca0.3MnO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(La0.6Eu0.4)0.67Ca0.33MnO3,,,,,,104.333333333333,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.757Dy0.243)0.7Ca0.3MnO3,,,,,,65.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.75Bi0.25)0.67Ca0.33MnO3,,,,,,184.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.75Dy0.25)0.67Ca0.33Mn0.9V0.1O3,,,,,,92.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.7Eu0.3)0.75Sr0.25Mn0.9Co0.1O3,,,,,,165.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.7Eu0.3)0.75Sr0.25Mn0.9Ti0.1O3,,,,,,102.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.7Pr0.3)0.8Sr0.2Mn0.9Co0.1O3±δ,,,,,,204.33333333333334,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.825Ca0.1Y0.075)(Zn0.9Mn0.1)AsO,,,,,,17.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.83Bi0.17)0.67Ca0.33MnO3,,,,,,200.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.85Ca0.1Y0.05)(Zn0.9Mn0.1)AsO,,,,,,15.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.85Dy0.15)0.67Ca0.33Mn0.9V0.1O3,,,,,,107.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.875Ca0.1Y0.025)(Zn0.9Mn0.1)AsO,,,,,,14.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.9246Mn0.0161)MnO3,,,,,,267.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.955Mn0.045)MnO3,,,,,,143.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.95Tb0.05)2/3Ca1/3MnO3,,,,,,230.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.97Dy0.03)0.67Ca0.33Mn0.9V0.1O3,,,,,,187.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.9Ca0.1)(Zn0.9Mn0.1)(As0.85Sb0.15)O,,,,,,10.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.9Ca0.1)(Zn0.9Mn0.1)(As0.8Sb0.2)O,,,,,,7.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.9Ca0.1)(Zn0.9Mn0.1)(As0.95Sb0.05)O,,,,,,12.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.9Ca0.1)(Zn0.9Mn0.1)(As0.9Sb0.1)O,,,,,,11.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La0.9Dy0.1)0.8Pb0.2MnO3,248.0,248.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(La0.9Dy0.1)2/3Ca1/3MnO3,176.0,176.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(La0.9Gd0.1)0.67Ca0.33MnO3,182.0,182.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(La0.9Gd0.1)0.67Sr0.33MnO3,323.5,323.5,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(La0.9Gd0.1)2/3Ca1/3MnO3,182.0,182.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(La0.9Tb0.1)2/3Ca1/3MnO3,,,,,,165.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La1-xYx)0.7Ca0.3MnO3,,,,,,260.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La2MnCoO6)0.2(CaCu3Ti4O12)0.8,,,,,,170.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La2MnCoO6)0.5(CaCu3Ti4O12)0.5,,,,,,195.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(La2MnCoO6)0.8(CaCu3Ti4O12)0.2,,,,,,210.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(LaFe11.4Si1.6)5.5B19Nb4,500.0,500.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(LaMn)0.94O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(LaO)2Mn2Se2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Lu0.8Ce0.2)2Fe17,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(MgCoNiCuZn)O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
(Mn0.25Fe0.75)2.9Ga,,,,,,530.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Mn0.4Fe0.6)2.9Ga,,,,,,420.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Mn0.55Al0.45)B0.02,,,,,,659.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Mn0.55Fe0.45)5Sn3,278.5,278.5,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
(Mn0.5Co0.5)65Ge35,,,,,,286.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Mn0.5Fe0.5)2.9Ga,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Mn0.6Fe0.4)(Ni0.5Co0.5)Si,,,,,,290.31,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Mn0.6Fe0.4)2.9Ga,,,,,,230.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Mn0.75Cu0.25)66Ga34,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
(Mn0.7Co0.3)65Sn35,,,,,,169.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Mn0.7Fe0.3)2.9Ga,,,,,,50.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Mn0.8Fe0.2)2.9Ga,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
(Mn0.9Fe0.1)2.9Ga,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
(ND4)2MnF5,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
(NH4)2FeCl5⋅H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
(NH4)3Fe4(PO4)2F9,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
(NH4)FePO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
"(Na,Mn)SrCd2As2",,,,,,13.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Nd0.0Sm1.0)1/3Sr2/3FeO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Nd0.125Sm0.875)0.5Sr0.5MnO3,120.0,120.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(Nd0.2Sm0.8)1/3Sr2/3FeO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Nd0.3Tb0.7)0.55Sr0.45MnO3,,,,,,43.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.4Pr0.6)8.5Fe84.5Nb0.5Zr0.5B6,,,,,,583.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.4Pr0.6)8.5Fe85.5B6,,,,,,583.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.4Sm0.6)1/3Sr2/3FeO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Nd0.4Tb0.6)0.55Sr0.45MnO3,,,,,,50.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.5Ce0.5)30.5FebalAl0.1Cu0.1B,,,,,,520.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.5Ce0.5)YFe17,,,,,,296.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.62Ce0.38)2Fe14B,,,,,,543.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.6Ce0.4)YFe17,,,,,,299.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.6Sm0.4)1/3Sr2/3FeO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Nd0.75Ce0.25)30.5FebalAl0.1Cu0.1B,,,,,,545.3,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.75Ce0.25)30.5FebalAl0.1Cu0.1B (dual-alloy),,,,,,549.9,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.78Ce0.22)2Fe14B,,,,,,561.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.7Ce0.3)YFe17,,,,,,301.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Ce0.2)1.4Fe12Co2B,,,,,,692.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Ce0.2)1.5Fe12Co2B,,,,,,691.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Ce0.2)1.6Fe12Co2B,,,,,,691.1,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Ce0.2)1.7Fe12Co2B,,,,,,691.3,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Ce0.2)1.8Fe12Co2B,,,,,,690.3,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Ce0.2)YFe17,,,,,,310.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Dy0.2)13(Fe0.875Co0.125)81B6,,,,,,688.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Pr0.2)0.4Gd0.6Fe76.9B5.9Co2.9,,,,,,643.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Pr0.2)1.0Fe76.9B5.9Al2.9,,,,,,582.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.8Sm0.2)1/3Sr2/3FeO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Nd0.8Zr0.2)(Fe0.9Co0.1)11.3Ti0.7N1.5,,,,,,953.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.911Ce0.089)2Fe14B,,,,,,579.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.93Y0.07)0.7Sr0.3MnO3,175.0,175.0,,,,175.0,,,,,0.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,True,True,False,exp-sim
(Nd0.9Ce0.1)YFe17,,,,,,325.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd0.9Y0.1)2/3Ca1/3MnO3,,,,,,42.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Nd1.0Sm0.0)1/3Sr2/3FeO3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Nd2/3La1/3)0.50Sr0.50CoO3,,,,,,230.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
"(Ni,Cu)2MnBO5",,,,,,75.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.15Mn0.10Cu0.25Zn0.5)O(Fe2O3)0.98,,,,,,86.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.17Mn0.08Cu0.25Zn0.5)O(Fe2O3)0.98,,,,,,97.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.19Mn0.06Cu0.25Zn0.5)O(Fe2O3)0.98,,,,,,109.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.21Mn0.04Cu0.25Zn0.5)O(Fe2O3)0.98,,,,,,122.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.23Mn0.02Cu0.25Zn0.5)O(Fe2O3)0.98,,,,,,134.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.25Co0.75)Cr2O4,,,,,,90.6,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.3Fe0.7)70.5B17.7Si7.8Ti4,,,,,,590.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.4Fe0.6)70.5B17.7Si7.8Ti4,,,,,,375.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.5Co0.5)Cr2O4,,,,,,89.2,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni0.5Zn0.5)Fe2O4,,,,,,543.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni74.5Al25.5)Fe,,,,,,16.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni74.5Al25.5)Fe 0.2,,,,,,46.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni74.5Al25.5)Fe 0.5,,,,,,70.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni74.5Al25.5)Fe 1,,,,,,79.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni75Ga25)Fe 0.05 at.%,,,,,,13.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni75Ga25)Fe 0.1 at.%,,,,,,27.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni75Ga25)Fe 0.2 at.%,,,,,,41.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni75Ga25)Fe 0.9 at.%,,,,,,80.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni75Ga25)Fe 1 at.%,,,,,,85.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(Ni75Ga25)Fe 250 ppm,,,,,,11.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
"(Pr, Nd)14.8Fe78.7B6.5 + 0.3% Al85Cu15",,,,,,574.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
"(Pr, Nd)14.8Fe78.7B6.5 + 0.6% Al85Cu15",,,,,,574.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
"(Pr, Nd)14.8Fe78.7B6.5 + 0.9% Al85Cu15",,,,,,569.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
"(Pr, Nd)14.8Fe78.7B6.5 + 1.2% Al85Cu15",,,,,,569.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Pr0.1Ce0.4Sr0.5)MnO3,250.0,250.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(Pr0.91Dy0.09)Ni2B2C,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Pr1/3Sm2/3)2/3Sr1/3Mn0.8Cr0.2O3,,,,,,150.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Pr1/3Sm2/3)2/3Sr1/3MnO3,150.0,150.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(R1.5Ce0.5)Sr2Cu2NbO10,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Sc0.35Ti0.65)Fe2,,,,,,360.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sc0.85Ca0.15)Co2,,,,,,206.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm0.58Y0.42)2CuO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Sm0.6Y0.4)(Fe0.8Co0.2)11.4Ti0.6,,,,,,803.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm0.7Nd0.3)0.52Sr0.48MnO3,176.0,176.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(Sm0.8Y0.2)(Fe0.8Co0.2)11.4Ti0.6,,,,,,813.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm0.8Y0.2)(Fe0.8Co0.2)11Ti,,,,,,767.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm0.8Zr0.2)(Fe0.75Co0.25)11.5Ti0.5,880.0,880.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,False,exp-sim
(Sm0.8Zr0.2)(Fe0.8Co0.2)11.4Ti0.6,,,,,,798.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm0.9Zr0.1)(Fe0.8Co0.2)11.3Ti0.7,,,,,,973.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm0.9Zr0.1)Fe11Ti,,,,,,593.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/2Ce1/2)Co5,,,,,,852.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/2Nd1/2)(Co1/3Cu1/3Ni1/3)5,,,,,,348.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/3Ce1/3Nd1/3)(Co1/3Cu1/3Ni1/3)5,,,,,,234.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/3La1/3Ce1/3)Co5,,,,,,955.3,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/3La1/3Nd1/3)Co5,,,,,,1004.3,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/3La1/3Pr1/3)Co5,,,,,,978.8,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/4La1/4Ce1/4Nd1/4)Co5,,,,,,955.3,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/4La1/4Ce1/4Pr1/4)Co5,,,,,,820.7,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/4La1/4Pr1/4Nd1/4)Co5,,,,,,852.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Sm1/5La1/5Ce1/5Pr1/5Nd1/5)Co5,,,,,,870.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Tb0.3Dy0.7)40Fe60,,,,,,588.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Ti0.5Nb0.3)(Ni0.8Cu0.18)(Sn1.18Sb0.06),,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
(Ti0.71Nb0.13)(Ni0.8Cu0.2)(Sn1.09Sb0.059),,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
(Tm0.2Pr0.8)2Fe16.5Nb0.5,,,,,,312.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Tm0.4Pr0.6)2Fe16.5Nb0.5,,,,,,314.2,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Tm0.5Pr0.5)2Fe16.5Nb0.5,,,,,,316.2,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Tm0.6Pr0.4)2Fe16.5Nb0.5,,,,,,334.3,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Tm0.75Pr0.25)2Fe16.5Nb0.5,,,,,,334.2,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Tm0.8Pr0.2)2Fe16.5Nb0.5,,,,,,334.9,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Tm0.9Pr0.1)2Fe16.5Nb0.5,,,,,,340.2,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(U0.50Dy0.50)Ni2B2C,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(U1−xTbx)Co2Ge2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(UH3)0.80Nb0.20,,,,,,190.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(UH3)0.85Mo0.15,,,,,,200.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
(UH3)0.85Zr0.15,,,,,,186.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
"(V, N)ZnO",321.0,321.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
"(V, N)ZnO/G",630.0,630.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
(Y0.8Sm0.2)Fe2,,,,,,506.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
(Y0.97Al0.03FeO3)0.3((Bi0.5Na0.5)0.94Ba0.06TiO3)0.7,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Y0.97Al0.03FeO3)0.5((Bi0.5Na0.5)0.94Ba0.06TiO3)0.5,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Y1−xUx)Ge2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,False,exp-sim
(Zn0.87Sn0.048)Cr2.02Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
