#mammos csv v1
#SpontaneousMagnetization,ExchangeStiffnessConstant,UniaxialAnisotropyConstant,,,,,CoercivityHcExternal,Remanence,MaximumEnergyProduct,,
#https://w3id.org/emmo/domain/magnetic_material#EMMO_032731f8-874d-5efb-9c9d-6dafaa17ef25,https://w3id.org/emmo/domain/magnetic_material#EMMO_526ed2a5-a017-590e-8eb8-8a900f2b3b78,https://w3id.org/emmo/domain/magnetic_material#EMMO_49a882d1-9ce7-522b-91e7-3a460f25f5ac,,,,,https://w3id.org/emmo/domain/magnetic_material#EMMO_fe101d1d-f1f7-54f8-886b-fa6d6052ce98,https://w3id.org/emmo/domain/magnetic_material#EMMO_8fc78216-4859-53c2-b41e-e38062b04054,https://w3id.org/emmo/domain/magnetic_material#EMMO_e1028129-c23e-57ac-9174-2f34ddbf3926,,
#A / m,J / m,J / m3,rad,rad,rad,rad,A / m,A / m,J / m3,,
Ms,A,K1,k1_theta,k1_phi,h_theta,h_phi,Hc,Mr,BHmax,calculator,file_path
3945568.915595109,5.099070908135966e-10,1258856.5680055474,2.3155136774313974,-0.7615996130110549,2.1599259870131315,0.47807049362596193,215171.88096570777,2239798.6142281224,127666.67240943182,mumax3_RelaxDriver,data/output_190244_1186
4489534.387630814,8.498373138216355e-10,658074.162740393,2.5453009496584027,-1.711732138859348,1.3148700365695507,0.3580839946356008,101590.29259191948,2007029.9454951487,43764.95502697504,mumax3_RelaxDriver,data/output_190244_586
3416420.456165438,9.963621322018074e-10,3000354.1245066156,2.5427556839783607,-1.2610537866701566,1.8677865665212312,-3.0480103654100086,177254.39850199354,435760.7064027205,10144.351356599884,mumax3_RelaxDriver,data/output_190244_2962
4277414.762045451,2.0155623293093953e-10,5666891.113822515,1.8671121554524486,2.9997944987406178,0.7874755469580428,-2.827099284492388,759227.5219441686,1719424.6756937453,185927.67223726658,mumax3_RelaxDriver,data/output_190244_2985
1579514.4196327135,3.812440878208054e-10,1350586.0476185184,1.2512381225391493,0.1866715423942841,2.405133513684004,-0.05007393943427525,486434.98259232,613555.5717222616,31060.37855333683,mumax3_RelaxDriver,data/output_190244_1280
3770462.523311186,4.874688744325269e-10,331759.9086603662,2.092975741031775,-1.142788677669686,0.5198347605079043,3.104133038750318,67010.31833035956,2044371.0949571037,24502.02044308487,mumax3_RelaxDriver,data/output_188487_16
2621588.219654897,7.229154429688684e-10,3990693.150949738,0.6943214551660629,0.04577722383015822,2.132554225799322,-1.674541395824248,1033238.3987837848,1283975.865768294,144240.34331699729,mumax3_RelaxDriver,data/output_190244_2690
6770837.520682148,6.262716387293542e-10,5137785.5159669565,2.206253975612129,1.7802813858065485,1.3165321424756782,1.0891386982151676,211853.3395750719,3011645.54054757,249637.34683621096,mumax3_RelaxDriver,data/output_188487_67
1430259.4614097655,5.976209506372116e-10,3922709.343814289,1.0025578850042776,-0.38950754649451935,2.0502053425499853,-1.8433970891497162,693937.3851703304,230391.72215669323,6103.538342365127,mumax3_RelaxDriver,data/output_190244_2115
5353472.21327256,5.10120092960997e-10,6603159.369102502,2.3650754998037593,0.71502501175075,2.867813481362699,1.7685669480138828,899845.1620377525,4131213.702070629,1089587.2495713746,mumax3_RelaxDriver,data/output_190244_445
7567472.563479674,3.991639265488786e-11,9091866.994919954,0.35059000963704084,2.9840730669454336,0.8504673634154448,2.6402768715698546,50825.785784020445,533857.920737843,5022.253812877319,mumax3_RelaxDriver,data/output_190244_2666
5384087.071186309,6.565026225439351e-10,9297684.852481155,0.6056979104362669,1.2302092769499866,0.656223266548048,-1.4733199085218782,847991.5146570127,1825092.4546596766,207211.1148066143,mumax3_RelaxDriver,data/output_190244_2157
5584796.582480744,9.417581910154065e-10,5433836.794340941,1.8329411907641393,1.5694315331123299,1.0215607954279133,-1.484014680596156,952347.1006568004,5255710.412932113,2149480.8956619347,mumax3_RelaxDriver,data/output_190244_1270
3176550.3537073014,7.290257640131557e-10,8121418.5932079805,2.365363656138064,1.1033705797565294,2.283491519026214,0.47831389424065757,2184829.7374409456,2844581.170752903,991130.4740368216,mumax3_RelaxDriver,data/output_190244_2195
1689618.7990749695,2.734131207344802e-11,573991.0396680859,1.3681517058043815,2.346972392972847,1.3051800614767608,0.3732708205899283,144494.36554562434,518136.1912730442,11747.31897938782,mumax3_RelaxDriver,data/output_190244_1672
3032446.720112392,1.2410744370982966e-10,3337333.7882404663,1.3661699642634852,3.1131133543212424,1.4167533311743794,1.939488344524813,640123.4641160035,1215054.238372774,101037.35868093371,mumax3_RelaxDriver,data/output_190244_380
7009864.137221406,7.23495386906313e-10,8921062.984306285,2.1666397759196183,-1.3365536295629332,1.404326244565174,-1.8924747063949934,840716.087011744,4176822.433049822,797676.9236133219,mumax3_RelaxDriver,data/output_190244_1606
3394606.269716507,2.069870689175849e-10,5923841.201024578,2.3391990036899344,1.6235474577871132,0.5027605899689526,-2.0697144120405158,1300124.987421931,3055233.3060408235,1041750.7478485592,mumax3_RelaxDriver,data/output_190244_1253
7557410.943374319,8.04396169025703e-10,9695685.914770003,1.359050856911604,-0.14039337473195737,2.142993466951514,-1.1127326616164164,665245.1657381535,2598973.759171344,290130.96802212746,mumax3_RelaxDriver,data/output_190244_694
5149755.1664319355,7.788929912789314e-10,5647361.560172084,2.07178901457875,0.7423519994787726,1.725664944554806,3.05587963440989,755392.7589895782,2616548.5675343275,350485.4593821075,mumax3_RelaxDriver,data/output_188487_148
7615193.825586158,1.0326105697138889e-10,2981986.9264756725,1.5371805249737245,2.652647485109831,2.484063867192808,2.7704713061370967,108035.34326691052,405689.0615019443,6676.939503064222,mumax3_RelaxDriver,data/output_190244_2390
5520554.567872381,1.9334787076276403e-10,8387232.429626901,0.6315204230882973,-2.0021931532124917,1.3038661088172727,-2.4573374853102115,708680.945253626,3917528.8444495173,1030214.6725887973,mumax3_RelaxDriver,data/output_190244_1431
7816423.700811398,6.589980307765761e-10,6594667.819038179,0.9182964350242933,0.8782279380497062,0.8079196896318372,-2.6357695590424197,318428.7305655145,1109755.8355397105,51406.469025022074,mumax3_RelaxDriver,data/output_190244_2440
4408524.627518428,4.816835023531205e-10,6586821.511316345,2.8446575072238525,2.879628684680654,1.146897309501366,-2.0754322974876454,738878.8951512113,1449188.6788344954,136581.17108193788,mumax3_RelaxDriver,data/output_190244_2514
3140632.2024934664,1.0531284966148136e-10,9728937.672053201,1.95605292252146,0.3579226009622986,1.79878386796207,-0.9096086633177075,1625184.8411169124,1112301.33707932,124899.65564742495,mumax3_RelaxDriver,data/output_190244_2438
1163324.8153289256,1.9836607658233447e-11,4040354.254491382,1.4250245675679,3.137032594974784,2.179680575680006,-1.5243818334205752,682076.7694865038,144675.96961300605,2565.8397532716845,mumax3_RelaxDriver,data/output_190244_1348
4817696.44708429,8.519283563325486e-10,6833344.556131565,2.1606471686862543,1.7428649309789628,1.2680013895761553,-1.6008250559116366,1251556.6733389457,4527445.999250301,2035259.7397937353,mumax3_RelaxDriver,data/output_190244_1993
5628650.765750096,1.541592246463174e-10,7725372.322651757,1.3358453749976666,-1.1029543911976258,1.6864238673535548,2.5269698962687377,631171.7840193255,4789901.221252742,1585112.4926701759,mumax3_RelaxDriver,data/output_190244_1927
4808918.383405451,8.941458802295161e-10,9251292.095606918,2.9078172565018607,-0.7331210185626486,1.9939291686531289,-0.985730443436577,1473228.9671342678,2879469.7803886626,647252.7209465252,mumax3_RelaxDriver,data/output_190244_2422
4885854.613892859,4.5822665462801343e-10,9747580.712761011,2.08604205948145,2.7393180276591864,1.40766415040324,-2.367278645102978,757019.3838964988,1221912.5974559882,104391.79852619172,mumax3_RelaxDriver,data/output_190244_1539
5614649.073430135,9.7629601811543e-10,4322157.004729374,1.3251329878506262,-1.38979310826236,1.795760261998976,1.0972558477188614,607718.5789807611,4490170.768463595,988550.7134960761,mumax3_RelaxDriver,data/output_190244_1679
5878904.396576292,6.079135210563242e-10,7137794.160770947,2.3967820083043248,1.5597580859094688,2.441268970608206,2.938657366368754,865301.4562288478,3757791.989934097,732037.1519036816,mumax3_RelaxDriver,data/output_190244_2953
2660447.592993791,5.657259689973983e-10,6899022.848600711,0.24973775506122609,0.26671720383862646,1.6560087392767793,0.9827982378857429,422124.4650091962,273206.42512882076,7308.466973437513,mumax3_RelaxDriver,data/output_190244_1682
6922597.736536151,7.471949037494288e-10,441332.83485346066,2.681616950003953,-1.0843568571063402,1.602114904216028,2.5744818008013035,246675.65606967852,1475080.9943189044,53504.613571004564,mumax3_RelaxDriver,data/output_190244_719
5495767.877975952,2.3036748772062937e-11,191952.36358323874,2.3571822046320223,1.643870275583916,1.6618252430731488,2.8899793599004764,41976.76764037972,149505.73362415447,920.1970774871949,mumax3_RelaxDriver,data/output_190244_813
4719730.613872665,5.849662631837411e-10,7752562.08647775,0.9510853023688526,3.0275918096209153,0.7354098553288206,1.181090841388315,684390.785750402,1310610.4171668475,110536.89682837234,mumax3_RelaxDriver,data/output_188487_281
4317530.004894774,5.506378833054601e-10,3746999.95494563,1.6702395410422184,0.3325194702327503,1.7465495202902308,0.6132381301769757,838744.0115753182,4082118.0741203236,1410885.969307075,mumax3_RelaxDriver,data/output_190244_2314
6333379.162540819,8.752021000207858e-10,6216298.594428783,1.635641548961787,2.147996028934312,2.3116208027025085,1.2465256223017736,614521.137611664,3211494.9775446607,409311.27700925205,mumax3_RelaxDriver,data/output_190244_1546
4348947.302027726,8.980085366589501e-10,9259544.088105205,1.6090826185436582,1.6515283088030697,0.2905331388410947,-1.2052949487268396,1005250.7494458952,1347773.1854077168,141313.2011637369,mumax3_RelaxDriver,data/output_190244_2269
3540274.6606719033,1.303363296458966e-10,1303532.6517455648,0.5683849382497531,-0.19739366772729022,1.412209546046511,-2.712022666321127,145912.97908477075,475663.5709947569,10011.05928486099,mumax3_RelaxDriver,data/output_190244_2133
2248231.9977602367,9.886637859430893e-10,3131743.8950402075,1.48359580582962,1.5127711372836623,0.7230864130893765,2.012528462844817,1095762.1269725321,1446381.115396487,200225.98342382308,mumax3_RelaxDriver,data/output_190244_520
6376299.016100081,5.888871586912e-10,5489448.952607801,1.526060673750706,-0.8428354609763103,0.7338648923231906,2.920326509974384,555251.4613866244,3116357.171461658,325226.9019378839,mumax3_RelaxDriver,data/output_190244_1181
2510011.5591288544,5.316081516356425e-10,2096144.1623456646,2.605607044255974,-0.3890058303299202,1.3084558083506095,0.30219912438957863,201521.53397412036,386222.4506209424,9267.495562069635,mumax3_RelaxDriver,data/output_190244_1203
574860.2274351546,2.353531394452167e-10,62439.60428422235,0.7849955927664946,2.9233963895833366,0.8687236298214553,-1.5338773100560632,56970.1526916813,196418.50105540868,1742.2937933334092,mumax3_RelaxDriver,data/output_190244_1578
4817426.693282223,5.901394791415888e-10,8659013.801401734,0.5265167051203273,-1.337133500503318,1.438352489643214,-0.8344084743918855,1277871.5891808753,2623902.1087700254,501290.8061297056,mumax3_RelaxDriver,data/output_188487_161
7417430.03053845,5.766995307200034e-10,2108838.6955161174,1.3622493733013177,-0.07521658874209701,1.993817815429743,-1.0908026015664416,155783.54706130555,708646.2228868684,16787.85293904654,mumax3_RelaxDriver,data/output_190244_1100
4505135.781729547,3.1491105970527774e-10,7697893.20902362,0.1580385918640529,-3.102346747202318,1.3634317384592944,2.0163122844047825,686247.6131071362,1175358.7024830482,93852.28224125225,mumax3_RelaxDriver,data/output_188487_84
2877720.7671721075,7.370526714212522e-10,725467.833705149,2.3647318857636987,0.5540744226246671,1.4334791622304108,2.4066442016518064,111863.01422683988,841410.2731866612,17519.394190630916,mumax3_RelaxDriver,data/output_190244_1919
4281405.962150091,7.02678330132921e-10,7935927.243054022,2.4796476481580614,-1.553404716741782,0.8840368550046181,1.5463032774581835,1813166.997321967,4159260.427289894,2156301.382044351,mumax3_RelaxDriver,data/output_190244_906
1814143.18722915,6.629121463915106e-10,5936367.933361761,2.747089972693536,-1.0478822362471358,0.41804158024268095,-1.828967056234583,2619538.012034856,1329597.9559301843,220946.7198323122,mumax3_RelaxDriver,data/output_190244_2707
4997025.401883546,1.6763907766690553e-10,1933089.057820282,1.0242868623908068,-1.4939555000483693,1.5511740981159403,1.427711475799089,59048.08418578816,244531.20873084533,2200.952570778741,mumax3_RelaxDriver,data/output_190244_1119
7591450.806551208,5.477885277622268e-10,3961628.865081096,1.3098744950390646,-2.64159431711566,1.9165618485297284,1.8190583204411215,222670.64050824006,975167.7129694187,37892.40493338562,mumax3_RelaxDriver,data/output_190244_1643
3357807.0121978405,4.1975487358351366e-10,7928641.9830339225,1.9535413756718127,-0.7166499466881844,0.38940327431136146,-1.332475573275486,215964.7950566748,193743.56626567547,3278.570147617636,mumax3_RelaxDriver,data/output_190244_858
5508048.855082017,8.613751099988679e-10,7159043.938141921,1.3949473919309412,1.31337224953186,1.9966447992112677,0.21619820703278195,654541.1876468944,1815355.0692839376,174461.47816423647,mumax3_RelaxDriver,data/output_188487_49
7704001.203831728,9.305977729689532e-10,900710.520754,0.8307595448767834,-2.4947393505920887,2.071402473690688,0.2567900806963436,240076.86649190212,1453797.995173684,55294.00662591608,mumax3_RelaxDriver,data/output_190244_1677
5690208.479268961,1.1847453320142358e-10,5973766.229054631,1.3651876271853753,0.29733518984752116,1.556924572991087,-0.8334480097078906,490829.70472311095,2323047.8452895638,253029.75228039353,mumax3_RelaxDriver,data/output_190244_1980
1566099.0438393075,8.014568263009269e-10,4042428.203466589,0.8690766130502153,-2.4818730832523035,2.5039301662633764,-1.2825516458119344,1358748.0714685437,554053.7583586351,34952.33153487514,mumax3_RelaxDriver,data/output_190244_1319
7571481.577487371,3.184679098191791e-10,5648867.737511369,2.9291600614533637,2.8234485319494054,2.410556672171097,0.29107187413093616,110103.81070776487,1010248.0268514334,12007.748078410597,mumax3_RelaxDriver,data/output_190244_2708
5439694.2762036305,6.080183503715952e-11,1680648.2596538453,2.659770445797276,1.7896383603814834,0.3117961114499678,-1.7590363382882397,106055.22141291425,432513.96705782955,7087.660248258307,mumax3_RelaxDriver,data/output_190244_2899
4719107.233919786,4.671591234768791e-10,8067467.5854823915,1.9909605840148625,2.2675940213453174,2.404636328212709,1.3309612476822679,1227542.9698618485,3122200.716560063,746312.7082689003,mumax3_RelaxDriver,data/output_190244_1432
2417842.6446810937,8.155654842741908e-11,2225542.441077252,1.6008700614269573,-2.861105150865839,1.2520266150685082,2.179146560580566,414485.58156408067,718614.5037864118,35392.300790966576,mumax3_RelaxDriver,data/output_190244_2229
6653978.913462953,2.568768247038303e-10,5470613.827023305,0.4559658005666152,-0.572330260612324,1.8772206752527616,0.021841089039970896,195382.87679673758,567222.9735925541,15531.091260213097,mumax3_RelaxDriver,data/output_190244_789
4125036.526223065,1.0328918250381381e-10,209086.13553589085,0.6554813422172177,1.650160204508608,0.8990967988166849,-2.216205897328506,64405.35799790118,315116.9478648081,3538.953669940162,mumax3_RelaxDriver,data/output_190244_665
3577669.8993483298,7.731826070196372e-10,6121778.2995864665,1.8847689765228959,-3.021191345514165,1.5961109597078258,-2.5260112872928255,1408186.6793622863,3014365.9486830607,926457.1834176858,mumax3_RelaxDriver,data/output_190244_2277
5130036.123888171,8.401931617390414e-10,3474049.2253535604,1.356817445456325,2.7779718301426692,1.0251687291225875,1.1697086331829356,60916.46885361697,294257.42530454654,2863.2221497899145,mumax3_RelaxDriver,data/output_190244_1092
7660879.53421389,1.2698913307703401e-10,2125219.2821142003,0.3977673332679984,-0.7064895873694139,1.5241348496329479,1.0026285352615525,70381.46568300064,237722.04633600544,2429.0561579525556,mumax3_RelaxDriver,data/output_190244_2427
7543637.729499766,1.5004435192641048e-10,5655052.142084477,1.7026766896119612,0.7658260799271492,2.3429642519140246,0.5140440554009608,16186.692676642937,66256.43988591665,156.73146856317135,mumax3_RelaxDriver,data/output_190244_2320
5579990.9503655005,4.970314234281529e-10,4975257.358383823,1.4510379567634653,1.9034477572437352,0.7868824316667778,-0.41209584668802557,517795.36031925236,2094992.3740465248,182757.4060202188,mumax3_RelaxDriver,data/output_190244_2099
2330657.6279269503,8.17216613075554e-10,4602506.385177518,0.987488052475031,1.6163534080413644,0.9079262809162663,0.9847149538563772,1668652.3102693742,2026391.0967621738,495487.1499130703,mumax3_RelaxDriver,data/output_190244_618
1263055.551511441,3.2882713261467645e-11,4998204.961468702,1.0039240912049825,-0.4400544003405396,1.4703459111724342,0.8556134519464847,1702263.0545672632,355993.161192792,15743.012055013734,mumax3_RelaxDriver,data/output_190244_1601
2285385.4790770696,7.372698860815186e-10,3858975.120589847,1.767413299597718,0.6254634647856104,1.5810206687037245,-1.5460891963367904,1234098.0512220259,1260904.067010348,154727.96567333568,mumax3_RelaxDriver,data/output_190244_2860
5257079.795711355,9.982738860877271e-10,7885007.9825289445,1.84260635705746,-0.00904688924704943,0.6713814245330647,0.8977648661004652,387979.32291255944,860177.4462732291,42473.218650634226,mumax3_RelaxDriver,data/output_190244_2409
2915807.426119023,8.14411720237584e-10,954452.6163214351,2.1710621903675382,0.2745206045568347,2.9104185450856135,-2.1862223953798594,188248.45731495324,1154419.4944140075,40717.63707253794,mumax3_RelaxDriver,data/output_190244_647
1914771.875880874,9.057588288076037e-10,3245482.663870588,2.6309424350678308,1.9854840017169249,2.0833757371611927,-2.003867250421339,391219.685264897,280625.3026667082,7504.148142666289,mumax3_RelaxDriver,data/output_188487_245
6323725.178967402,4.4268551186334914e-10,1356113.0873906736,0.9970148184031503,-1.923861756805896,0.761780059952358,-0.8255887959217828,111984.8422638339,579358.0305476877,10485.938434722617,mumax3_RelaxDriver,data/output_190244_1935
5377489.912012998,3.135235164626169e-10,2776285.30359977,1.608679951269877,1.64012376462795,1.416048297018397,-3.0138063674687423,177184.38532181346,697598.9233473024,18385.466814645664,mumax3_RelaxDriver,data/output_190244_1812
3737157.5694223586,8.644681710521179e-10,5220160.400540354,0.6784237124178143,-1.1326209432037042,1.0077487380810946,1.8985203752991624,238716.6331726112,409479.34555844363,10990.307404692594,mumax3_RelaxDriver,data/output_190244_1408
2570461.224075827,9.208521802473453e-10,8097443.769013283,1.7439524651129978,0.019905498565241108,1.6129424312691283,-1.8701198731993545,1442891.8987835424,774886.404304026,63709.7783379274,mumax3_RelaxDriver,data/output_190244_2289
4691688.638370033,6.642565652076654e-10,8220785.684546758,1.9732774035851497,0.4649563052654,2.0433255717533605,-0.6617370766000871,1224521.3178332292,2482847.2937534894,447984.1731275894,mumax3_RelaxDriver,data/output_190244_2377
3397349.2859888477,3.4878506425715384e-10,5223735.709485448,2.3862166810806937,-1.6226653452379893,2.7489135742137933,-2.2487928580276373,1222645.585047243,2997042.3193650665,938451.8080524291,mumax3_RelaxDriver,data/output_190244_2163
337743.17508297286,1.8856297970418386e-10,314233.13693671464,2.0777245633374526,2.249519630185973,2.5926114451083597,-2.4363127260988264,546647.514700875,136319.13854659357,2293.1896375169667,mumax3_RelaxDriver,data/output_190244_2756
7408958.550145613,8.957901836768555e-10,224819.95983944403,1.5520285377871839,1.7909121016855418,0.8145723959341585,-2.3050621313326887,181090.26071217336,1433557.6626949564,40922.598835193334,mumax3_RelaxDriver,data/output_190244_1073
1712641.0673412879,6.685129909812041e-10,947258.7162562329,1.771106506435451,-1.384596581229585,1.891702776926977,-0.2462169509917114,357412.16848809685,772267.0889702035,39072.106093826835,mumax3_RelaxDriver,data/output_190244_2806
4163859.413413558,6.746367680790869e-10,2471639.117884691,0.3138344915816156,1.1049317515242658,1.4420139257634677,0.42630942384222514,318767.8628639805,1439057.394366452,78148.60649328568,mumax3_RelaxDriver,data/output_190244_2807
3421511.219953963,5.1466417656131634e-11,9265193.681843854,0.8729312271870042,1.738319915305569,1.785840074915716,1.7499924933025857,1783947.5729204891,2085612.1813113668,441605.6916681763,mumax3_RelaxDriver,data/output_190244_1293
7414693.629947543,2.7025040301695925e-10,279360.699979081,1.2207611756343226,0.9660106514930322,3.0067736799687887,0.574687317934708,16755.7466878279,64706.515438699156,146.8828878780531,mumax3_RelaxDriver,data/output_188487_236
6489313.416847162,4.5890877370287595e-10,2291450.4046081062,1.7081102539431468,-2.1036206633749623,0.9066162485713422,1.7022000244353799,98044.6975264808,442736.27587693743,6704.852973083221,mumax3_RelaxDriver,data/output_190244_927
3140926.8985422435,7.325540814568766e-10,6850833.510699963,1.8598104144154617,-0.5794705634244995,2.0176994724841197,0.15738763503326753,1727501.0590545111,2396295.3144556424,610248.8813096387,mumax3_RelaxDriver,data/output_190244_2556
